,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend
4140,24.01.2020,Dortmund,FC Koln,5,1,H,2,0,H,14,11,9,5,6,7,1,3,1,1,0,0,2311,2255,4,0,2,-4
4141,25.01.2020,Ein Frankfurt,RB Leipzig,2,0,H,0,0,D,7,22,5,4,8,10,4,6,1,2,0,0,608,572,2,0,0,-1
4142,25.01.2020,Freiburg,Paderborn,0,2,A,0,0,D,19,15,5,3,11,7,6,6,4,4,0,1,375,396,0,-2,1,0
4143,25.01.2020,M'gladbach,Mainz,3,1,H,1,1,D,15,12,5,9,7,14,6,3,2,3,0,0,1224,1188,2,0,1,-2
4144,25.01.2020,Union Berlin,Augsburg,2,0,H,0,0,D,12,25,3,7,18,9,4,5,4,1,0,0,57,22,2,0,0,-1
4145,25.01.2020,Wolfsburg,Hertha,1,2,A,0,0,D,20,9,7,4,8,8,9,4,0,1,0,0,1126,1146,0,-2,1,-1
4146,25.01.2020,Bayern Munich,Schalke 04,5,0,H,2,0,H,24,7,14,1,3,4,9,2,0,0,0,0,3528,3466,4,0,1,-4
4147,26.01.2020,Werder Bremen,Hoffenheim,0,3,A,0,0,D,16,9,3,4,14,15,7,4,2,2,0,0,1025,1045,0,-2,2,0
4148,26.01.2020,Leverkusen,Fortuna Dusseldorf,3,0,H,1,0,H,25,12,11,3,11,10,8,5,0,3,0,0,1493,1446,3,0,0,-2
4149,31.01.2020,Hertha,Schalke 04,0,0,D,0,0,D,9,13,0,5,9,9,3,7,1,1,0,0,418,418,0,0,0,0
4150,01.02.2020,Augsburg,Werder Bremen,2,1,H,0,1,A,14,7,4,1,8,17,5,3,2,5,0,0,292,272,2,-1,1,-1
4151,01.02.2020,Dortmund,Union Berlin,5,0,H,2,0,H,13,5,7,0,7,8,5,3,0,1,0,0,2341,2280,4,0,1,-4
4152,01.02.2020,Fortuna Dusseldorf,Ein Frankfurt,1,1,D,0,0,D,8,6,1,4,6,12,4,4,2,1,0,0,74,74,1,0,1,0
4153,01.02.2020,Hoffenheim,Leverkusen,2,1,H,1,1,D,14,22,6,11,8,10,4,10,3,3,0,1,891,871,2,0,1,-1
4154,01.02.2020,Mainz,Bayern Munich,1,3,A,1,3,A,8,13,3,5,12,9,6,4,3,1,0,0,655,675,1,-2,2,-1
4155,01.02.2020,RB Leipzig,M'gladbach,2,2,D,0,2,A,18,7,8,4,12,13,4,4,1,6,0,1,565,565,1,-2,1,-2
4156,02.02.2020,FC Koln,Freiburg,4,0,H,1,0,H,24,9,9,2,13,9,10,6,3,1,0,0,199,144,3,0,0,-3
4157,02.02.2020,Paderborn,Wolfsburg,2,4,A,1,2,A,10,9,7,5,15,17,3,7,3,3,1,0,-60,-40,2,-3,3,-2
4158,07.02.2020,Ein Frankfurt,Augsburg,5,0,H,1,0,H,13,8,9,5,7,5,1,4,1,0,0,0,638,577,4,0,1,-4
4159,08.02.2020,Freiburg,Hoffenheim,1,0,H,1,0,H,12,21,6,6,10,13,5,10,3,3,0,0,385,366,1,0,0,0
4160,08.02.2020,Hertha,Mainz,1,3,A,0,1,A,13,10,3,3,13,16,10,1,4,1,1,0,408,428,1,-2,2,-1
4161,08.02.2020,Schalke 04,Paderborn,1,1,D,0,0,D,15,15,4,4,6,8,11,10,2,3,0,0,1584,1584,0,-1,0,-1
4162,08.02.2020,Werder Bremen,Union Berlin,0,2,A,0,0,D,14,11,3,5,7,16,5,5,4,3,0,0,1015,1035,0,-1,1,0
4163,08.02.2020,Wolfsburg,Fortuna Dusseldorf,1,1,D,0,1,A,9,10,5,2,10,14,3,5,0,1,1,0,1126,1126,1,0,1,0
4164,08.02.2020,Leverkusen,Dortmund,4,3,H,2,2,D,9,12,5,6,9,10,3,7,2,1,0,0,1503,1483,3,-2,3,-3
4165,09.02.2020,Bayern Munich,RB Leipzig,0,0,D,0,0,D,10,8,3,1,8,12,11,3,2,2,0,0,3528,3528,0,-1,0,0
4166,14.02.2020,Dortmund,Ein Frankfurt,4,0,H,1,0,H,17,1,7,0,7,3,5,0,0,1,0,0,2369,2314,3,0,0,-3
4167,15.02.2020,Augsburg,Freiburg,1,1,D,1,0,H,10,20,3,5,19,5,0,3,4,1,0,0,292,292,0,-1,0,-1
4168,15.02.2020,Hoffenheim,Wolfsburg,2,3,A,1,1,D,14,15,6,6,7,12,4,4,2,2,0,0,881,901,1,-2,2,-2
4169,15.02.2020,Paderborn,Hertha,1,2,A,0,1,A,20,17,4,6,14,12,5,8,2,2,0,0,-70,-50,1,-2,1,-1
4170,15.02.2020,RB Leipzig,Werder Bremen,3,0,H,2,0,H,10,8,3,1,10,12,8,1,1,1,0,0,588,541,2,0,0,-2
4171,15.02.2020,Union Berlin,Leverkusen,2,3,A,1,1,D,20,12,7,5,9,12,6,4,2,2,0,0,47,67,1,-2,2,-2
4172,15.02.2020,Fortuna Dusseldorf,M'gladbach,1,4,A,1,1,D,9,17,4,6,10,10,2,5,2,2,0,0,64,84,1,-3,3,-1
4173,16.02.2020,FC Koln,Bayern Munich,1,4,A,0,3,A,13,26,6,8,12,10,1,6,1,3,0,0,189,209,0,-4,2,-1
4174,16.02.2020,Mainz,Schalke 04,0,0,D,0,0,D,15,8,5,3,7,11,3,6,2,2,0,0,655,655,0,0,0,0
4175,21.02.2020,Bayern Munich,Paderborn,3,2,H,1,1,D,18,5,9,4,3,9,11,1,1,3,0,0,3538,3518,2,-1,2,-2
4176,22.02.2020,Freiburg,Fortuna Dusseldorf,0,2,A,0,1,A,15,9,4,4,13,10,7,4,1,4,0,0,375,395,0,-2,1,0
4177,22.02.2020,Hertha,FC Koln,0,5,A,0,3,A,9,17,1,11,12,10,5,3,2,2,0,0,398,418,0,-5,3,0
4178,22.02.2020,M'gladbach,Hoffenheim,1,1,D,1,0,H,17,22,10,4,8,8,8,8,4,4,0,0,1223,1224,0,-1,0,-1
4179,22.02.2020,Werder Bremen,Dortmund,0,2,A,0,0,D,8,12,2,6,13,8,2,6,0,0,0,0,1005,1025,0,-1,1,0
4180,22.02.2020,Schalke 04,RB Leipzig,0,5,A,0,1,A,3,22,2,8,10,7,2,5,2,3,0,0,1574,1594,0,-5,3,0
4181,23.02.2020,Leverkusen,Augsburg,2,0,H,1,0,H,9,8,4,3,8,12,2,3,2,4,0,0,1521,1485,1,0,0,-2
4182,23.02.2020,Wolfsburg,Mainz,4,0,H,2,0,H,16,13,6,3,10,12,4,14,0,2,0,0,1154,1099,4,0,1,-3
4183,24.02.2020,Ein Frankfurt,Union Berlin,1,2,A,0,0,D,21,11,3,7,10,15,14,6,3,4,0,0,628,648,0,-3,1,-1
4184,28.02.2020,Fortuna Dusseldorf,Hertha,3,3,D,3,0,H,14,16,5,7,11,11,3,5,2,2,0,0,64,64,3,-2,3,-2
4185,29.02.2020,Augsburg,M'gladbach,2,3,A,0,0,D,8,15,3,7,11,6,5,3,3,2,0,0,282,302,1,-2,2,-2
4186,29.02.2020,Dortmund,Freiburg,1,0,H,1,0,H,16,13,2,4,5,9,6,4,1,0,0,0,2379,2359,0,0,0,-1
4187,29.02.2020,Hoffenheim,Bayern Munich,0,6,A,0,4,A,4,25,1,11,3,7,1,7,0,0,0,0,871,891,0,-6,4,0
4188,29.02.2020,Mainz,Paderborn,2,0,H,2,0,H,8,9,3,4,5,15,5,8,1,3,0,0,673,637,2,0,0,-1
4189,29.02.2020,FC Koln,Schalke 04,3,0,H,2,0,H,11,7,6,1,7,8,4,2,1,2,0,0,212,166,3,0,0,-2
4190,01.03.2020,Union Berlin,Wolfsburg,2,2,D,1,0,H,6,14,3,3,8,13,1,6,1,2,0,0,47,47,2,-1,2,-1
4191,01.03.2020,RB Leipzig,Leverkusen,1,1,D,1,1,D,9,14,2,6,4,12,8,5,0,3,0,0,588,588,0,-1,0,-1
4192,06.03.2020,Paderborn,FC Koln,1,2,A,0,2,A,16,15,2,3,8,12,5,9,3,4,0,0,-80,-60,1,-1,1,-1
4193,07.03.2020,Freiburg,Union Berlin,3,1,H,1,0,H,9,14,4,4,5,20,7,2,2,3,0,1,393,358,3,0,1,-2
4194,07.03.2020,Hertha,Werder Bremen,2,2,D,1,2,A,19,7,5,3,16,5,3,1,3,3,0,0,398,398,2,-1,2,-1
4195,07.03.2020,Leverkusen,Ein Frankfurt,4,0,H,2,0,H,14,9,5,3,10,12,1,3,1,0,0,0,1548,1493,3,0,0,-3
4196,07.03.2020,Schalke 04,Hoffenheim,1,1,D,1,0,H,14,4,4,1,8,12,4,5,0,1,0,0,1574,1574,1,0,1,0
4197,07.03.2020,Wolfsburg,RB Leipzig,0,0,D,0,0,D,16,15,4,4,11,14,4,4,2,3,0,0,1154,1154,0,-1,0,0
4198,07.03.2020,M'gladbach,Dortmund,1,2,A,0,1,A,10,10,3,4,8,9,3,3,5,5,0,0,1213,1234,0,-2,1,-1
4199,08.03.2020,Bayern Munich,Augsburg,2,0,H,0,0,D,17,8,6,2,4,7,9,4,1,0,0,0,3555,3520,1,0,0,-1
4200,08.03.2020,Mainz,Fortuna Dusseldorf,1,1,D,0,0,D,3,20,1,5,17,10,1,8,3,1,1,0,673,673,0,-1,0,-1
4201,11.03.2020,M'gladbach,FC Koln,2,1,H,1,0,H,12,16,5,3,14,14,6,3,1,2,0,0,1223,1203,2,0,1,-1
4202,16.05.2020,Augsburg,Wolfsburg,1,2,A,0,1,A,8,17,3,5,8,11,3,1,1,3,0,0,272,292,1,-2,1,-1
4203,16.05.2020,Dortmund,Schalke 04,4,0,H,2,0,H,11,10,4,3,9,8,4,2,2,2,0,0,2406,2351,3,0,1,-3
4204,16.05.2020,Fortuna Dusseldorf,Paderborn,0,0,D,0,0,D,10,7,1,1,15,16,2,0,2,2,0,0,64,64,0,0,0,0
4205,16.05.2020,Hoffenheim,Hertha,0,3,A,0,0,D,21,12,5,5,9,16,7,5,2,3,0,0,861,881,0,-2,2,0
4206,16.05.2020,RB Leipzig,Freiburg,1,1,D,0,1,A,23,7,9,2,11,8,8,4,0,1,0,0,588,588,0,-1,0,-1
4207,16.05.2020,Ein Frankfurt,M'gladbach,1,3,A,0,2,A,12,15,4,8,19,10,5,1,5,1,0,0,618,638,0,-3,2,-1
4208,17.05.2020,FC Koln,Mainz,2,2,D,1,0,H,16,11,6,5,20,15,5,7,4,2,0,0,212,212,1,-2,1,-2
4209,17.05.2020,Union Berlin,Bayern Munich,0,2,A,0,1,A,10,14,2,3,13,10,4,9,2,1,0,0,37,57,0,-2,1,0
4210,18.05.2020,Werder Bremen,Leverkusen,1,4,A,1,2,A,9,13,1,6,15,14,2,9,2,1,0,0,995,1015,1,-3,3,-1
4211,22.05.2020,Hertha,Union Berlin,4,0,H,0,0,D,14,7,8,0,12,12,4,6,2,1,0,0,425,370,4,0,1,-3
4212,23.05.2020,Freiburg,Werder Bremen,0,1,A,0,1,A,15,11,8,3,12,18,7,2,0,3,0,1,383,403,0,-1,0,0
4213,23.05.2020,M'gladbach,Leverkusen,1,3,A,0,1,A,16,13,6,7,16,16,6,3,1,1,0,0,1213,1233,0,-3,2,-1
4214,23.05.2020,Paderborn,Hoffenheim,1,1,D,1,1,D,13,18,3,7,14,13,2,8,3,0,0,0,-80,-80,1,0,1,0
4215,23.05.2020,Wolfsburg,Dortmund,0,2,A,0,1,A,8,6,1,2,11,10,2,2,4,2,1,0,1144,1164,0,-2,1,0
4216,23.05.2020,Bayern Munich,Ein Frankfurt,5,2,H,2,0,H,23,11,10,4,10,7,7,2,0,1,0,0,3579,3532,4,-1,2,-4
4217,24.05.2020,Schalke 04,Augsburg,0,3,A,0,1,A,12,9,2,7,14,11,3,2,0,2,0,0,1564,1584,0,-3,2,0
4218,24.05.2020,Mainz,RB Leipzig,0,5,A,0,3,A,4,21,1,9,13,11,5,4,3,3,0,0,662,683,0,-5,3,0
4219,24.05.2020,FC Koln,Fortuna Dusseldorf,2,2,D,0,1,A,16,10,6,5,19,17,6,2,0,1,0,0,212,212,1,-2,1,-2
4220,26.05.2020,Dortmund,Bayern Munich,0,1,A,0,1,A,13,13,5,6,9,15,4,3,2,2,0,0,2396,2416,0,-2,0,0
4221,26.05.2020,Ein Frankfurt,Freiburg,3,3,D,1,1,D,35,10,16,5,14,9,9,2,4,1,0,0,618,618,3,-2,3,-2
4222,26.05.2020,Leverkusen,Wolfsburg,1,4,A,0,1,A,10,14,2,9,10,16,12,6,3,3,0,0,1538,1558,0,-4,2,-1
4223,26.05.2020,Werder Bremen,M'gladbach,0,0,D,0,0,D,12,8,7,4,14,11,8,5,2,1,0,0,995,995,0,0,0,0
4224,27.05.2020,RB Leipzig,Hertha,2,2,D,1,1,D,11,13,5,4,12,19,4,7,2,3,1,0,588,588,1,-1,2,-1
4225,27.05.2020,Augsburg,Paderborn,0,0,D,0,0,D,12,15,3,3,7,14,6,6,1,1,0,0,272,272,0,0,0,0
4226,27.05.2020,Fortuna Dusseldorf,Schalke 04,2,1,H,0,0,D,13,7,8,2,10,13,7,2,3,2,0,0,74,54,1,0,1,-1
4227,27.05.2020,Hoffenheim,FC Koln,3,1,H,1,0,H,8,15,6,5,12,8,0,10,6,1,1,1,878,843,3,0,1,-2
4228,27.05.2020,Union Berlin,Mainz,1,1,D,1,1,D,9,10,4,2,17,18,6,6,4,2,1,0,37,37,1,0,1,0
4229,29.05.2020,Freiburg,Leverkusen,0,1,A,0,0,D,9,7,1,1,8,13,6,6,0,2,0,0,373,393,0,-1,0,0
4230,30.05.2020,Hertha,Augsburg,2,0,H,1,0,H,12,8,6,2,19,7,7,8,3,3,0,0,443,408,1,0,0,-2
4231,30.05.2020,Mainz,Hoffenheim,0,1,A,0,1,A,18,13,2,6,18,14,10,7,4,3,0,0,652,673,0,0,0,0
4232,30.05.2020,Schalke 04,Werder Bremen,0,1,A,0,1,A,12,6,1,2,19,16,4,8,5,3,0,0,1554,1574,0,0,0,0
4233,30.05.2020,Wolfsburg,Ein Frankfurt,1,2,A,0,1,A,19,6,4,3,18,16,4,3,4,6,0,1,1134,1154,1,-1,1,0
4234,30.05.2020,Bayern Munich,Fortuna Dusseldorf,5,0,H,3,0,H,23,7,8,2,9,10,7,2,0,2,0,0,3609,3548,4,0,1,-4
4235,31.05.2020,M'gladbach,Union Berlin,4,1,H,2,0,H,16,13,10,5,13,9,4,3,3,2,0,0,1237,1190,4,0,2,-3
4236,31.05.2020,Paderborn,Dortmund,1,6,A,0,0,D,10,16,1,11,4,6,2,8,2,3,0,0,-90,-70,1,-5,4,-1
4237,01.06.2020,FC Koln,RB Leipzig,2,4,A,1,2,A,7,19,5,8,16,7,4,7,2,1,0,0,202,222,1,-4,3,-2
4238,03.06.2020,Werder Bremen,Ein Frankfurt,0,3,A,0,0,D,11,12,3,4,14,21,5,6,2,1,0,0,985,1005,0,-2,2,0
4239,05.06.2020,Freiburg,M'gladbach,1,0,H,0,0,D,16,18,6,4,14,14,3,10,4,3,0,1,383,363,1,0,0,0
4240,06.06.2020,Ein Frankfurt,Mainz,0,2,A,0,1,A,10,17,0,5,17,15,7,5,3,3,0,0,608,628,0,-2,1,0
4241,06.06.2020,Fortuna Dusseldorf,Hoffenheim,2,2,D,1,1,D,23,8,4,5,12,15,7,1,4,4,0,1,74,74,1,-1,1,-2
4242,06.06.2020,Leverkusen,Bayern Munich,2,4,A,1,3,A,10,16,6,10,14,4,6,4,3,3,0,0,1528,1548,2,-3,3,-2
4243,06.06.2020,RB Leipzig,Paderborn,1,1,D,1,0,H,12,17,5,5,11,14,7,9,2,4,1,0,588,588,1,-1,0,-1
4244,06.06.2020,Dortmund,Hertha,1,0,H,0,0,D,12,5,3,2,7,11,6,0,0,2,0,0,2406,2386,0,0,0,0
4245,07.06.2020,Werder Bremen,Wolfsburg,0,1,A,0,0,D,14,18,4,3,17,13,5,4,3,3,0,0,975,995,0,0,0,0
4246,07.06.2020,Union Berlin,Schalke 04,1,1,D,1,1,D,12,5,6,1,19,13,9,4,3,1,0,0,37,37,1,0,1,0
4247,07.06.2020,Augsburg,FC Koln,1,1,D,0,0,D,18,9,5,2,13,21,9,2,1,3,0,0,272,272,0,0,1,0
4248,12.06.2020,Hoffenheim,RB Leipzig,0,2,A,0,2,A,22,14,7,7,15,18,9,1,2,2,0,0,868,888,0,-2,1,0
4249,13.06.2020,FC Koln,Union Berlin,1,2,A,0,1,A,10,7,6,5,18,17,4,6,3,0,0,0,192,212,1,-2,1,-1
4250,13.06.2020,Fortuna Dusseldorf,Dortmund,0,1,A,0,0,D,6,5,4,3,6,15,6,1,1,3,0,0,64,84,0,-1,0,0
4251,13.06.2020,Hertha,Ein Frankfurt,1,4,A,1,0,H,4,18,3,7,14,7,1,5,2,2,1,0,433,453,0,-4,3,-1
4252,13.06.2020,Paderborn,Werder Bremen,1,5,A,0,3,A,20,11,8,8,17,18,11,2,6,3,0,0,-100,-80,1,-4,4,-1
4253,13.06.2020,Wolfsburg,Freiburg,2,2,D,2,1,H,22,10,7,6,17,11,6,5,0,1,0,0,1134,1134,2,-1,2,-1
4254,13.06.2020,Bayern Munich,M'gladbach,2,1,H,1,1,D,11,9,6,2,13,10,3,1,0,2,0,0,3619,3599,1,-1,0,-2
4255,14.06.2020,Mainz,Augsburg,0,1,A,0,1,A,18,9,4,3,8,14,9,5,2,4,0,0,642,662,0,0,0,0
4256,14.06.2020,Schalke 04,Leverkusen,1,1,D,0,0,D,7,15,4,5,14,7,1,9,4,1,0,0,1554,1554,1,0,1,0
4257,16.06.2020,M'gladbach,Wolfsburg,3,0,H,2,0,H,11,12,3,2,15,17,5,3,1,4,0,0,1260,1213,2,0,0,-2
4258,16.06.2020,Freiburg,Hertha,2,1,H,0,0,D,17,12,6,5,6,16,5,5,0,2,0,0,393,373,1,0,1,-1
4259,16.06.2020,Union Berlin,Paderborn,1,0,H,1,0,H,14,10,6,2,17,16,1,5,0,0,0,0,47,27,1,0,0,0
4260,16.06.2020,Werder Bremen,Bayern Munich,0,1,A,0,1,A,6,13,1,4,9,13,0,10,2,3,0,1,965,985,0,0,0,0
4261,17.06.2020,Ein Frankfurt,Schalke 04,2,1,H,1,0,H,14,8,4,5,9,16,5,3,3,5,0,1,618,598,2,0,1,-1
4262,17.06.2020,Augsburg,Hoffenheim,1,3,A,0,0,D,12,17,5,5,10,14,6,4,2,1,0,0,262,282,1,-2,2,-1
4263,17.06.2020,Dortmund,Mainz,0,2,A,0,1,A,15,10,5,6,14,13,7,1,6,3,0,0,2396,2416,0,-2,1,0
4264,17.06.2020,Leverkusen,FC Koln,3,1,H,2,0,H,13,7,6,1,12,16,7,3,2,2,0,0,1546,1511,3,0,1,-2
4265,17.06.2020,RB Leipzig,Fortuna Dusseldorf,2,2,D,0,0,D,14,12,5,2,7,7,5,2,1,0,0,0,588,588,1,-1,2,-1
4266,20.06.2020,Bayern Munich,Freiburg,3,1,H,3,1,H,23,11,8,3,13,8,8,2,0,0,0,0,3637,3602,2,0,1,-2
4267,20.06.2020,FC Koln,Ein Frankfurt,1,1,D,1,0,H,4,9,2,2,8,15,5,9,1,2,0,0,192,192,1,0,1,0
4268,20.06.2020,Fortuna Dusseldorf,Augsburg,1,1,D,1,1,D,8,11,4,3,14,12,5,3,1,0,0,0,64,64,1,0,1,0
4269,20.06.2020,Hertha,Leverkusen,2,0,H,1,0,H,13,12,5,2,14,15,5,4,4,3,0,0,450,415,2,0,0,-1
4270,20.06.2020,Hoffenheim,Union Berlin,4,0,H,3,0,H,15,5,8,1,10,15,6,4,1,3,0,0,896,841,4,0,1,-3
4271,20.06.2020,Mainz,Werder Bremen,3,1,H,2,0,H,21,19,12,6,12,15,7,8,2,3,0,0,660,625,3,0,1,-2
4272,20.06.2020,Paderborn,M'gladbach,1,3,A,0,1,A,11,22,1,10,11,13,3,5,4,2,1,0,-110,-90,1,-2,2,-1
4273,20.06.2020,RB Leipzig,Dortmund,0,2,A,0,1,A,16,11,5,7,13,7,4,1,3,3,0,0,578,598,0,-2,1,0
4274,20.06.2020,Schalke 04,Wolfsburg,1,4,A,0,1,A,10,10,3,5,12,16,2,4,4,3,0,0,1544,1564,1,-3,3,-1
4275,27.06.2020,Augsburg,RB Leipzig,1,2,A,0,1,A,5,14,1,5,11,10,2,8,4,1,0,0,252,272,1,-1,1,-1
4276,27.06.2020,Dortmund,Hoffenheim,0,4,A,0,2,A,7,15,4,7,7,5,2,5,1,0,0,0,2386,2406,0,-3,3,0
4277,27.06.2020,Ein Frankfurt,Paderborn,3,2,H,2,0,H,12,16,4,5,13,3,6,2,0,1,0,0,628,608,2,-1,2,-2
4278,27.06.2020,Freiburg,Schalke 04,4,0,H,2,0,H,15,21,8,5,14,5,1,5,1,0,0,0,420,365,3,0,1,-3
4279,27.06.2020,Leverkusen,Mainz,1,0,H,1,0,H,13,6,2,1,10,10,11,4,1,1,0,0,1556,1536,0,0,0,-1
4280,27.06.2020,M'gladbach,Hertha,2,1,H,1,0,H,22,4,8,2,7,15,3,3,1,2,0,0,1270,1250,1,-1,1,-2
4281,27.06.2020,Union Berlin,Fortuna Dusseldorf,3,0,H,1,0,H,11,25,7,4,15,6,6,10,0,1,0,0,71,24,2,0,0,-2
4282,27.06.2020,Werder Bremen,FC Koln,6,1,H,3,0,H,18,6,9,2,22,16,7,5,1,2,0,0,996,934,6,0,2,-5
4283,27.06.2020,Wolfsburg,Bayern Munich,0,4,A,0,2,A,11,17,4,11,13,9,3,6,3,0,1,0,1124,1144,0,-4,2,0
4284,18.09.2020,Bayern Munich,Schalke 04,8,0,H,3,0,H,22,5,12,1,11,12,9,2,1,2,0,0,3675,3599,7,1,2,-7
4285,19.09.2020,Ein Frankfurt,Bielefeld,1,1,D,0,0,D,18,14,6,4,14,13,14,3,2,2,0,0,628,628,0,-1,0,-1
4286,19.09.2020,FC Koln,Hoffenheim,2,3,A,1,2,A,13,13,6,7,12,13,1,6,0,0,0,0,182,202,2,-2,2,-1
4287,19.09.2020,Stuttgart,Freiburg,2,3,A,0,2,A,22,7,7,6,12,16,7,2,2,2,0,0,923,944,1,-3,2,-2
4288,19.09.2020,Union Berlin,Augsburg,1,3,A,0,1,A,13,9,3,5,9,9,8,1,2,0,0,0,61,81,0,-3,2,-1
4289,19.09.2020,Werder Bremen,Hertha,1,4,A,0,2,A,17,13,7,6,13,17,7,4,2,0,0,0,986,1006,0,-5,2,-1
4290,19.09.2020,Dortmund,M'gladbach,3,0,H,1,0,H,9,8,4,2,10,9,1,3,1,1,0,0,2410,2363,3,0,1,-2
4291,20.09.2020,RB Leipzig,Mainz,3,1,H,2,0,H,23,8,10,1,5,11,7,5,1,2,0,0,595,560,3,0,1,-2
4292,20.09.2020,Wolfsburg,Leverkusen,0,0,D,0,0,D,9,6,1,2,13,12,4,4,1,2,0,0,1124,1124,0,0,0,0
4293,25.09.2020,Hertha,Ein Frankfurt,1,3,A,0,2,A,12,10,6,3,13,16,4,3,3,4,0,0,440,460,0,-3,2,-1
4294,26.09.2020,Augsburg,Dortmund,2,0,H,1,0,H,6,16,4,7,7,8,3,11,3,4,0,0,269,234,2,0,0,-1
4295,26.09.2020,Bielefeld,FC Koln,1,0,H,0,0,D,7,12,3,2,12,15,4,7,3,3,0,0,77,57,1,0,0,0
4296,26.09.2020,Leverkusen,RB Leipzig,1,1,D,1,1,D,11,7,4,2,16,10,4,1,1,3,0,0,1556,1556,0,-1,0,-1
4297,26.09.2020,Mainz,Stuttgart,1,4,A,1,1,D,11,15,3,7,10,17,3,9,2,4,1,1,650,670,0,-4,3,-1
4298,26.09.2020,M'gladbach,Union Berlin,1,1,D,0,0,D,14,15,5,2,11,15,7,5,1,2,0,0,1270,1270,0,-1,0,-1
4299,26.09.2020,Schalke 04,Werder Bremen,1,3,A,0,2,A,17,17,4,8,20,14,8,3,7,2,1,0,1534,1554,1,-2,2,-1
4300,27.09.2020,Hoffenheim,Bayern Munich,4,1,H,2,1,H,17,14,8,2,15,11,3,5,3,2,0,0,919,873,3,0,1,-3
4301,27.09.2020,Freiburg,Wolfsburg,1,1,D,1,1,D,21,8,7,2,10,13,9,1,0,3,0,0,420,420,0,-1,0,-1
4302,02.10.2020,Union Berlin,Mainz,4,0,H,1,0,H,13,5,7,0,13,11,4,2,1,4,0,0,88,33,4,0,1,-3
4303,03.10.2020,Dortmund,Freiburg,4,0,H,1,0,H,16,6,7,2,8,12,3,2,1,1,0,0,2437,2382,3,0,0,-3
4304,03.10.2020,Ein Frankfurt,Hoffenheim,2,1,H,0,1,A,16,11,6,4,12,8,5,7,2,3,0,0,638,618,1,0,1,-1
4305,03.10.2020,FC Koln,M'gladbach,1,3,A,0,2,A,8,17,3,11,16,12,4,10,3,3,0,0,172,192,1,-3,2,-1
4306,03.10.2020,Stuttgart,Leverkusen,1,1,D,0,1,A,11,15,2,7,8,17,7,12,3,2,0,0,923,923,1,-1,0,-1
4307,03.10.2020,Werder Bremen,Bielefeld,1,0,H,1,0,H,7,10,2,5,12,16,2,1,2,2,0,0,996,976,1,0,0,0
4308,03.10.2020,RB Leipzig,Schalke 04,4,0,H,3,0,H,21,4,7,1,13,10,8,1,1,3,0,0,623,568,3,0,1,-3
4309,04.10.2020,Wolfsburg,Augsburg,0,0,D,0,0,D,17,9,6,1,7,13,12,2,0,1,0,0,1124,1124,0,0,0,0
4310,04.10.2020,Bayern Munich,Hertha,4,3,H,1,0,H,22,9,9,5,13,19,6,1,3,3,0,0,3684,3665,2,-4,2,-4
4311,17.10.2020,Augsburg,RB Leipzig,0,2,A,0,1,A,6,15,2,6,9,13,5,8,0,1,0,0,259,279,0,-2,1,0
4312,17.10.2020,Freiburg,Werder Bremen,1,1,D,1,1,D,19,14,4,4,10,14,4,4,3,3,0,0,420,420,0,-1,0,-1
4313,17.10.2020,Hertha,Stuttgart,0,2,A,0,1,A,16,7,4,2,14,10,6,4,2,2,0,0,430,450,0,-2,1,0
4314,17.10.2020,Hoffenheim,Dortmund,0,1,A,0,0,D,8,15,3,5,13,11,4,6,1,1,0,0,909,929,0,-2,0,0
4315,17.10.2020,Mainz,Leverkusen,0,1,A,0,1,A,5,9,0,4,12,6,6,2,3,1,0,0,640,660,0,-1,0,0
4316,17.10.2020,Bielefeld,Bayern Munich,1,4,A,0,3,A,11,16,5,10,6,6,6,10,1,0,0,1,67,87,0,-4,3,-1
4317,17.10.2020,M'gladbach,Wolfsburg,1,1,D,0,0,D,13,14,2,5,14,13,5,4,2,2,0,0,1270,1270,0,-1,0,-1
4318,18.10.2020,FC Koln,Ein Frankfurt,1,1,D,0,1,A,9,16,5,4,19,18,2,8,3,2,0,0,172,172,1,0,1,0
4319,18.10.2020,Schalke 04,Union Berlin,1,1,D,0,0,D,8,13,4,7,7,13,5,7,3,1,0,0,1534,1534,1,0,1,0
4320,23.10.2020,Stuttgart,FC Koln,1,1,D,1,1,D,9,14,4,4,11,13,3,5,2,5,0,0,923,923,0,-1,0,-1
4321,24.10.2020,Bayern Munich,Ein Frankfurt,5,0,H,2,0,H,20,9,10,2,11,12,10,2,3,0,0,0,3715,3654,4,0,1,-4
4322,24.10.2020,Mainz,M'gladbach,2,3,A,2,1,H,15,21,7,12,18,11,3,7,5,3,0,0,630,650,2,-2,2,-1
4323,24.10.2020,RB Leipzig,Hertha,2,1,H,1,1,D,29,11,8,3,10,20,7,3,1,4,0,1,633,613,1,-1,0,-2
4324,24.10.2020,Union Berlin,Freiburg,1,1,D,1,1,D,22,8,7,4,9,14,4,2,1,4,0,0,88,88,0,-1,0,-1
4325,24.10.2020,Dortmund,Schalke 04,3,0,H,0,0,D,17,3,7,0,5,15,7,2,0,1,0,0,2461,2414,2,0,0,-2
