,div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,PredictedResult
9581,E0,11/3/2018,Arsenal,Watford,3,0,H,1.0,0.0,H,2017-18,H
9582,E0,11/3/2018,Bournemouth,Tottenham,1,4,A,1.0,1.0,D,2017-18,A
9583,E0,12/3/2018,Stoke,Man City,0,2,A,0.0,1.0,A,2017-18,A
9584,E0,17/03/18,Bournemouth,West Brom,2,1,H,0.0,0.0,D,2017-18,H
9585,E0,17/03/18,Huddersfield,Crystal Palace,0,2,A,0.0,1.0,A,2017-18,A
9586,E0,17/03/18,Liverpool,Watford,5,0,H,2.0,0.0,H,2017-18,H
9587,E0,17/03/18,Stoke,Everton,1,2,A,0.0,0.0,D,2017-18,A
9588,E0,31/03/18,Brighton,Leicester,0,2,A,0.0,0.0,D,2017-18,A
9589,E0,31/03/18,Crystal Palace,Liverpool,1,2,A,1.0,0.0,H,2017-18,D
9590,E0,31/03/18,Everton,Man City,1,3,A,0.0,3.0,A,2017-18,D
9591,E0,31/03/18,Man United,Swansea,2,0,H,2.0,0.0,H,2017-18,H
9592,E0,31/03/18,Newcastle,Huddersfield,1,0,H,0.0,0.0,D,2017-18,H
9593,E0,31/03/18,Watford,Bournemouth,2,2,D,1.0,1.0,D,2017-18,D
9594,E0,31/03/18,West Brom,Burnley,1,2,A,0.0,1.0,A,2017-18,H
9595,E0,31/03/18,West Ham,Southampton,3,0,H,3.0,0.0,H,2017-18,H
9596,E0,1/4/2018,Arsenal,Stoke,3,0,H,0.0,0.0,D,2017-18,H
9597,E0,1/4/2018,Chelsea,Tottenham,1,3,A,1.0,1.0,D,2017-18,H
9598,E0,7/4/2018,Bournemouth,Crystal Palace,2,2,D,0.0,0.0,D,2017-18,A
9599,E0,7/4/2018,Brighton,Huddersfield,1,1,D,1.0,1.0,D,2017-18,D
9600,E0,7/4/2018,Everton,Liverpool,0,0,D,0.0,0.0,D,2017-18,A
9601,E0,7/4/2018,Leicester,Newcastle,1,2,A,0.0,1.0,A,2017-18,H
9602,E0,7/4/2018,Man City,Man United,2,3,A,2.0,0.0,H,2017-18,D
9603,E0,7/4/2018,Stoke,Tottenham,1,2,A,0.0,0.0,D,2017-18,A
9604,E0,7/4/2018,Watford,Burnley,1,2,A,0.0,0.0,D,2017-18,H
9605,E0,7/4/2018,West Brom,Swansea,1,1,D,0.0,0.0,D,2017-18,A
9606,E0,8/4/2018,Arsenal,Southampton,3,2,H,2.0,1.0,H,2017-18,H
9607,E0,8/4/2018,Chelsea,West Ham,1,1,D,1.0,0.0,H,2017-18,H
9608,E0,14/04/18,Burnley,Leicester,2,1,H,2.0,0.0,H,2017-18,H
9609,E0,14/04/18,Crystal Palace,Brighton,3,2,H,3.0,2.0,H,2017-18,H
9610,E0,14/04/18,Huddersfield,Watford,1,0,H,0.0,0.0,D,2017-18,H
9611,E0,14/04/18,Liverpool,Bournemouth,3,0,H,1.0,0.0,H,2017-18,H
9612,E0,14/04/18,Southampton,Chelsea,2,3,A,1.0,0.0,H,2017-18,A
9613,E0,14/04/18,Swansea,Everton,1,1,D,0.0,1.0,A,2017-18,A
9614,E0,14/04/18,Tottenham,Man City,1,3,A,1.0,2.0,A,2017-18,A
9615,E0,15/04/18,Man United,West Brom,0,1,A,0.0,0.0,D,2017-18,H
9616,E0,15/04/18,Newcastle,Arsenal,2,1,H,1.0,1.0,D,2017-18,A
9617,E0,16/04/18,West Ham,Stoke,1,1,D,0.0,0.0,D,2017-18,H
9618,E0,17/04/18,Brighton,Tottenham,1,1,D,0.0,0.0,D,2017-18,H
9619,E0,18/04/18,Bournemouth,Man United,0,2,A,0.0,1.0,A,2017-18,A
9620,E0,19/04/18,Burnley,Chelsea,1,2,A,0.0,1.0,A,2017-18,A
9621,E0,19/04/18,Leicester,Southampton,0,0,D,0.0,0.0,D,2017-18,A
9622,E0,21/04/18,Watford,Crystal Palace,0,0,D,0.0,0.0,D,2017-18,D
9623,E0,21/04/18,West Brom,Liverpool,2,2,D,0.0,1.0,A,2017-18,H
9624,E0,22/04/18,Arsenal,West Ham,4,1,H,0.0,0.0,D,2017-18,H
9625,E0,22/04/18,Man City,Swansea,5,0,H,2.0,0.0,H,2017-18,H
9626,E0,22/04/18,Stoke,Burnley,1,1,D,1.0,0.0,H,2017-18,D
9627,E0,23/04/18,Everton,Newcastle,1,0,H,0.0,0.0,D,2017-18,H
9628,E0,28/04/18,Burnley,Brighton,0,0,D,0.0,0.0,D,2017-18,H
9629,E0,28/04/18,Crystal Palace,Leicester,5,0,H,2.0,0.0,H,2017-18,H
9630,E0,28/04/18,Huddersfield,Everton,0,2,A,0.0,1.0,A,2017-18,A
9631,E0,28/04/18,Liverpool,Stoke,0,0,D,0.0,0.0,D,2017-18,H
9632,E0,28/04/18,Newcastle,West Brom,0,1,A,0.0,1.0,A,2017-18,D
9633,E0,28/04/18,Southampton,Bournemouth,2,1,H,1.0,1.0,D,2017-18,H
9634,E0,28/04/18,Swansea,Chelsea,0,1,A,0.0,1.0,A,2017-18,A
9635,E0,29/04/18,Man United,Arsenal,2,1,H,1.0,0.0,H,2017-18,H
9636,E0,29/04/18,West Ham,Man City,1,4,A,1.0,2.0,A,2017-18,A
9637,E0,30/04/18,Tottenham,Watford,2,0,H,1.0,0.0,H,2017-18,H
9638,E0,4/5/2018,Brighton,Man United,1,0,H,0.0,0.0,D,2017-18,H
9639,E0,5/5/2018,Bournemouth,Swansea,1,0,H,1.0,0.0,H,2017-18,H
9640,E0,5/5/2018,Everton,Southampton,1,1,D,0.0,0.0,D,2017-18,H
9641,E0,5/5/2018,Leicester,West Ham,0,2,A,0.0,1.0,A,2017-18,A
9642,E0,5/5/2018,Stoke,Crystal Palace,1,2,A,1.0,0.0,H,2017-18,A
9643,E0,5/5/2018,Watford,Newcastle,2,1,H,2.0,0.0,H,2017-18,H
9644,E0,5/5/2018,West Brom,Tottenham,1,0,H,0.0,0.0,D,2017-18,D
9645,E0,6/5/2018,Arsenal,Burnley,5,0,H,2.0,0.0,H,2017-18,H
9646,E0,6/5/2018,Chelsea,Liverpool,1,0,H,1.0,0.0,H,2017-18,H
9647,E0,6/5/2018,Man City,Huddersfield,0,0,D,0.0,0.0,D,2017-18,D
9648,E0,8/5/2018,Swansea,Southampton,0,1,A,0.0,0.0,D,2017-18,D
9649,E0,9/5/2018,Chelsea,Huddersfield,1,1,D,0.0,0.0,D,2017-18,D
9650,E0,9/5/2018,Leicester,Arsenal,3,1,H,1.0,0.0,H,2017-18,A
9651,E0,9/5/2018,Man City,Brighton,3,1,H,2.0,1.0,H,2017-18,H
9652,E0,9/5/2018,Tottenham,Newcastle,1,0,H,0.0,0.0,D,2017-18,H
9653,E0,10/5/2018,West Ham,Man United,0,0,D,0.0,0.0,D,2017-18,D
9654,E0,13/05/18,Burnley,Bournemouth,1,2,A,1.0,0.0,H,2017-18,A
9655,E0,13/05/18,Crystal Palace,West Brom,2,0,H,0.0,0.0,D,2017-18,H
9656,E0,13/05/18,Huddersfield,Arsenal,0,1,A,0.0,1.0,A,2017-18,A
9657,E0,13/05/18,Liverpool,Brighton,4,0,H,2.0,0.0,H,2017-18,H
9658,E0,13/05/18,Man United,Watford,1,0,H,1.0,0.0,H,2017-18,H
9659,E0,13/05/18,Newcastle,Chelsea,3,0,H,1.0,0.0,H,2017-18,H
9660,E0,13/05/18,Southampton,Man City,0,1,A,0.0,0.0,D,2017-18,H
9661,E0,13/05/18,Swansea,Stoke,1,2,A,1.0,2.0,A,2017-18,D
9662,E0,13/05/18,Tottenham,Leicester,5,4,H,1.0,2.0,A,2017-18,H
9663,E0,13/05/18,West Ham,Everton,3,1,H,1.0,0.0,H,2017-18,D
