Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;SJH;SJD;SJA;VCH;VCD;VCA
08.12.2007;Hannover;Werder Bremen;4;3;H;325;33;22;32;325;21;325;325;215;31;32;21;30;32;21;32;32;21;30;32;21;30;325;22;29;325;22
08.12.2007;Stuttgart;Wolfsburg;3;1;H;166;36;525;16;35;53;165;35;525;165;35;45;157;35;50;16;35;525;157;35;50;157;36;55;16;35;50
09.12.2007;Leverkusen;Hansa Rostock;3;0;H;13;50;110;135;42;82;135;45;85;137;41;70;133;40;80;13;45;90;129;45;80;136;40;90;13;45;90
09.12.2007;Nurnberg;Hertha;2;1;H;22;33;325;225;315;295;22;32;32;22;31;30;21;32;30;21;32;32;225;32;275;20;325;35;21;325;31
14.12.2007;Cottbus;Hannover;5;1;H;29;33;24;285;32;23;286;32;238;27;31;24;275;325;22;27;32;24;288;34;238;32;31;22;29;32;225
15.12.2007;Bielefeld;Stuttgart;2;0;H;38;33;20;38;325;19;35;325;20;33;32;20;32;32;20;34;325;20;35;32;191;31;333;21;36;325;19
15.12.2007;Hertha;Bayern Munich;0;0;D;55;38;161;47;355;165;48;35;168;43;34;17;433;34;166;475;35;165;48;34;16;50;34;167;50;33;165
15.12.2007;Karlsruhe;Hamburg;1;1;D;32;325;225;29;32;225;29;325;23;28;31;23;275;32;225;28;32;23;28;32;22;288;325;225;29;325;225
15.12.2007;Schalke 04;Nurnberg;2;1;H;15;40;675;145;38;68;15;38;625;145;39;60;144;36;65;145;40;625;15;34;60;153;36;60;145;375;70
15.12.2007;Werder Bremen;Leverkusen;5;2;H;195;35;375;185;33;39;19;325;38;19;33;35;172;34;40;19;325;375;191;32;35;173;35;433;19;33;36
15.12.2007;Wolfsburg;Dortmund;4;0;H;24;33;29;245;32;265;24;32;275;24;31;27;237;32;26;24;32;27;238;31;262;22;325;30;225;325;29
16.12.2007;Duisburg;Ein Frankfurt;0;1;A;25;325;28;26;305;26;25;325;26;25;31;26;237;32;26;25;32;26;25;29;262;25;32;26;235;32;27
16.12.2007;Hansa Rostock;Bochum;2;0;H;24;33;29;225;325;29;23;325;29;23;32;27;225;32;275;23;32;28;238;31;262;225;31;30;225;325;29
01.02.2008;Hansa Rostock;Bayern Munich;1;2;A;75;42;144;85;43;133;80;40;144;60;39;145;65;36;144;75;40;14;70;375;14;75;35;147;70;375;145
02.02.2008;Bielefeld;Wolfsburg;0;1;A;24;33;29;25;32;26;25;32;275;23;31;28;225;32;275;235;32;275;23;31;275;24;34;26;23;32;28
02.02.2008;Cottbus;Leverkusen;2;3;A;375;34;20;32;325;21;34;32;215;30;31;22;32;32;20;31;32;215;33;325;195;34;325;20;34;325;20
02.02.2008;Duisburg;Dortmund;3;3;D;31;325;23;295;325;22;31;32;225;28;31;23;28;32;22;30;32;22;288;31;22;30;32;225;29;325;22
02.02.2008;Hamburg;Hannover;1;1;D;166;35;55;17;33;48;175;34;475;17;34;43;166;325;45;17;34;45;167;33;45;18;34;40;16;35;50
02.02.2008;Hertha;Ein Frankfurt;0;3;A;20;33;375;20;325;345;21;32;36;20;32;33;19;32;35;205;32;33;20;32;32;191;32;38;20;31;35
02.02.2008;Karlsruhe;Nurnberg;2;0;H;23;325;31;23;325;28;23;32;30;22;31;30;21;32;30;22;32;30;21;32;30;21;325;32;22;32;30
03.02.2008;Schalke 04;Stuttgart;4;1;H;19;34;40;19;325;375;195;33;38;19;32;36;183;32;375;19;325;375;191;32;35;191;325;375;175;32;435
03.02.2008;Werder Bremen;Bochum;1;2;A;133;50;90;14;40;74;136;45;90;13;44;85;128;45;80;13;45;90;133;40;80;13;475;85;13;45;85
08.02.2008;Ein Frankfurt;Bielefeld;2;1;H;172;36;475;165;34;50;17;36;475;17;34;43;166;33;45;165;34;50;167;33;45;167;34;50;165;33;50
09.02.2008;Bochum;Cottbus;3;3;D;19;34;40;185;325;395;191;325;40;18;32;40;172;34;40;185;32;40;173;325;42;18;34;40;18;33;40
09.02.2008;Hannover;Karlsruhe;2;2;D;19;34;40;185;33;39;191;325;40;19;32;36;19;32;35;185;32;40;191;32;35;20;34;325;18;33;40
09.02.2008;Leverkusen;Hamburg;1;1;D;225;33;31;235;32;275;23;32;30;22;31;30;22;325;275;23;32;28;215;31;30;225;32;29;225;325;29
09.02.2008;Nurnberg;Hansa Rostock;1;1;D;172;35;50;17;345;45;172;35;475;175;33;42;172;32;433;17;34;45;173;325;42;173;34;45;165;33;50
09.02.2008;Stuttgart;Hertha;1;3;A;166;36;525;165;345;49;17;35;50;165;35;45;157;35;50;165;34;50;167;33;45;157;35;575;17;34;45
09.02.2008;Wolfsburg;Duisburg;2;1;H;157;38;60;155;37;54;16;375;55;16;36;48;153;35;55;155;36;55;157;35;50;157;35;575;153;35;60
10.02.2008;Bayern Munich;Werder Bremen;1;1;D;172;35;50;165;365;455;17;35;50;155;37;50;166;33;45;165;34;50;167;33;45;155;36;575;165;34;45
10.02.2008;Dortmund;Schalke 04;2;3;A;27;325;26;27;32;24;275;32;25;255;31;255;26;32;237;265;32;245;26;28;26;288;32;23;265;325;24
15.02.2008;Schalke 04;Wolfsburg;1;2;A;157;375;60;15;375;60;157;375;60;16;36;48;153;35;55;15;375;60;157;35;50;157;36;55;16;40;60
16.02.2008;Cottbus;Dortmund;0;2;A;275;33;25;275;325;235;275;31;25;26;31;25;25;325;24;27;32;24;262;31;238;275;325;238;28;325;225
16.02.2008;Duisburg;Stuttgart;2;3;A;32;325;225;305;325;215;30;32;225;28;31;23;275;325;22;30;32;22;30;32;21;288;325;225;31;325;21
16.02.2008;Hansa Rostock;Ein Frankfurt;1;0;H;27;32;262;255;32;255;26;31;26;255;31;255;24;325;25;255;32;25;25;31;25;25;32;26;24;32;27
16.02.2008;Hertha;Bielefeld;1;0;H;161;375;55;16;355;515;16;36;55;165;35;45;161;35;45;16;36;50;162;33;50;162;36;50;16;35;50
16.02.2008;Karlsruhe;Leverkusen;2;2;D;28;34;24;265;32;245;275;31;25;26;31;25;25;325;24;265;32;245;26;31;24;26;32;25;27;32;235
16.02.2008;Werder Bremen;Nurnberg;2;0;H;14;45;75;135;465;695;14;40;80;14;40;65;136;40;70;14;40;725;14;375;70;136;433;75;14;375;80
17.02.2008;Hamburg;Bochum;3;0;H;15;40;70;145;40;625;145;375;75;15;38;55;144;36;65;145;375;675;144;36;65;144;375;70;14;375;80
17.02.2008;Hannover;Bayern Munich;0;3;A;45;37;175;48;33;17;433;33;18;42;33;175;433;34;166;42;34;175;42;325;173;433;325;18;435;34;17
22.02.2008;Bochum;Hannover;2;1;H;25;325;28;24;32;27;24;32;286;225;31;29;225;32;275;24;32;27;23;32;262;25;325;26;25;34;29
23.02.2008;Bielefeld;Duisburg;0;2;A;20;33;38;195;325;36;20;32;375;19;32;36;19;325;34;20;31;36;195;325;33;183;34;40;20;325;34
23.02.2008;Dortmund;Hansa Rostock;1;0;H;161;36;60;16;365;50;161;36;55;16;35;50;161;35;45;16;36;50;16;34;48;162;36;50;155;35;55
23.02.2008;Ein Frankfurt;Werder Bremen;1;0;H;375;34;20;35;32;20;375;32;20;32;31;21;32;32;20;36;325;195;32;32;20;32;325;21;36;325;19
23.02.2008;Leverkusen;Schalke 04;1;0;H;25;325;28;24;32;27;24;325;286;23;31;28;225;32;275;23;32;28;23;31;275;25;32;263;225;325;275
23.02.2008;Stuttgart;Karlsruhe;3;1;H;172;35;50;17;34;46;175;34;475;175;33;42;172;32;433;17;34;45;173;325;42;173;34;45;17;34;45
23.02.2008;Wolfsburg;Hertha;0;0;D;19;34;40;19;32;385;195;32;40;185;32;38;18;33;375;19;325;375;183;32;375;175;34;433;18;33;40
24.02.2008;Bayern Munich;Hamburg;1;1;D;161;375;55;155;375;53;168;41;62;155;35;55;153;35;55;16;36;50;162;33;50;167;32;55;16;39;60
24.02.2008;Nurnberg;Cottbus;1;1;D;18;34;475;17;33;48;175;34;475;175;33;42;172;32;433;17;34;45;18;325;38;175;34;433;17;34;435
29.02.2008;Hertha;Duisburg;2;0;H;166;35;55;16;355;515;165;36;525;165;35;45;157;35;50;16;36;50;17;36;50;157;36;55;173;36;55
01.03.2008;Hannover;Nurnberg;2;1;H;20;33;38;195;32;365;205;32;36;19;32;36;18;33;375;20;325;34;20;32;32;183;34;40;19;33;36
01.03.2008;Hansa Rostock;Bielefeld;1;1;D;19;34;40;185;325;395;195;325;38;19;32;36;183;325;36;19;325;375;183;32;375;175;34;433;185;33;375
01.03.2008;Karlsruhe;Wolfsburg;3;1;H;235;33;30;24;32;27;24;32;28;23;31;28;225;32;275;23;32;28;225;32;275;22;325;30;23;325;275
01.03.2008;Schalke 04;Bayern Munich;0;1;A;31;325;23;285;32;23;32;335;255;26;30;26;28;32;22;28;32;23;28;31;225;263;325;25;30;32;22
01.03.2008;Werder Bremen;Dortmund;2;0;H;18;35;45;165;365;455;18;325;44;17;34;43;167;34;433;17;34;45;173;32;433;173;36;433;175;33;435
02.03.2008;Bochum;Leverkusen;2;0;H;325;33;22;30;32;22;31;325;22;30;31;22;28;32;22;29;32;225;29;32;215;325;325;21;29;325;22
02.03.2008;Hamburg;Ein Frankfurt;4;1;H;161;375;55;155;35;59;161;35;575;16;35;50;157;35;50;16;36;50;162;33;50;167;34;50;155;35;55
07.03.2008;Dortmund;Hertha;1;1;D;20;34;375;19;325;375;20;325;36;19;32;36;191;32;35;205;325;325;195;31;35;191;34;36;205;34;38
08.03.2008;Bayern Munich;Karlsruhe;2;0;H;13;50;100;125;50;100;13;475;100;125;48;95;129;45;80;13;45;90;129;45;80;133;433;90;13;45;90
08.03.2008;Bielefeld;Schalke 04;0;2;A;375;34;20;375;325;19;36;325;20;33;32;20;35;32;191;36;325;195;32;32;20;34;325;20;36;325;19
08.03.2008;Duisburg;Hansa Rostock;1;1;D;22;325;325;22;32;30;22;32;31;22;31;30;21;32;30;21;32;32;21;32;30;225;32;30;21;325;31
08.03.2008;Ein Frankfurt;Bochum;1;1;D;20;34;375;185;325;40;19;325;40;185;32;38;18;33;375;19;325;375;18;325;38;18;325;433;18;33;40
08.03.2008;Stuttgart;Werder Bremen;6;3;H;24;33;29;245;32;265;25;325;27;24;31;27;238;32;26;23;32;28;23;31;275;225;333;288;24;34;30
08.03.2008;Wolfsburg;Cottbus;3;0;H;166;36;525;155;37;54;165;35;525;16;36;48;162;35;45;165;35;475;157;35;50;167;34;50;16;34;50
09.03.2008;Leverkusen;Hannover;2;0;H;172;35;50;17;33;48;175;34;45;165;35;45;167;34;433;175;34;42;17;33;433;173;325;50;165;33;50
09.03.2008;Nurnberg;Hamburg;0;0;D;325;325;22;305;315;22;30;32;225;30;31;22;275;325;22;30;32;22;28;32;22;333;32;21;30;325;21
11.03.2008;Cottbus;Stuttgart;0;1;A;35;33;21;37;315;195;33;32;21;33;32;20;32;32;20;32;32;21;35;32;19;325;34;205;31;33;21
14.03.2008;Schalke 04;Duisburg;2;1;H;133;475;100;13;475;83;135;45;85;133;42;80;133;40;80;13;45;90;133;40;80;133;433;90;13;435;85
15.03.2008;Bochum;Stuttgart;1;1;D;31;33;23;28;325;23;28;325;24;27;32;23;26;32;238;26;325;245;28;31;225;275;34;23;29;325;22
15.03.2008;Cottbus;Bayern Munich;2;0;H;90;45;136;79;43;135;80;42;14;65;40;14;80;40;133;80;42;135;80;375;136;70;433;14;80;40;135
15.03.2008;Hamburg;Dortmund;1;0;H;172;35;50;17;335;47;175;34;475;175;33;42;162;35;45;165;35;475;167;31;50;162;35;55;165;34;45
15.03.2008;Hannover;Bielefeld;2;2;D;172;35;50;17;34;46;175;34;475;17;34;43;162;35;45;17;34;45;173;31;45;175;34;433;165;34;45
15.03.2008;Hansa Rostock;Hertha;0;0;D;25;325;28;255;32;255;25;325;27;24;31;27;238;32;26;24;325;265;24;31;26;225;325;29;235;325;265
15.03.2008;Karlsruhe;Ein Frankfurt;0;1;A;21;33;35;21;315;33;215;325;325;22;31;30;21;32;30;21;32;32;20;31;33;20;32;36;20;325;325
16.03.2008;Leverkusen;Nurnberg;4;1;H;161;375;55;155;37;55;16;36;575;155;37;50;15;35;60;155;36;55;153;35;55;15;38;60;15;35;60
16.03.2008;Werder Bremen;Wolfsburg;0;1;A;161;375;55;155;375;53;165;35;525;155;37;50;162;35;45;16;36;50;162;33;50;17;375;433;17;34;435
20.03.2008;Ein Frankfurt;Cottbus;2;1;H;172;34;45;165;345;49;17;34;475;165;35;45;157;35;50;17;34;45;167;33;45;173;325;50;165;34;45
22.03.2008;Bayern Munich;Leverkusen;2;1;H;157;375;60;15;38;59;155;36;60;155;37;50;153;35;55;16;36;50;157;35;50;167;333;55;153;36;55
22.03.2008;Dortmund;Karlsruhe;1;1;D;20;34;37;19;325;38;195;32;375;20;32;33;191;325;34;21;32;32;195;325;33;215;325;32;19;325;35
22.03.2008;Duisburg;Hannover;1;1;D;275;33;25;265;32;245;27;32;245;26;32;24;26;32;238;27;32;24;26;31;24;263;32;25;265;325;235
22.03.2008;Nurnberg;Bochum;1;1;D;19;34;40;198;325;345;20;32;36;20;32;33;20;32;32;205;32;33;20;32;32;191;325;38;19;325;35
22.03.2008;Stuttgart;Hansa Rostock;4;1;H;144;42;75;135;44;76;14;41;75;145;39;60;14;375;70;14;40;725;14;375;70;133;433;85;145;375;65
22.03.2008;Wolfsburg;Hamburg;1;1;D;287;33;24;26;31;255;265;32;25;26;31;25;25;325;24;255;32;25;262;31;238;25;325;26;26;325;24
23.03.2008;Bielefeld;Werder Bremen;1;1;D;433;35;183;40;34;18;40;34;185;36;32;19;375;33;18;40;32;185;38;325;18;35;35;191;375;325;185
23.03.2008;Hertha;Schalke 04;1;2;A;31;33;23;275;315;24;27;32;25;25;32;25;25;325;24;265;32;245;26;31;24;275;325;24;265;325;235
28.03.2008;Hansa Rostock;Wolfsburg;0;1;A;26;325;27;26;32;25;255;32;265;255;31;255;25;325;24;255;315;255;25;31;25;24;325;275;26;34;275
29.03.2008;Bochum;Dortmund;3;3;D;245;33;28;255;32;255;245;325;275;23;31;28;225;32;275;235;32;275;23;31;275;24;30;288;235;31;275
29.03.2008;Hamburg;Bielefeld;1;1;D;133;475;95;135;43;80;138;425;85;137;41;70;133;40;80;135;42;80;133;40;80;14;40;75;135;40;80
29.03.2008;Karlsruhe;Schalke 04;0;0;D;30;325;237;28;315;235;29;325;235;255;31;255;26;32;238;275;32;235;28;32;22;263;32;25;29;32;225
29.03.2008;Leverkusen;Ein Frankfurt;0;2;A;157;38;60;165;35;48;162;36;55;16;36;48;157;35;50;16;36;50;162;33;50;15;38;60;155;36;50
29.03.2008;Nurnberg;Bayern Munich;1;1;D;60;38;157;59;38;15;60;36;157;45;35;165;60;35;15;625;36;15;50;35;157;65;36;15;50;36;155
29.03.2008;Werder Bremen;Duisburg;1;2;A;128;525;110;125;55;85;128;50;100;127;46;90;125;45;100;125;50;100;125;45;100;125;50;110;122;50;100
30.03.2008;Cottbus;Hertha;2;1;H;25;325;28;255;32;255;25;32;275;25;31;26;238;32;26;24;315;27;24;31;26;238;32;288;24;32;265
30.03.2008;Hannover;Stuttgart;0;0;D;28;33;245;27;32;24;28;325;24;28;31;23;26;32;238;28;32;23;262;32;23;263;333;24;28;325;225
04.04.2008;Duisburg;Cottbus;0;1;A;215;33;34;215;315;315;21;32;34;20;32;33;21;32;30;215;32;31;21;32;30;21;31;35;20;325;325
05.04.2008;Bielefeld;Karlsruhe;1;0;H;23;325;31;24;31;28;23;32;29;24;31;27;225;32;275;24;325;265;23;31;275;23;32;288;22;32;30
05.04.2008;Ein Frankfurt;Nurnberg;1;3;A;215;33;34;21;32;325;21;32;34;19;32;36;183;33;36;19;325;375;191;325;34;186;34;375;20;325;325
05.04.2008;Hertha;Werder Bremen;1;2;A;32;325;225;285;32;23;30;32;225;27;32;23;28;32;22;28;32;23;28;32;22;288;325;225;28;325;225
05.04.2008;Schalke 04;Hansa Rostock;1;0;H;133;475;95;135;44;76;135;40;100;14;38;70;133;40;80;135;42;80;133;40;80;13;433;100;135;40;75
05.04.2008;Stuttgart;Hamburg;1;0;H;225;325;325;215;315;315;225;32;30;23;31;28;21;32;30;22;32;30;22;31;288;20;32;35;21;325;31
05.04.2008;Wolfsburg;Hannover;3;2;H;19;34;40;195;32;365;195;33;36;20;32;33;183;33;36;195;32;36;183;32;375;186;325;40;185;325;375
06.04.2008;Bayern Munich;Bochum;3;1;H;125;55;120;12;60;100;125;50;110;125;48;95;12;50;110;125;50;100;125;45;100;12;55;130;122;50;110
06.04.2008;Dortmund;Leverkusen;2;1;H;25;33;275;24;32;27;25;32;26;24;32;26;225;32;275;235;32;275;238;31;262;225;32;30;23;32;28
12.04.2008;Bochum;Hertha;1;1;D;225;325;32;22;315;305;22;32;31;22;31;30;22;325;275;23;31;29;215;31;30;21;32;325;22;32;30
12.04.2008;Cottbus;Bielefeld;1;0;H;22;325;33;215;32;31;215;32;32;21;31;32;21;32;30;21;32;32;21;31;31;225;32;30;20;325;34
12.04.2008;Hamburg;Duisburg;0;1;A;136;433;100;135;43;80;136;425;85;137;41;70;129;45;80;135;42;80;133;40;80;136;40;90;13;45;90
12.04.2008;Hannover;Ein Frankfurt;2;1;H;21;33;35;215;31;32;215;32;32;22;31;30;21;32;30;22;31;31;21;32;30;225;32;30;20;325;34
12.04.2008;Karlsruhe;Hansa Rostock;1;2;A;195;34;38;185;325;40;19;33;38;175;33;42;18;33;375;19;32;38;183;32;375;175;325;45;185;33;375
12.04.2008;Werder Bremen;Schalke 04;5;1;H;20;33;375;195;325;36;195;325;37;19;32;36;191;325;34;20;32;35;191;32;35;20;325;35;185;33;375
13.04.2008;Bayern Munich;Dortmund;5;0;H;14;433;85;14;425;665;14;40;80;137;41;70;133;40;80;14;40;75;136;40;70;136;433;80;13;435;85
13.04.2008;Leverkusen;Stuttgart;3;0;H;225;325;32;22;32;30;22;32;31;23;32;27;22;325;275;23;31;29;22;31;288;23;32;30;21;32;32
15.04.2008;Hansa Rostock;Werder Bremen;1;2;A;475;36;172;43;34;175;43;345;175;38;32;185;36;325;183;40;34;18;42;325;173;40;34;183;435;33;175
15.04.2008;Hertha;Hamburg;0;0;D;275;33;25;26;305;26;26;325;25;255;31;255;275;325;22;26;32;25;262;31;238;263;32;25;265;325;235
15.04.2008;Schalke 04;Cottbus;5;0;H;14;433;85;14;415;695;14;41;75;145;37;65;14;375;70;145;38;675;14;375;70;144;40;65;14;375;75
15.04.2008;Wolfsburg;Bochum;0;1;A;185;35;42;175;325;455;18;33;425;175;33;42;173;34;40;175;33;45;173;325;42;173;34;45;18;325;40
16.04.2008;Bielefeld;Leverkusen;1;0;H;31;325;23;335;31;21;31;32;22;31;32;21;275;325;22;29;32;225;31;31;21;275;32;238;29;325;22
16.04.2008;Dortmund;Hannover;1;3;A;21;34;34;20;32;35;205;325;34;22;32;29;191;34;325;21;325;32;22;31;288;225;325;288;20;325;325
16.04.2008;Duisburg;Karlsruhe;0;1;A;21;33;35;21;32;325;215;32;32;19;32;36;22;325;275;21;32;32;20;31;33;21;325;32;20;325;325
16.04.2008;Ein Frankfurt;Bayern Munich;1;3;A;433;34;185;46;34;17;44;34;175;36;33;185;40;34;173;42;34;175;375;32;183;36;325;195;435;33;175
16.04.2008;Stuttgart;Nurnberg;3;0;H;18;35;45;17;35;445;17;34;475;16;36;48;157;35;50;165;35;475;167;33;45;157;36;55;17;34;45
20.04.2008;Nurnberg;Wolfsburg;1;0;H;22;33;34;21;315;325;215;32;33;21;32;31;21;34;28;22;32;30;22;31;288;205;325;333;20;325;34
25.04.2008;Ein Frankfurt;Dortmund;1;1;D;225;34;31;22;315;305;225;325;30;22;31;30;22;325;275;225;32;29;21;31;31;20;34;35;23;335;325
26.04.2008;Bochum;Duisburg;1;1;D;21;33;35;20;32;35;21;325;325;20;32;33;191;325;34;20;325;34;20;33;31;195;325;36;20;325;325
26.04.2008;Cottbus;Hansa Rostock;2;1;H;22;325;325;21;32;325;21;325;325;20;32;33;20;32;32;20;325;34;205;31;32;21;32;325;20;325;325
26.04.2008;Hamburg;Schalke 04;0;1;A;24;325;29;24;32;27;24;31;29;23;31;28;225;32;275;23;32;28;22;31;288;24;30;30;24;32;265
26.04.2008;Hannover;Hertha;2;2;D;21;33;35;21;32;325;21;325;325;21;32;31;20;32;32;21;32;32;20;31;33;20;325;35;20;325;325
26.04.2008;Karlsruhe;Werder Bremen;3;3;D;45;35;18;435;335;175;375;36;185;36;32;19;375;33;18;40;34;18;375;33;18;36;34;191;435;33;175
26.04.2008;Nurnberg;Bielefeld;2;2;D;175;35;475;175;335;435;18;34;433;18;32;40;173;32;433;18;33;41;173;34;40;183;325;42;165;34;45
27.04.2008;Bayern Munich;Stuttgart;4;1;H;175;35;475;16;37;49;175;35;45;165;35;45;157;35;50;17;34;45;173;34;40;173;32;50;17;33;45
27.04.2008;Leverkusen;Wolfsburg;2;2;D;172;36;475;175;33;445;175;35;45;18;32;40;173;34;40;17;34;45;17;33;433;167;35;475;165;34;45
02.05.2008;Dortmund;Nurnberg;0;0;D;225;33;31;205;33;325;22;32;32;21;32;31;20;32;32;21;32;32;215;32;29;20;34;325;225;325;28
03.05.2008;Bielefeld;Bochum;2;0;H;183;36;42;18;325;425;183;33;433;19;32;36;183;32;375;185;325;39;18;325;38;183;325;40;18;34;375
03.05.2008;Hansa Rostock;Hamburg;1;3;A;34;325;215;30;32;22;33;32;215;27;32;23;30;32;21;31;32;215;31;32;205;325;32;21;31;32;21
03.05.2008;Hertha;Karlsruhe;3;1;H;19;34;40;185;325;40;19;33;40;20;32;33;191;32;35;195;32;36;183;32;375;191;34;36;185;325;375
03.05.2008;Schalke 04;Hannover;1;1;D;144;42;75;145;38;68;145;375;75;145;39;60;14;375;70;145;375;675;144;36;65;144;40;65;145;36;70
03.05.2008;Stuttgart;Ein Frankfurt;4;1;H;161;375;55;155;36;57;16;36;55;16;36;48;153;35;55;155;36;55;157;35;50;15;375;65;155;35;55
03.05.2008;Werder Bremen;Cottbus;2;0;H;13;50;100;135;45;75;133;45;90;13;44;85;13;433;80;13;45;90;13;433;80;13;475;85;128;435;90
04.05.2008;Duisburg;Leverkusen;3;2;H;33;325;22;295;33;22;33;32;215;29;32;22;30;32;21;32;32;21;31;32;205;30;325;22;31;32;21
04.05.2008;Wolfsburg;Bayern Munich;0;0;D;33;325;22;325;32;21;33;32;215;33;32;20;30;32;21;31;32;215;30;33;205;32;32;22;29;33;21
06.05.2008;Bochum;Schalke 04;0;3;A;40;33;185;375;325;19;375;34;19;36;32;19;325;34;191;375;325;19;34;325;191;36;325;195;375;33;184
06.05.2008;Dortmund;Stuttgart;3;2;H;31;33;22;28;325;23;31;325;22;27;32;23;275;32;225;28;32;23;275;32;225;275;34;23;29;325;22
06.05.2008;Hannover;Hansa Rostock;3;0;H;19;33;40;185;35;365;19;34;375;18;34;37;18;33;375;19;325;375;20;33;31;191;34;36;19;32;36
06.05.2008;Karlsruhe;Cottbus;1;1;D;225;33;32;215;32;31;22;33;30;22;32;29;20;34;30;22;32;30;22;325;275;225;32;30;225;325;28
07.05.2008;Bayern Munich;Bielefeld;2;0;H;14;45;80;135;435;775;14;40;80;14;40;65;129;45;80;135;42;80;14;375;70;14;38;85;135;40;80
07.05.2008;Ein Frankfurt;Wolfsburg;2;3;A;23;325;31;23;32;285;23;325;29;23;31;28;225;32;275;23;32;28;215;32;29;22;34;30;225;32;29
07.05.2008;Hamburg;Werder Bremen;0;1;A;24;33;287;255;32;255;24;32;275;24;32;26;24;325;25;235;32;275;238;30;27;238;30;30;235;325;265
07.05.2008;Leverkusen;Hertha;1;2;A;153;38;65;155;365;555;155;36;60;16;36;48;15;36;55;155;36;55;153;35;55;15;40;60;15;35;65
07.05.2008;Nurnberg;Duisburg;2;0;H;175;36;475;18;34;40;175;35;425;18;33;39;18;33;375;165;35;475;18;35;35;18;35;40;165;34;45
10.05.2008;Bielefeld;Dortmund;2;2;D;17;375;475;185;34;37;17;36;475;175;34;37;18;33;375;173;34;433;18;33;375;175;34;433;165;34;45
10.05.2008;Cottbus;Hamburg;2;0;H;31;33;225;28;325;23;30;325;225;27;32;23;262;34;225;29;32;225;275;31;23;30;32;22;29;325;22
10.05.2008;Duisburg;Bayern Munich;2;3;A;36;35;20;37;345;185;36;34;195;36;32;19;30;34;20;34;325;20;325;33;195;35;35;191;34;33;19
10.05.2008;Hansa Rostock;Leverkusen;1;2;A;42;35;183;36;34;19;375;34;19;34;34;19;325;34;191;375;325;19;34;325;191;325;34;20;375;325;185
10.05.2008;Hertha;Nurnberg;1;0;H;31;33;225;265;34;235;275;33;235;26;33;23;25;325;24;28;32;23;27;325;225;26;34;24;275;325;23
10.05.2008;Karlsruhe;Bochum;1;3;A;215;33;34;20;32;35;21;33;33;19;32;36;21;34;28;21;32;32;20;32;32;186;34;38;20;33;32
10.05.2008;Schalke 04;Ein Frankfurt;1;0;H;128;525;100;13;49;79;13;50;100;125;48;95;125;50;80;13;45;90;129;45;80;133;433;90;13;435;80
10.05.2008;Werder Bremen;Hannover;6;1;H;136;45;90;14;425;665;138;425;75;135;42;75;133;433;70;14;40;725;14;375;70;14;40;75;14;40;70
10.05.2008;Wolfsburg;Stuttgart;4;0;H;25;33;275;255;32;255;245;325;275;24;33;25;225;34;262;238;32;27;23;32;262;225;325;288;25;32;26
17.05.2008;Bayern Munich;Hertha;4;1;H;14;45;80;135;435;775;14;425;75;14;40;65;136;40;70;14;42;70;136;40;70;13;45;100;135;435;75
17.05.2008;Bochum;Hansa Rostock;1;2;A;153;40;60;15;375;60;155;375;575;14;40;65;153;35;55;15;40;55;153;36;50;15;40;55;15;375;55
17.05.2008;Dortmund;Wolfsburg;2;4;A;34;35;205;325;345;20;325;34;205;27;33;22;30;34;20;30;34;21;288;36;20;31;36;20;32;33;20
17.05.2008;Ein Frankfurt;Duisburg;4;2;H;157;40;55;15;375;60;157;375;55;155;37;50;157;35;50;155;36;55;16;34;48;15;40;55;153;375;50
17.05.2008;Hamburg;Karlsruhe;7;0;H;136;475;85;135;435;775;135;45;80;13;44;85;133;433;70;133;45;80;13;45;75;133;45;85;13;45;80
17.05.2008;Hannover;Cottbus;4;0;H;166;375;50;165;345;49;167;35;50;165;35;45;167;34;433;16;36;50;162;35;45;162;375;475;165;35;435
17.05.2008;Leverkusen;Werder Bremen;0;1;A;25;35;262;265;32;245;275;375;27;26;32;24;25;32;25;25;32;26;24;31;26;238;34;263;24;32;265
17.05.2008;Nurnberg;Schalke 04;0;2;A;24;375;262;245;365;24;245;36;255;23;35;25;262;34;225;24;35;25;225;36;25;25;36;24;235;34;25
17.05.2008;Stuttgart;Bielefeld;2;2;D;155;42;55;145;45;535;155;40;525;15;38;55;15;36;55;15;42;50;15;38;50;144;433;60;15;40;50
15.08.2008;Bayern Munich;Hamburg;2;2;D;157;38;60;155;37;545;16;36;575;16;36;48;153;35;55;16;375;475;153;35;55;162;34;55;155;35;55
16.08.2008;Bielefeld;Werder Bremen;2;2;D;45;35;18;40;34;18;40;34;185;36;32;19;375;33;18;40;34;18;42;325;173;375;34;183;40;325;18
16.08.2008;Cottbus;Hoffenheim;0;3;A;24;33;29;255;32;255;25;32;275;23;33;26;22;325;275;245;325;26;24;31;26;25;32;26;24;32;26
16.08.2008;Karlsruhe;Bochum;1;0;H;22;33;325;21;325;32;22;325;32;22;31;30;21;32;30;205;325;325;21;32;30;21;32;325;21;32;31
16.08.2008;Leverkusen;Dortmund;2;3;A;205;33;36;205;325;33;205;33;35;20;33;32;191;325;34;195;325;36;195;31;35;191;325;375;20;325;325
