Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;SJH;SJD;SJA;VCH;VCD;VCA
03.05.2015;Mainz;Hamburg;1;2;A;173;38;475;178;36;44;;;;19;35;375;175;39;45;;;;175;35;50;;;;18;40;46
08.05.2015;Hamburg;Freiburg;1;1;D;22;34;33;215;34;32;;;;;;;22;35;33;;;;215;34;33;;;;225;35;33
09.05.2015;Bayern Munich;Augsburg;0;1;A;153;433;60;155;40;575;;;;15;40;61;15;433;70;;;;153;40;65;;;;153;44;70
09.05.2015;Dortmund;Hertha;2;0;H;129;55;110;133;50;85;;;;135;48;76;13;55;110;;;;133;50;95;;;;13;575;120
09.05.2015;Ein Frankfurt;Hoffenheim;3;1;H;28;36;24;28;33;245;;;;253;35;253;27;36;25;;;;27;35;25;;;;275;375;245
09.05.2015;Hannover;Werder Bremen;1;1;D;20;36;36;205;35;34;;;;;;;205;375;34;;;;205;35;35;;;;205;38;35
09.05.2015;M'gladbach;Leverkusen;3;0;H;25;34;28;255;325;27;;;;24;33;275;245;34;29;;;;26;33;27;;;;255;34;29
09.05.2015;Stuttgart;Mainz;2;0;H;20;35;38;20;36;34;;;;20;35;34;205;36;36;;;;20;34;38;;;;205;38;36
10.05.2015;FC Koln;Schalke 04;2;0;H;275;33;26;27;31;27;;;;275;33;24;275;33;262;;;;27;31;27;;;;288;33;27
10.05.2015;Paderborn;Wolfsburg;1;3;A;475;42;167;525;37;165;;;;43;39;17;50;40;167;;;;50;36;17;;;;48;42;17
16.05.2015;Augsburg;Hannover;1;2;A;23;34;31;215;34;32;;;;22;34;30;22;35;33;;;;23;33;31;;;;23;35;313
16.05.2015;Freiburg;Bayern Munich;2;1;H;70;42;15;525;42;155;;;;54;37;16;70;433;15;;;;60;42;153;;;;65;46;153
16.05.2015;Hertha;Ein Frankfurt;0;0;D;20;35;375;195;36;36;;;;19;33;40;205;36;36;;;;205;35;35;;;;205;36;37
16.05.2015;Leverkusen;Hoffenheim;2;0;H;14;50;75;142;50;60;;;;145;40;70;14;50;75;;;;144;45;70;;;;144;525;70
16.05.2015;Mainz;FC Koln;2;0;H;21;34;36;21;33;34;;;;20;33;36;21;34;36;;;;22;31;35;;;;215;36;35
16.05.2015;Schalke 04;Paderborn;1;0;H;162;42;525;162;41;475;;;;16;39;50;162;42;525;;;;162;38;55;;;;165;44;54
16.05.2015;Stuttgart;Hamburg;2;1;H;175;38;475;175;37;44;;;;19;345;38;175;375;475;;;;175;35;50;;;;175;40;475
16.05.2015;Werder Bremen;M'gladbach;0;2;A;433;40;175;42;35;183;;;;38;345;19;42;38;18;;;;42;40;173;;;;433;40;183
16.05.2015;Wolfsburg;Dortmund;2;1;H;263;35;26;25;34;265;;;;25;34;26;26;36;262;;;;26;33;27;;;;263;36;263
23.05.2015;Bayern Munich;Mainz;2;0;H;12;70;130;123;625;105;;;;12;58;130;122;65;120;;;;125;55;120;;;;122;70;130
23.05.2015;Dortmund;Werder Bremen;3;2;H;129;575;100;13;60;75;;;;13;50;90;13;60;90;;;;13;55;90;;;;13;625;100
23.05.2015;Ein Frankfurt;Leverkusen;2;1;H;45;433;167;475;36;172;;;;42;37;175;45;40;173;;;;45;375;175;;;;45;433;175
23.05.2015;FC Koln;Wolfsburg;2;2;D;38;38;191;37;36;191;;;;39;35;185;40;375;191;;;;40;35;191;;;;39;38;193
23.05.2015;Hamburg;Schalke 04;2;0;H;24;36;28;225;37;28;;;;21;36;305;24;36;288;;;;24;35;28;;;;24;38;288
23.05.2015;Hannover;Freiburg;2;1;H;195;36;38;19;34;40;;;;20;30;40;195;35;40;;;;20;32;40;;;;20;36;38
23.05.2015;Hoffenheim;Hertha;2;1;H;191;375;39;20;35;35;;;;20;33;36;20;375;36;;;;20;34;38;;;;20;36;375
23.05.2015;M'gladbach;Augsburg;1;3;A;155;45;55;157;41;525;;;;155;40;55;157;433;55;;;;157;38;60;;;;16;45;575
23.05.2015;Paderborn;Stuttgart;1;2;A;34;38;205;30;40;205;;;;36;36;19;32;375;215;;;;325;36;21;;;;33;40;21
14.08.2015;Bayern Munich;Hamburg;5;0;H;108;110;290;11;90;230;;;;115;70;150;109;110;290;;;;108;100;260;;;;11;120;310
15.08.2015;Augsburg;Hertha;0;1;A;20;34;39;20;33;375;;;;20;33;36;195;34;42;;;;21;33;35;;;;205;34;41
15.08.2015;Darmstadt;Hannover;2;2;D;25;33;29;25;325;275;;;;25;33;265;255;325;29;;;;25;32;29;;;;255;34;30
15.08.2015;Dortmund;M'gladbach;4;0;H;173;375;50;175;375;425;;;;18;35;42;173;38;50;;;;175;35;50;;;;175;40;50
15.08.2015;Leverkusen;Hoffenheim;2;1;H;15;433;65;15;44;575;;;;145;40;70;153;45;60;;;;153;40;65;;;;155;46;625
15.08.2015;Mainz;Ingolstadt;0;1;A;205;34;375;205;33;36;;;;20;33;36;195;35;40;;;;21;33;35;;;;205;35;39
15.08.2015;Werder Bremen;Schalke 04;0;3;A;30;34;238;29;33;235;;;;275;33;24;30;34;238;;;;31;31;24;;;;30;36;238
16.08.2015;Stuttgart;FC Koln;1;3;A;205;33;38;205;325;37;;;;21;33;33;205;34;375;;;;21;33;35;;;;205;36;38
16.08.2015;Wolfsburg;Ein Frankfurt;2;1;H;144;475;70;15;40;65;;;;145;40;70;15;45;65;;;;15;40;70;;;;15;50;65
21.08.2015;Hertha;Werder Bremen;1;1;D;205;35;36;21;33;34;;;;21;33;33;21;34;36;;;;205;34;36;;;;21;35;37
22.08.2015;Ein Frankfurt;Augsburg;1;1;D;225;34;325;225;34;30;;;;22;33;31;22;35;33;;;;225;32;33;;;;22;36;33
22.08.2015;FC Koln;Wolfsburg;1;1;D;42;38;183;39;36;187;;;;38;345;19;42;375;185;;;;42;35;185;;;;42;38;191
22.08.2015;Hamburg;Stuttgart;3;2;H;288;35;24;28;33;245;;;;255;34;255;28;35;25;;;;29;32;25;;;;29;36;245
22.08.2015;Hannover;Leverkusen;0;1;A;42;375;183;40;36;185;;;;375;35;19;45;38;18;;;;42;35;185;;;;45;38;185
22.08.2015;Hoffenheim;Bayern Munich;1;2;A;95;60;125;90;525;133;;;;80;50;133;90;55;133;;;;90;55;13;;;;110;60;13
22.08.2015;Schalke 04;Darmstadt;1;1;D;144;45;75;145;433;675;;;;145;40;70;144;433;80;;;;144;42;80;;;;145;48;70
23.08.2015;Ingolstadt;Dortmund;0;4;A;70;45;145;625;433;148;;;;61;40;15;75;45;144;;;;70;45;144;;;;70;46;15
23.08.2015;M'gladbach;Mainz;1;2;A;167;40;50;17;37;475;;;;165;36;51;17;38;525;;;;17;38;48;;;;173;40;50
28.08.2015;Wolfsburg;Schalke 04;3;0;H;20;38;35;20;33;37;;;;20;33;36;20;36;38;;;;195;38;35;;;;205;38;36
29.08.2015;Augsburg;Ingolstadt;0;1;A;20;34;38;20;33;375;;;;20;33;36;195;34;42;;;;20;325;40;;;;205;34;40
29.08.2015;Bayern Munich;Leverkusen;3;0;H;133;525;90;13;525;90;;;;133;50;80;133;55;90;;;;133;50;90;;;;133;575;95
29.08.2015;Darmstadt;Hoffenheim;0;0;D;30;33;24;275;33;25;;;;265;33;25;30;34;238;;;;288;33;245;;;;29;35;245
29.08.2015;FC Koln;Hamburg;2;1;H;183;35;45;183;35;42;;;;19;345;38;183;36;45;;;;183;34;45;;;;185;38;45
29.08.2015;Mainz;Hannover;3;0;H;20;35;38;195;34;38;;;;20;33;36;20;35;38;;;;20;325;40;;;;20;36;39
29.08.2015;Stuttgart;Ein Frankfurt;1;4;A;195;36;38;195;34;38;;;;20;33;36;195;375;38;;;;195;35;38;;;;195;39;375
30.08.2015;Dortmund;Hertha;3;1;H;12;65;170;124;625;105;;;;125;55;103;122;65;130;;;;125;55;130;;;;125;65;130
30.08.2015;Werder Bremen;M'gladbach;2;1;H;32;34;225;31;33;225;;;;33;33;21;32;36;22;;;;33;32;225;;;;325;37;225
11.09.2015;M'gladbach;Hamburg;0;3;A;167;40;50;167;375;50;;;;165;37;49;167;40;525;;;;17;38;48;;;;167;41;525
12.09.2015;Bayern Munich;Augsburg;2;1;H;113;95;190;113;925;180;;;;112;80;160;113;85;230;;;;114;75;190;;;;113;95;260
12.09.2015;Ein Frankfurt;FC Koln;6;2;H;23;33;32;23;33;30;;;;23;33;29;23;325;31;;;;23;32;32;;;;238;36;31
12.09.2015;Hannover;Dortmund;2;4;A;75;45;144;725;45;145;;;;70;40;145;65;45;144;;;;70;45;144;;;;65;50;15
12.09.2015;Hertha;Stuttgart;2;1;H;25;34;28;25;33;27;;;;24;33;275;24;33;28;;;;25;325;288;;;;25;35;29
12.09.2015;Ingolstadt;Wolfsburg;0;0;D;40;36;191;41;36;19;;;;40;345;185;40;35;185;;;;42;34;191;;;;40;375;195
12.09.2015;Leverkusen;Darmstadt;0;1;A;125;60;130;126;60;110;;;;13;50;90;125;55;120;;;;129;50;120;;;;129;60;130
13.09.2015;Hoffenheim;Werder Bremen;1;3;A;195;375;375;195;34;38;;;;19;345;38;191;36;375;;;;195;36;375;;;;195;39;375
13.09.2015;Schalke 04;Mainz;2;1;H;185;375;42;187;35;433;;;;18;35;42;18;35;42;;;;185;35;433;;;;19;38;43
18.09.2015;Mainz;Hoffenheim;3;1;H;215;35;33;22;33;32;;;;22;33;31;215;35;34;;;;22;35;31;;;;22;36;325
19.09.2015;Darmstadt;Bayern Munich;0;3;A;190;70;117;160;75;117;;;;125;60;12;170;65;118;;;;170;60;12;;;;200;75;118
19.09.2015;FC Koln;M'gladbach;1;0;H;24;33;30;24;325;29;;;;255;34;255;24;34;30;;;;24;31;31;;;;245;35;30
19.09.2015;Hamburg;Ein Frankfurt;0;0;D;25;35;275;255;33;265;;;;25;33;265;25;35;275;;;;25;33;28;;;;25;375;28
19.09.2015;Werder Bremen;Ingolstadt;0;1;A;205;35;36;205;34;35;;;;21;33;33;20;35;38;;;;21;33;36;;;;21;36;36
19.09.2015;Wolfsburg;Hertha;2;0;H;15;433;65;15;42;675;;;;15;40;61;15;433;70;;;;15;42;65;;;;153;45;65
20.09.2015;Augsburg;Hannover;2;0;H;20;35;375;20;33;37;;;;19;345;38;205;34;38;;;;20;33;38;;;;205;35;39
20.09.2015;Dortmund;Leverkusen;3;0;H;173;40;45;175;36;50;;;;165;37;49;175;375;433;;;;175;35;50;;;;18;42;44
20.09.2015;Stuttgart;Schalke 04;0;1;A;263;35;26;265;34;265;;;;265;33;25;26;35;25;;;;27;325;262;;;;263;36;263
22.09.2015;Bayern Munich;Wolfsburg;5;1;H;125;60;120;13;525;115;;;;135;48;76;125;60;120;;;;129;55;100;;;;125;65;130
22.09.2015;Darmstadt;Werder Bremen;2;1;H;263;325;28;265;32;265;;;;26;32;26;25;32;275;;;;27;31;27;;;;263;35;28
22.09.2015;Hertha;FC Koln;2;0;H;238;325;31;24;33;285;;;;24;33;275;23;31;31;;;;238;325;30;;;;238;34;325
22.09.2015;Ingolstadt;Hamburg;0;1;A;23;33;325;23;32;31;;;;23;33;29;22;31;33;;;;23;32;32;;;;225;34;34
23.09.2015;Hannover;Stuttgart;1;3;A;288;35;24;285;33;24;;;;265;33;25;29;34;23;;;;31;31;24;;;;288;36;245
23.09.2015;Hoffenheim;Dortmund;1;1;D;70;475;144;675;45;148;;;;61;40;15;60;45;144;;;;65;475;144;;;;65;50;15
23.09.2015;Leverkusen;Mainz;1;0;H;153;433;60;157;40;60;;;;16;39;50;155;40;575;;;;16;42;50;;;;157;44;60
23.09.2015;M'gladbach;Augsburg;4;2;H;215;34;34;22;33;32;;;;22;33;31;21;33;34;;;;22;33;33;;;;21;35;35
23.09.2015;Schalke 04;Ein Frankfurt;2;0;H;183;38;42;18;39;425;;;;175;35;45;18;38;40;;;;175;40;42;;;;183;42;41
25.09.2015;FC Koln;Ingolstadt;1;1;D;205;33;38;205;325;36;;;;21;33;33;205;33;40;;;;205;325;38;;;;205;34;40
26.09.2015;Augsburg;Hoffenheim;1;3;A;225;35;31;225;34;30;;;;22;33;31;22;34;31;;;;23;32;32;;;;225;36;325
26.09.2015;Hamburg;Schalke 04;0;1;A;288;35;24;285;33;25;;;;275;33;24;275;34;24;;;;29;32;25;;;;28;36;25
26.09.2015;Mainz;Bayern Munich;0;3;A;120;60;125;105;575;128;;;;100;52;127;120;575;125;;;;120;50;129;;;;130;625;129
26.09.2015;Stuttgart;M'gladbach;1;3;A;21;35;34;21;35;32;;;;22;33;31;20;36;34;;;;21;34;34;;;;21;38;34
26.09.2015;Werder Bremen;Leverkusen;0;3;A;38;36;195;375;35;20;;;;33;33;21;38;36;185;;;;40;34;195;;;;40;38;195
26.09.2015;Wolfsburg;Hannover;1;1;D;14;475;80;142;475;75;;;;145;40;70;14;45;75;;;;14;45;80;;;;144;50;75
27.09.2015;Dortmund;Darmstadt;2;2;D;114;85;170;116;80;165;;;;115;70;150;113;85;210;;;;114;70;210;;;;113;95;260
27.09.2015;Ein Frankfurt;Hertha;1;1;D;195;35;40;195;34;375;;;;20;33;36;191;36;38;;;;195;35;38;;;;20;38;39
02.10.2015;Darmstadt;Mainz;2;3;A;31;325;24;30;31;245;;;;26;32;26;30;325;23;;;;29;325;245;;;;31;34;238
03.10.2015;Hannover;Werder Bremen;1;0;H;26;34;27;265;32;265;;;;25;33;265;25;33;262;;;;262;31;28;;;;255;36;27
03.10.2015;Hertha;Hamburg;3;0;H;22;32;35;215;33;33;;;;22;32;32;21;325;35;;;;215;325;35;;;;215;34;36
03.10.2015;Hoffenheim;Stuttgart;2;2;D;245;375;265;25;33;27;;;;24;33;275;238;36;27;;;;25;32;28;;;;25;38;263
03.10.2015;Ingolstadt;Ein Frankfurt;2;0;H;25;325;29;26;325;265;;;;25;33;265;25;325;275;;;;262;31;28;;;;255;34;28
03.10.2015;M'gladbach;Wolfsburg;2;0;H;26;34;27;27;325;27;;;;26;32;26;262;33;25;;;;27;31;27;;;;27;35;26
04.10.2015;Bayern Munich;Dortmund;5;1;H;15;433;65;153;44;65;;;;16;40;55;15;42;60;;;;15;44;60;;;;153;45;60
04.10.2015;Leverkusen;Augsburg;1;1;D;14;475;80;14;475;80;;;;14;44;73;136;45;85;;;;14;42;90;;;;14;50;80
04.10.2015;Schalke 04;FC Koln;0;3;A;173;38;48;175;37;475;;;;18;35;42;173;38;45;;;;18;32;50;;;;173;40;475
16.10.2015;Mainz;Dortmund;0;2;A;575;475;15;55;46;153;;;;55;40;155;60;45;148;;;;60;44;15;;;;575;475;153
17.10.2015;Augsburg;Darmstadt;0;2;A;18;35;475;185;35;41;;;;185;345;40;18;34;45;;;;185;34;45;;;;18;375;46
17.10.2015;Ein Frankfurt;M'gladbach;1;5;A;245;34;288;25;33;27;;;;255;34;255;23;34;29;;;;25;32;29;;;;23;36;31
17.10.2015;Hamburg;Leverkusen;0;0;D;475;35;18;46;36;18;;;;42;35;18;45;36;175;;;;45;34;185;;;;46;35;185
17.10.2015;Schalke 04;Hertha;2;1;H;175;375;475;18;375;44;;;;175;35;45;175;36;45;;;;183;34;45;;;;18;39;44
17.10.2015;Werder Bremen;Bayern Munich;0;1;A;170;70;118;120;70;122;;;;130;58;12;120;65;122;;;;130;60;122;;;;130;75;12
17.10.2015;Wolfsburg;Hoffenheim;4;2;H;162;433;50;165;40;525;;;;165;36;51;162;40;50;;;;167;36;55;;;;165;44;50
18.10.2015;FC Koln;Hannover;0;1;A;195;35;40;195;34;38;;;;18;35;42;185;34;40;;;;20;32;40;;;;193;36;41
18.10.2015;Stuttgart;Ingolstadt;1;0;H;18;375;433;183;36;41;;;;18;35;42;175;375;45;;;;183;34;45;;;;175;39;46
23.10.2015;Hoffenheim;Hamburg;0;1;A;21;36;34;205;35;34;;;;21;33;33;20;34;36;;;;205;36;34;;;;21;36;35
24.10.2015;Bayern Munich;FC Koln;4;0;H;11;90;290;112;90;230;;;;115;70;150;11;100;260;;;;111;75;290;;;;108;120;310
24.10.2015;Darmstadt;Wolfsburg;0;1;A;475;375;175;433;36;185;;;;38;345;19;433;36;18;;;;45;34;183;;;;433;38;183
24.10.2015;Hannover;Ein Frankfurt;1;2;A;25;34;28;25;33;27;;;;24;33;275;24;33;275;;;;26;31;28;;;;25;36;275
24.10.2015;Ingolstadt;Hertha;0;1;A;24;32;31;25;32;28;;;;25;31;28;24;31;30;;;;25;31;29;;;;25;33;30
24.10.2015;Leverkusen;Stuttgart;4;3;H;157;433;55;157;433;55;;;;16;39;50;155;42;525;;;;162;36;60;;;;157;46;54
24.10.2015;Mainz;Werder Bremen;1;3;A;205;35;36;205;34;35;;;;20;33;36;195;35;36;;;;205;36;34;;;;205;38;35
25.10.2015;Dortmund;Augsburg;5;1;H;12;70;130;12;70;130;;;;125;55;103;118;70;150;;;;122;60;130;;;;117;80;170
25.10.2015;M'gladbach;Schalke 04;3;1;H;215;35;33;23;34;31;;;;22;33;31;215;34;325;;;;225;31;34;;;;22;36;33
30.10.2015;Ein Frankfurt;Bayern Munich;0;0;D;150;80;117;140;70;12;;;;120;55;122;170;75;117;;;;170;75;115;;;;170;85;115
31.10.2015;Augsburg;Mainz;3;3;D;23;34;31;235;325;295;;;;25;33;265;23;33;30;;;;24;31;31;;;;225;36;31
31.10.2015;FC Koln;Hoffenheim;0;0;D;205;35;34;21;33;34;;;;22;33;31;205;34;35;;;;21;33;35;;;;21;36;34
31.10.2015;Hertha;M'gladbach;1;4;A;30;33;24;28;32;25;;;;265;33;25;28;325;24;;;;29;32;25;;;;288;35;245
31.10.2015;Schalke 04;Ingolstadt;1;1;D;18;35;475;183;35;46;;;;18;35;42;18;34;45;;;;185;34;45;;;;183;375;44
31.10.2015;Werder Bremen;Dortmund;1;3;A;75;50;14;775;475;14;;;;70;46;14;70;475;14;;;;70;50;14;;;;70;54;14
31.10.2015;Wolfsburg;Leverkusen;2;1;H;263;34;27;265;33;27;;;;24;33;275;25;33;262;;;;262;325;27;;;;26;36;263
01.11.2015;Hamburg;Hannover;1;2;A;20;33;40;20;34;36;;;;19;345;38;191;33;40;;;;20;31;42;;;;195;35;41
01.11.2015;Stuttgart;Darmstadt;2;0;H;167;40;50;167;36;525;;;;175;35;45;162;38;525;;;;167;38;50;;;;165;42;52
06.11.2015;Hannover;Hertha;1;3;A;263;33;27;27;305;27;;;;26;31;27;262;31;27;;;;26;32;275;;;;27;34;27
07.11.2015;Bayern Munich;Stuttgart;4;0;H;11;110;210;112;975;175;;;;112;80;160;111;100;230;;;;111;80;260;;;;109;120;260
07.11.2015;Darmstadt;Hamburg;1;1;D;275;30;28;27;305;27;;;;26;32;26;27;30;275;;;;27;31;27;;;;27;325;28
07.11.2015;Hoffenheim;Ein Frankfurt;0;0;D;21;36;34;215;33;33;;;;21;33;33;215;35;32;;;;22;32;34;;;;215;375;325
07.11.2015;Leverkusen;FC Koln;1;2;A;15;433;65;153;44;60;;;;15;40;61;148;45;60;;;;15;42;65;;;;15;475;65
07.11.2015;Mainz;Wolfsburg;2;0;H;33;36;215;32;35;22;;;;31;33;22;325;35;21;;;;34;32;22;;;;33;37;215
07.11.2015;M'gladbach;Ingolstadt;0;0;D;162;38;60;167;39;46;;;;16;37;54;165;38;525;;;;167;35;55;;;;165;41;52
08.11.2015;Augsburg;Werder Bremen;1;2;A;22;34;33;22;34;31;;;;21;33;33;215;34;325;;;;22;35;31;;;;22;36;33
08.11.2015;Dortmund;Schalke 04;3;2;H;13;60;85;133;525;90;;;;14;44;73;13;575;85;;;;136;45;90;;;;13;60;95
20.11.2015;Hamburg;Dortmund;3;1;H;85;50;136;775;525;136;;;;70;46;14;75;50;136;;;;90;50;133;;;;80;54;136
21.11.2015;Ein Frankfurt;Leverkusen;1;3;A;38;36;195;36;36;195;;;;33;33;21;36;36;195;;;;375;34;20;;;;37;375;20
21.11.2015;FC Koln;Mainz;0;0;D;215;35;33;215;33;33;;;;22;32;32;215;33;34;;;;22;33;33;;;;215;35;34
21.11.2015;M'gladbach;Hannover;2;1;H;15;42;70;15;39;675;;;;155;40;55;148;42;70;;;;15;40;70;;;;15;45;65
21.11.2015;Schalke 04;Bayern Munich;1;3;A;130;65;122;130;65;126;;;;100;52;127;110;60;125;;;;120;50;129;;;;115;65;125
21.11.2015;Stuttgart;Augsburg;0;4;A;195;38;36;195;35;375;;;;20;33;36;191;38;36;;;;195;35;38;;;;193;40;37
21.11.2015;Wolfsburg;Werder Bremen;6;0;H;157;40;575;162;41;525;;;;155;40;55;162;40;525;;;;162;38;55;;;;165;43;50
22.11.2015;Hertha;Hoffenheim;1;0;H;20;35;38;205;33;36;;;;21;33;33;20;34;375;;;;21;33;36;;;;20;36;375
22.11.2015;Ingolstadt;Darmstadt;3;1;H;205;325;40;21;325;35;;;;22;32;32;205;32;38;;;;21;32;375;;;;205;34;39
27.11.2015;Darmstadt;FC Koln;0;0;D;29;31;26;275;31;26;;;;26;32;26;29;31;25;;;;288;31;26;;;;30;325;26
28.11.2015;Bayern Munich;Hertha;2;0;H;108;110;260;109;105;290;;;;11;80;200;109;110;340;;;;11;80;340;;;;11;120;290
28.11.2015;Hannover;Ingolstadt;4;0;H;26;32;28;265;31;27;;;;25;33;265;262;31;275;;;;27;31;27;;;;27;325;288
28.11.2015;Hoffenheim;M'gladbach;3;3;D;31;35;225;30;33;23;;;;29;33;23;30;34;225;;;;31;34;225;;;;31;35;23
28.11.2015;Mainz;Ein Frankfurt;2;1;H;22;35;32;22;34;31;;;;225;33;30;215;34;32;;;;225;34;31;;;;225;36;32
28.11.2015;Werder Bremen;Hamburg;1;3;A;225;34;32;235;325;295;;;;24;33;275;225;33;31;;;;23;32;32;;;;23;35;32
29.11.2015;Augsburg;Wolfsburg;0;0;D;33;34;22;325;34;225;;;;31;33;22;325;35;215;;;;31;34;225;;;;33;35;225
29.11.2015;Dortmund;Stuttgart;4;1;H;12;75;120;122;70;110;;;;122;55;120;12;70;110;;;;125;55;120;;;;122;75;130
29.11.2015;Leverkusen;Schalke 04;1;1;D;162;42;525;167;39;525;;;;17;37;45;162;38;525;;;;167;38;50;;;;17;42;50
04.12.2015;Schalke 04;Hannover;3;1;H;16;40;575;16;40;575;;;;165;38;48;157;40;55;;;;16;42;50;;;;16;433;54
05.12.2015;FC Koln;Augsburg;0;1;A;22;33;34;225;325;31;;;;24;32;285;22;33;33;;;;23;32;32;;;;22;34;34
05.12.2015;Hamburg;Mainz;1;3;A;225;34;32;23;325;31;;;;23;33;29;23;33;31;;;;24;31;31;;;;23;36;31
05.12.2015;Hertha;Leverkusen;2;1;H;375;34;205;36;34;21;;;;31;33;22;36;34;205;;;;375;31;21;;;;36;36;205
05.12.2015;Ingolstadt;Hoffenheim;1;1;D;225;33;33;235;33;295;;;;24;33;275;23;32;31;;;;24;31;31;;;;238;34;313
05.12.2015;M'gladbach;Bayern Munich;3;1;H;90;525;133;80;525;136;;;;73;44;14;85;525;133;;;;90;45;136;;;;85;575;133
05.12.2015;Wolfsburg;Dortmund;1;2;A;40;433;175;42;375;183;;;;39;36;185;40;40;175;;;;42;36;18;;;;41;42;18
06.12.2015;Ein Frankfurt;Darmstadt;0;1;A;191;34;433;191;34;39;;;;20;33;36;185;33;433;;;;195;32;42;;;;193;35;43
06.12.2015;Stuttgart;Werder Bremen;1;1;D;195;375;375;20;34;36;;;;21;33;33;191;36;38;;;;20;33;375;;;;195;39;37
11.12.2015;Mainz;Stuttgart;0;0;D;205;36;35;21;33;34;;;;21;33;33;20;35;35;;;;21;36;31;;;;21;375;34
12.12.2015;Bayern Munich;Ingolstadt;2;0;H;107;130;290;108;110;310;;;;11;80;200;109;110;410;;;;108;100;340;;;;107;120;360
12.12.2015;Darmstadt;Hertha;0;4;A;31;31;25;29;31;25;;;;265;33;25;30;30;25;;;;31;30;25;;;;31;32;25
12.12.2015;Hoffenheim;Hannover;1;0;H;18;35;45;187;34;41;;;;20;33;36;183;36;42;;;;191;35;40;;;;185;38;42
12.12.2015;Leverkusen;M'gladbach;5;0;H;195;375;375;20;36;37;;;;21;33;33;191;375;36;;;;20;35;36;;;;20;38;36
12.12.2015;Werder Bremen;FC Koln;1;1;D;25;33;288;25;33;27;;;;25;33;265;25;33;28;;;;25;33;28;;;;245;35;288
12.12.2015;Wolfsburg;Hamburg;1;1;D;157;42;575;16;40;575;;;;16;37;54;155;40;575;;;;16;375;60;;;;155;44;60
13.12.2015;Augsburg;Schalke 04;2;1;H;263;35;263;27;33;265;;;;26;32;26;262;33;262;;;;262;33;262;;;;263;36;26
13.12.2015;Dortmund;Ein Frankfurt;4;1;H;117;80;150;118;75;150;;;;12;58;130;117;80;150;;;;117;75;150;;;;115;90;170
18.12.2015;Schalke 04;Hoffenheim;1;0;H;167;40;50;17;38;50;;;;18;35;42;167;38;475;;;;17;38;48;;;;167;42;50
19.12.2015;Ein Frankfurt;Werder Bremen;2;1;H;225;34;32;23;325;31;;;;23;33;29;22;34;32;;;;225;32;33;;;;22;36;32
19.12.2015;FC Koln;Dortmund;2;1;H;70;475;144;625;475;148;;;;61;40;15;65;45;144;;;;60;433;15;;;;70;475;145
19.12.2015;Hamburg;Augsburg;0;1;A;24;33;30;235;325;295;;;;23;33;29;23;325;31;;;;24;32;30;;;;238;34;31
19.12.2015;Hannover;Bayern Munich;0;1;A;150;65;12;135;625;122;;;;103;55;125;130;65;12;;;;130;60;122;;;;150;70;12
19.12.2015;Ingolstadt;Leverkusen;0;1;A;475;35;18;45;37;18;;;;38;345;19;45;35;18;;;;45;34;183;;;;46;37;18
19.12.2015;Stuttgart;Wolfsburg;3;1;H;35;36;20;34;36;21;;;;31;33;22;325;36;21;;;;32;36;215;;;;33;37;215
20.12.2015;Hertha;Mainz;2;0;H;215;34;34;215;33;33;;;;22;33;31;21;325;35;;;;215;33;34;;;;215;35;35
20.12.2015;M'gladbach;Darmstadt;3;2;H;15;433;65;15;433;575;;;;15;40;61;15;42;60;;;;15;40;70;;;;15;45;65
22.01.2016;Hamburg;Bayern Munich;1;2;A;130;65;122;115;675;124;;;;90;50;13;150;65;12;;;;130;60;122;;;;150;75;118
23.01.2016;FC Koln;Stuttgart;1;3;A;215;35;33;215;33;33;;;;23;33;29;22;33;325;;;;225;32;33;;;;22;35;33
23.01.2016;Hannover;Darmstadt;1;2;A;23;33;32;225;33;31;;;;21;33;33;22;325;33;;;;23;32;32;;;;225;33;34
23.01.2016;Hertha;Augsburg;0;0;D;22;33;34;22;33;32;;;;23;32;30;22;325;33;;;;23;32;32;;;;215;34;35
23.01.2016;Hoffenheim;Leverkusen;1;1;D;433;38;18;433;375;18;;;;38;345;19;433;38;175;;;;45;34;183;;;;46;40;175
23.01.2016;Ingolstadt;Mainz;1;0;H;24;32;31;25;32;28;;;;26;32;26;24;31;31;;;;25;30;30;;;;245;325;313
23.01.2016;M'gladbach;Dortmund;1;3;A;45;42;17;475;39;172;;;;41;36;18;45;42;167;;;;45;38;173;;;;475;433;167
24.01.2016;Ein Frankfurt;Wolfsburg;3;2;H;36;35;205;35;36;205;;;;33;33;21;34;36;20;;;;35;34;21;;;;34;37;21
24.01.2016;Schalke 04;Werder Bremen;1;3;A;167;40;50;167;38;525;;;;175;35;45;162;38;525;;;;17;375;50;;;;167;42;50
29.01.2016;Mainz;M'gladbach;1;0;H;26;34;27;26;33;27;;;;26;32;26;25;34;27;;;;26;34;262;;;;255;35;28
30.01.2016;Augsburg;Ein Frankfurt;0;0;D;195;36;40;205;33;36;;;;21;33;33;20;34;375;;;;21;32;375;;;;205;36;36
30.01.2016;Darmstadt;Schalke 04;0;2;A;34;34;215;34;33;22;;;;29;33;23;33;33;215;;;;33;32;225;;;;34;35;215
