,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend,HomeAttackOld,HomeDefendOld,AwayAttackOld,AwayDefendOld,HomeEloOld,AwayEloOld
2733,09.05.2015,Stuttgart,Mainz,2.0,0.0,H,0.0,0.0,D,18.0,7.0,7.0,2.0,16.0,19.0,7.0,2.0,2.0,1.0,0.0,0.0,455,499,2.0690010290990117,-1.5136810906145641,0.8884261837380948,-1.6674581943870284,2.0067483099262287,-2.7667333674040755,1.7242181121038644,-1.4817333168390479,432.25539917530773,523.162317560969
2734,10.05.2015,FC Koln,Schalke 04,2.0,0.0,H,1.0,0.0,H,13.0,5.0,6.0,1.0,10.0,16.0,5.0,6.0,1.0,2.0,0.0,0.0,398,604,1.1511967172492348,0.008562374976995968,0.8522206389607695,-1.720436176230904,0.5185021926826345,-0.25866830950517283,1.361840547341832,-1.382937225419293,364.66636097128793,638.4305946793936
2735,10.05.2015,Paderborn,Wolfsburg,1.0,3.0,A,0.0,2.0,A,16.0,10.0,4.0,5.0,9.0,18.0,11.0,3.0,0.0,3.0,0.0,0.0,170,669,1.217299137025852,-2.4767276109174703,2.100949088040628,-1.2403001103838753,1.4332666200452373,-1.8541369900776523,1.4568640630484986,-1.427940004019371,171.73176941653682,668.3074621941568
2736,16.05.2015,Augsburg,Hannover,1.0,2.0,A,1.0,1.0,D,8.0,8.0,2.0,3.0,20.0,18.0,3.0,4.0,1.0,4.0,2.0,1.0,487,500,0.8044022019869533,-1.255698766004818,1.579035339979605,-1.5632609480310697,0.8594631146285457,-0.6446372850413754,1.1775962971683316,-1.8620979572471024,497.7373329527755,490.62923933267797
2737,16.05.2015,Freiburg,Bayern Munich,2.0,1.0,H,1.0,1.0,D,9.0,17.0,3.0,6.0,16.0,15.0,2.0,10.0,1.0,0.0,0.0,0.0,471,757,1.5367533403661349,-1.389922390176463,0.6998350167004854,-1.2901021901230851,1.0131081790398482,-1.5434199252335548,0.5977205047560692,-0.7715141722701631,454.21651515143446,774.3483969807678
2738,16.05.2015,Hertha,Ein Frankfurt,0.0,0.0,D,0.0,0.0,D,9.0,1.0,2.0,0.0,20.0,26.0,4.0,4.0,3.0,5.0,0.0,0.0,372,487,0.1103061874004353,-0.7108363129071217,0.7794014338190882,-0.713599874852755,0.40925410728959544,-1.4151800119897877,1.3892095566919656,-1.163821037244495,369.0829837121857,490.8680875238914
2739,16.05.2015,Leverkusen,Hoffenheim,2.0,0.0,H,1.0,0.0,H,13.0,16.0,4.0,5.0,20.0,14.0,4.0,9.0,2.0,0.0,0.0,0.0,655,504,1.8278534030039302,-0.6416911324106388,0.6295254606116278,-2.153599700122414,1.766831484965618,-1.2538216045491686,1.1355789634607323,-2.211330200796649,644.8784153861618,515.3979108997322
2740,16.05.2015,Mainz,FC Koln,2.0,0.0,H,0.0,0.0,D,18.0,12.0,6.0,4.0,15.0,14.0,2.0,5.0,1.0,3.0,0.0,0.0,534,387,1.5563366617084338,-0.8982617818357383,0.6072152255513045,-0.8001064329258233,0.8884261837380948,-1.6674581943870284,1.1511967172492348,0.008562374976995968,523.162317560969,398.565930644042
2741,16.05.2015,Schalke 04,Paderborn,1.0,0.0,H,0.0,0.0,D,18.0,22.0,2.0,4.0,14.0,14.0,10.0,9.0,3.0,2.0,0.0,0.0,639,169,0.7230469479857972,-0.9231102180160835,0.645423183389147,-1.9575738883251943,0.8522206389607695,-1.720436176230904,1.217299137025852,-2.4767276109174703,638.4305946793936,170.6469173744279
2742,16.05.2015,Stuttgart,Hamburg,2.0,1.0,H,2.0,1.0,H,22.0,7.0,11.0,1.0,10.0,21.0,9.0,2.0,1.0,5.0,0.0,0.0,464,414,2.1264095037584285,-1.2907048285297031,1.1153911619557844,-1.5677795091724653,2.0690010290990117,-1.5136810906145641,1.2427668248351957,-1.33372911542763,455.4834739051049,423.7589347199373
2743,16.05.2015,Werder Bremen,M'gladbach,0.0,2.0,A,0.0,0.0,D,19.0,14.0,3.0,4.0,13.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0,495,675,0.6106679498263249,-1.2659267326272623,2.4905146559903506,0.15272558302302683,0.9526232511478042,-0.9530845314256225,2.6380087961100136,0.12222734287157794,501.0113051173746,670.1591288671295
2744,16.05.2015,Wolfsburg,Dortmund,2.0,1.0,H,1.0,1.0,D,12.0,17.0,8.0,3.0,11.0,11.0,6.0,5.0,4.0,2.0,0.0,0.0,677,625,2.275308139215064,-1.0411810844857678,1.5398847869600505,-0.9045116866497609,2.100949088040628,-1.2403001103838753,1.8720518760332343,-0.30228032648263015,668.3074621941568,634.1743770416166
2745,23.05.2015,Bayern Munich,Mainz,2.0,0.0,H,1.0,0.0,H,20.0,7.0,7.0,5.0,11.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,780,527,1.3251141627083363,-0.611771786113374,0.8962389403035993,-1.3957743433087944,0.6998350167004854,-1.2901021901230851,1.5563366617084338,-0.8982617818357383,774.3483969807678,534.0650828791437
2746,23.05.2015,Dortmund,Werder Bremen,3.0,2.0,H,3.0,1.0,H,22.0,7.0,8.0,4.0,11.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,640,489,2.304187150271624,-1.4889863104278098,1.195544179837977,-2.0031808141080862,1.5398847869600505,-0.9045116866497609,0.6106679498263249,-1.2659267326272623,634.1743770416166,495.5284052639507
2747,23.05.2015,Ein Frankfurt,Leverkusen,2.0,1.0,H,2.0,1.0,H,8.0,19.0,3.0,7.0,20.0,14.0,3.0,8.0,2.0,0.0,0.0,0.0,505,641,1.4069145045856004,-0.7175182464074806,1.5527185960765213,-1.2251926446834491,0.7794014338190882,-0.713599874852755,1.8278534030039302,-0.6416911324106388,490.8680875238914,655.5516592662242
2748,23.05.2015,FC Koln,Wolfsburg,2.0,2.0,D,1.0,2.0,A,12.0,15.0,3.0,5.0,14.0,11.0,4.0,8.0,0.0,0.0,0.0,0.0,405,670,1.2493618804088444,-1.2156530031767567,2.2701109616123203,-1.4945679427524994,0.6072152255513045,-0.8001064329258233,2.275308139215064,-1.0411810844857678,398.565930644042,677.3281815703481
2749,23.05.2015,Hamburg,Schalke 04,2.0,0.0,H,0.0,0.0,D,11.0,11.0,4.0,4.0,16.0,18.0,3.0,6.0,1.0,2.0,0.0,0.0,454,608,1.5817306989703548,-0.8894813247345662,0.3407191768993024,-1.3792275488887578,1.1153911619557844,-1.5677795091724653,0.7230469479857972,-0.9231102180160835,423.7589347199373,639.6986102728285
2750,23.05.2015,Hannover,Freiburg,2.0,1.0,H,1.0,0.0,H,11.0,9.0,6.0,5.0,16.0,15.0,3.0,5.0,3.0,2.0,0.0,0.0,500,462,1.8131567887151954,-1.2849439249736516,1.2998528471071278,-1.64205689527089,1.579035339979605,-1.5632609480310697,1.5367533403661349,-1.389922390176463,490.62923933267797,471.48216991103686
2751,23.05.2015,Hoffenheim,Hertha,2.0,1.0,H,1.0,0.0,H,16.0,4.0,5.0,1.0,14.0,18.0,1.0,2.0,2.0,2.0,0.0,0.0,521,366,1.3045988737688772,-1.8322115391514544,0.3399149247313402,-1.2811978363458416,0.6295254606116278,-2.153599700122414,0.1103061874004353,-0.7108363129071217,515.3979108997322,372.4514005599558
2752,23.05.2015,M'gladbach,Augsburg,1.0,3.0,A,1.0,0.0,H,10.0,15.0,3.0,4.0,13.0,17.0,1.0,6.0,4.0,2.0,1.0,0.0,655,502,1.899609314243367,-1.3039962353622392,1.839751846821566,-1.0473605644725903,2.4905146559903506,0.15272558302302683,0.8044022019869533,-1.255698766004818,670.1591288671295,487.53277411191044
2753,23.05.2015,Paderborn,Stuttgart,1.0,2.0,A,1.0,1.0,D,15.0,18.0,5.0,3.0,12.0,18.0,2.0,8.0,2.0,2.0,0.0,0.0,167,467,0.7420513860520039,-1.9576824922334428,2.0842956283198375,-1.213934094574564,0.645423183389147,-1.9575738883251943,2.1264095037584285,-1.2907048285297031,170.6469173744279,464.57289754155454
2754,14.08.2015,Bayern Munich,Hamburg,5.0,0.0,H,1.0,0.0,H,23.0,5.0,9.0,1.0,10.0,12.0,7.0,0.0,2.0,2.0,0.0,0.0,787,447,3.2170111861008897,-0.1846410289495644,0.9655015582377762,-2.653799429696493,1.3251141627083363,-0.611771786113374,1.5817306989703548,-0.8894813247345662,780.6687937137435,454.48034754726547
2755,15.08.2015,Augsburg,Hertha,0.0,1.0,A,0.0,0.0,D,20.0,11.0,3.0,4.0,20.0,22.0,7.0,4.0,1.0,2.0,1.0,1.0,474,385,0.9896951747202485,-1.1121109872039514,0.5734329545565937,-0.6770367508761199,1.839751846821566,-1.0473605644725903,0.3399149247313402,-1.2811978363458416,487.53277411191044,372.4514005599558
2756,15.08.2015,Darmstadt,Hannover,2.0,2.0,D,1.0,0.0,H,11.0,14.0,4.0,5.0,21.0,22.0,5.0,9.0,1.0,2.0,0.0,0.0,8,491,0.8393820093782935,-0.7733554014106006,2.036553567770672,-1.6981672019362457,0.0,0.0,1.8131567887151954,-1.2849439249736516,0.0,500.07869960618905
2757,15.08.2015,Dortmund,M'gladbach,4.0,0.0,H,3.0,0.0,H,17.0,5.0,7.0,1.0,13.0,14.0,3.0,5.0,0.0,1.0,0.0,0.0,669,626,3.277117439499485,-0.6931652797369603,1.1006101614349844,-2.405357967163964,2.304187150271624,-1.4889863104278098,1.899609314243367,-1.3039962353622392,640.3829745253134,655.3387095676977
2758,15.08.2015,Leverkusen,Hoffenheim,2.0,1.0,H,1.0,1.0,D,25.0,6.0,9.0,2.0,12.0,18.0,13.0,5.0,1.0,0.0,0.0,0.0,661,515,1.7414226801538941,-1.102670543706046,1.1775404781422925,-1.9274543769504222,1.5527185960765213,-1.2251926446834491,1.3045988737688772,-1.8322115391514544,655.5516592662242,521.5010223299694
2759,15.08.2015,Mainz,Ingolstadt,0.0,1.0,A,0.0,0.0,D,9.0,14.0,3.0,5.0,20.0,15.0,6.0,2.0,2.0,3.0,0.0,0.0,514,19,0.5601493376897495,-1.3723589645679966,0.32845512942900046,0.07001866721121869,0.8962389403035993,-1.3957743433087944,0.0,0.0,534.0650828791437,0.0
2760,15.08.2015,Werder Bremen,Schalke 04,0.0,3.0,A,0.0,1.0,A,15.0,16.0,2.0,5.0,7.0,16.0,5.0,6.0,0.0,2.0,0.0,0.0,489,645,0.5748116687876408,-2.7093981117051413,1.3742747215989213,-0.7901657594570185,1.195544179837977,-2.0031808141080862,0.3407191768993024,-1.3792275488887578,495.5284052639507,639.6986102728285
2761,16.08.2015,Stuttgart,FC Koln,1.0,3.0,A,0.0,0.0,D,28.0,9.0,8.0,5.0,13.0,8.0,13.0,3.0,3.0,2.0,0.0,0.0,452,416,1.6507281423028037,-2.1025385740579967,2.0180338534982782,-1.0534421091976225,2.0842956283198375,-1.213934094574564,1.2493618804088444,-1.2156530031767567,464.57289754155454,405.21937248197855
2762,16.08.2015,Wolfsburg,Ein Frankfurt,2.0,1.0,H,2.0,1.0,H,5.0,13.0,3.0,6.0,14.0,19.0,7.0,3.0,1.0,1.0,0.0,0.0,682,499,2.329129570206765,-1.258240651147112,1.2220414839726113,-1.1573077077288296,2.2701109616123203,-1.4945679427524994,1.4069145045856004,-0.7175182464074806,677.3281815703481,505.2823224458039
2763,21.08.2015,Hertha,Werder Bremen,1.0,1.0,D,1.0,1.0,D,10.0,9.0,2.0,3.0,11.0,16.0,6.0,2.0,0.0,1.0,0.0,0.0,375,486,0.5197208326347285,-0.8512965106991198,0.7528452291548855,-2.1284087157363722,0.5734329545565937,-0.6770367508761199,0.5748116687876408,-2.7093981117051413,372.4514005599558,489.45512499666773
2764,22.08.2015,Ein Frankfurt,Augsburg,1.0,1.0,D,0.0,1.0,A,11.0,14.0,3.0,4.0,17.0,21.0,7.0,4.0,2.0,3.0,0.0,0.0,504,475,1.1247620540823882,-1.0996054204904875,0.9811088066388444,-1.054474110242171,1.2220414839726113,-1.1573077077288296,0.9896951747202485,-1.1121109872039514,505.2823224458039,474.33651122567187
2765,22.08.2015,FC Koln,Wolfsburg,1.0,1.0,D,1.0,0.0,H,9.0,15.0,6.0,7.0,15.0,11.0,2.0,4.0,2.0,1.0,0.0,0.0,411,676,1.6039910770430348,-0.8672601219726684,1.8472984661326446,-1.0859015223365658,2.0180338534982782,-1.0534421091976225,2.329129570206765,-1.258240651147112,405.21937248197855,682.7449395838797
2766,22.08.2015,Hamburg,Stuttgart,3.0,2.0,H,1.0,2.0,A,14.0,12.0,5.0,4.0,18.0,22.0,0.0,5.0,3.0,3.0,0.0,1.0,464,442,1.8406211521413605,-2.4522836257724574,1.725169635717695,-2.5840089647685778,0.9655015582377762,-2.653799429696493,1.6507281423028037,-2.1025385740579967,454.48034754726547,452.8809926690228
2767,22.08.2015,Hannover,Leverkusen,0.0,1.0,A,0.0,1.0,A,6.0,11.0,3.0,4.0,15.0,21.0,3.0,8.0,0.0,0.0,0.0,0.0,494,667,1.1350121618934141,-1.3436766661909167,1.420429591822319,-0.547292569579602,2.036553567770672,-1.6981672019362457,1.7414226801538941,-1.102670543706046,500.07869960618905,661.8740725812972
2768,22.08.2015,Hoffenheim,Bayern Munich,1.0,2.0,A,1.0,1.0,D,2.0,5.0,1.0,2.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,517,791,1.2128826702202373,-1.8025325873314026,2.785315417896631,-0.46379030931594817,1.1775404781422925,-1.9274543769504222,3.2170111861008897,-0.1846410289495644,521.5010223299694,787.7114741022233
2769,22.08.2015,Schalke 04,Darmstadt,1.0,1.0,D,0.0,1.0,A,21.0,9.0,5.0,3.0,16.0,18.0,6.0,6.0,1.0,2.0,0.0,0.0,630,18,1.2622522758230008,-0.8889308484883499,0.9134973998003897,-0.8255655914037503,1.3742747215989213,-0.7901657594570185,0.8393820093782935,-0.7733554014106006,639.6986102728285,8.935652310732978
2770,23.08.2015,Ingolstadt,Dortmund,0.0,4.0,A,0.0,0.0,D,3.0,18.0,2.0,8.0,18.0,16.0,1.0,4.0,2.0,3.0,0.0,0.0,0,669,0.11863879592600524,-1.5465986530555529,3.854873568055234,-0.4183984503448495,0.32845512942900046,0.07001866721121869,3.277117439499485,-0.6931652797369603,0.0,669.4453658604467
2771,23.08.2015,M'gladbach,Mainz,1.0,2.0,A,0.0,1.0,A,15.0,13.0,6.0,4.0,12.0,12.0,3.0,0.0,2.0,1.0,0.0,0.0,641,528,1.0163364803258657,-2.4333300622662586,1.0459270782728112,-1.2306822928142647,1.1006101614349844,-2.405357967163964,0.5601493376897495,-1.3723589645679966,655.3387095676977,514.9486589500375
2772,28.08.2015,Wolfsburg,Schalke 04,3.0,0.0,H,1.0,0.0,H,9.0,12.0,5.0,1.0,12.0,16.0,2.0,3.0,1.0,2.0,0.0,0.0,702,610,2.5434451852718594,-0.5209069169824785,0.7237943077665657,-1.7376511321462362,1.8472984661326446,-1.0859015223365658,1.2622522758230008,-0.8889308484883499,682.7449395838797,630.2147503746324
2773,29.08.2015,Augsburg,Ingolstadt,0.0,1.0,A,0.0,0.0,D,10.0,16.0,2.0,3.0,22.0,16.0,3.0,4.0,3.0,3.0,0.0,0.0,455,18,0.41986817251733366,-1.1442164694106063,0.4311221887774275,-0.9141406365950538,0.9811088066388444,-1.054474110242171,0.11863879592600524,-1.5465986530555529,474.33651122567187,-0.41524529641071645
2774,29.08.2015,Bayern Munich,Leverkusen,3.0,0.0,H,1.0,0.0,H,14.0,10.0,6.0,4.0,12.0,14.0,7.0,5.0,2.0,3.0,0.0,0.0,802,647,3.172410564987944,-0.11231524434467771,0.8737290893458648,-1.4455065353637584,2.785315417896631,-0.46379030931594817,1.420429591822319,-0.547292569579602,787.7114741022233,661.8740725812972
2775,29.08.2015,Darmstadt,Hoffenheim,0.0,0.0,D,0.0,0.0,D,5.0,15.0,1.0,2.0,13.0,16.0,4.0,6.0,3.0,2.0,0.0,0.0,17,508,0.34561930145881825,-0.36436816084981427,0.7125056487814215,-1.0833804543997743,0.9134973998003897,-0.8255655914037503,1.2128826702202373,-1.8025325873314026,8.935652310732978,517.9482554022891
2776,29.08.2015,FC Koln,Hamburg,2.0,1.0,H,0.0,0.0,D,6.0,17.0,3.0,7.0,17.0,9.0,3.0,8.0,3.0,2.0,0.0,1.0,423,452,1.6959589699303397,-0.8119599322152478,1.5488932285614443,-2.3206823948664934,1.6039910770430348,-0.8672601219726684,1.8406211521413605,-2.4522836257724574,411.8529298201092,464.43431473865456
2777,29.08.2015,Mainz,Hannover,3.0,0.0,H,2.0,0.0,H,18.0,11.0,6.0,4.0,9.0,13.0,8.0,5.0,0.0,2.0,0.0,0.0,536,472,1.9857448406466425,-0.6272999127722386,0.6309701120868539,-2.0915798112884927,1.0459270782728112,-1.2306822928142647,1.1350121618934141,-1.3436766661909167,514.9486589500375,494.4257586145285
2778,29.08.2015,Stuttgart,Ein Frankfurt,1.0,4.0,A,1.0,2.0,A,15.0,6.0,4.0,4.0,19.0,17.0,6.0,1.0,3.0,3.0,1.0,0.0,444,512,1.4407803447622485,-3.4744103462200626,2.268674990523985,-1.0071558447112736,1.725169635717695,-2.5840089647685778,1.1247620540823882,-1.0996054204904875,452.8809926690228,504.3939783328667
2779,30.08.2015,Dortmund,Hertha,3.0,1.0,H,1.0,0.0,H,15.0,4.0,6.0,4.0,16.0,12.0,5.0,1.0,0.0,2.0,0.0,0.0,674,370,3.802883916197131,-0.6965339273861899,0.7377587794734315,-1.5566998296623085,3.854873568055234,-0.4183984503448495,0.5197208326347285,-0.8512965106991198,669.4453658604467,375.6972524129194
2780,30.08.2015,Werder Bremen,M'gladbach,2.0,1.0,H,1.0,1.0,D,22.0,9.0,6.0,5.0,17.0,18.0,5.0,6.0,3.0,1.0,0.0,1.0,503,627,1.166362010438521,-1.7032133872944994,0.9223086267918537,-2.3750360376115967,0.7528452291548855,-2.1284087157363722,1.0163364803258657,-2.4333300622662586,489.45512499666773,641.504406355716
2781,11.09.2015,M'gladbach,Hamburg,0.0,3.0,A,0.0,2.0,A,13.0,10.0,2.0,4.0,17.0,19.0,5.0,2.0,2.0,1.0,0.0,0.0,626,479,0.28635759238659686,-2.7907858699370673,2.119210034108769,-1.4146317977432337,0.9223086267918537,-2.3750360376115967,1.5488932285614443,-2.3206823948664934,641.504406355716,464.43431473865456
2782,12.09.2015,Bayern Munich,Augsburg,2.0,1.0,H,0.0,1.0,A,27.0,4.0,10.0,1.0,10.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,804,453,2.8397295444411395,-0.5177135061507567,0.6977034195544889,-1.3601691003264866,3.172410564987944,-0.11231524434467771,0.41986817251733366,-1.1442164694106063,802.1485486351402,455.55771558116106
2783,12.09.2015,Ein Frankfurt,FC Koln,6.0,2.0,H,4.0,1.0,H,18.0,13.0,11.0,7.0,14.0,14.0,5.0,2.0,2.0,1.0,0.0,0.0,524,402,4.316426877550585,-1.4174775317032535,1.8827896647435556,-2.967921597940707,2.268674990523985,-1.0071558447112736,1.6959589699303397,-0.8119599322152478,504.3939783328667,423.35489410006977
2784,12.09.2015,Hannover,Dortmund,2.0,4.0,A,1.0,2.0,A,5.0,17.0,3.0,6.0,15.0,16.0,2.0,4.0,3.0,1.0,0.0,0.0,489,679,1.30728957913101,-2.8318768925306665,4.022817836056873,-1.2719225072249924,0.6309701120868539,-2.0915798112884927,3.802883916197131,-0.6965339273861899,494.4257586145285,674.2376468858954
2785,12.09.2015,Hertha,Stuttgart,2.0,1.0,H,2.0,1.0,H,9.0,11.0,4.0,3.0,18.0,21.0,5.0,7.0,0.0,3.0,0.0,0.0,387,432,1.0267979438933867,-1.2928398504436618,1.2388827341709476,-3.043156723400866,0.7377587794734315,-1.5566998296623085,1.4407803447622485,-3.4744103462200626,375.6972524129194,444.3528858632491
2786,12.09.2015,Ingolstadt,Wolfsburg,0.0,0.0,D,0.0,0.0,D,5.0,17.0,1.0,3.0,10.0,15.0,2.0,5.0,2.0,3.0,0.0,0.0,9,692,0.20433800336308236,-0.25340724971292616,1.5579773345807963,-0.3000245726936638,0.4311221887774275,-0.9141406365950538,2.5434451852718594,-0.5209069169824785,-0.41524529641071645,702.2116398958273
2787,12.09.2015,Leverkusen,Darmstadt,0.0,1.0,A,0.0,1.0,A,16.0,5.0,4.0,3.0,13.0,17.0,10.0,4.0,3.0,1.0,0.0,0.0,642,37,0.5005346607349388,-1.3602391719199967,0.5459821669217618,-0.16516326793926656,0.8737290893458648,-1.4455065353637584,0.34561930145881825,-0.36436816084981427,661.8740725812972,17.92195367435641
2788,13.09.2015,Hoffenheim,Werder Bremen,1.0,3.0,A,0.0,1.0,A,10.0,16.0,5.0,6.0,13.0,22.0,7.0,3.0,2.0,4.0,0.0,0.0,507,513,0.732414357076576,-2.031317532695044,1.975061564937195,-1.4729565724244902,0.7125056487814215,-1.0833804543997743,1.166362010438521,-1.7032133872944994,517.9482554022891,503.57193029423377
2789,13.09.2015,Schalke 04,Mainz,2.0,1.0,H,1.0,1.0,D,24.0,15.0,7.0,4.0,18.0,20.0,5.0,7.0,1.0,3.0,0.0,0.0,637,529,1.3739589532575738,-1.3378138525105674,1.5738637938403306,-1.2203175763254523,0.7237943077665657,-1.7376511321462362,1.9857448406466425,-0.6272999127722386,630.2147503746324,536.8421543807189
2790,18.09.2015,Mainz,Hoffenheim,3.0,1.0,H,1.0,1.0,D,12.0,13.0,4.0,4.0,13.0,15.0,6.0,8.0,1.0,2.0,0.0,0.0,552,491,2.229750179563326,-1.1711466905688357,0.8113656368517556,-2.490854685488987,1.5738637938403306,-1.2203175763254523,0.732414357076576,-2.031317532695044,536.8421543807189,507.5347074983761
2791,19.09.2015,Darmstadt,Bayern Munich,0.0,3.0,A,0.0,1.0,A,5.0,18.0,2.0,6.0,10.0,8.0,1.0,5.0,2.0,1.0,0.0,0.0,17,804,0.27652466605725656,-1.2482608494068992,3.11879835909985,-0.2890053580870659,0.5459821669217618,-0.16516326793926656,2.8397295444411395,-0.5177135061507567,17.92195367435641,804.5428372259099
2792,19.09.2015,FC Koln,M'gladbach,1.0,0.0,H,0.0,0.0,D,11.0,9.0,5.0,2.0,10.0,16.0,2.0,2.0,0.0,3.0,0.0,0.0,438,611,1.327895306722589,-1.8191562996646173,-0.04842104221645416,-2.078254255370344,1.8827896647435556,-2.967921597940707,0.28635759238659686,-2.7907858699370673,423.35489410006977,626.8076920420534
2793,19.09.2015,Hamburg,Ein Frankfurt,0.0,0.0,D,0.0,0.0,D,11.0,7.0,2.0,4.0,11.0,17.0,5.0,11.0,0.0,4.0,0.0,0.0,466,523,1.147321579855074,-0.34459151389569787,2.6546928592321533,-0.7425082598326492,2.119210034108769,-1.4146317977432337,4.316426877550585,-1.4174775317032535,464.43431473865456,524.8830214825008
2794,19.09.2015,Werder Bremen,Ingolstadt,0.0,1.0,A,0.0,0.0,D,13.0,13.0,4.0,4.0,24.0,19.0,8.0,5.0,3.0,4.0,1.0,0.0,484,28,1.202737571871631,-1.3950556073449212,0.4533293011838113,-0.008037334586624978,1.975061564937195,-1.4729565724244902,0.20433800336308236,-0.25340724971292616,503.57193029423377,9.240466951873191
2795,19.09.2015,Wolfsburg,Hertha,2.0,0.0,H,0.0,0.0,D,14.0,9.0,4.0,4.0,16.0,9.0,7.0,5.0,1.0,2.0,0.0,0.0,706,383,1.81213085280754,-0.05916561494686651,0.6343530130650084,-1.5815085499263462,1.5579773345807963,-0.3000245726936638,1.0267979438933867,-1.2928398504436618,702.2116398958273,387.6479950867676
2796,20.09.2015,Augsburg,Hannover,2.0,0.0,H,2.0,0.0,H,17.0,16.0,8.0,2.0,12.0,15.0,6.0,6.0,1.0,4.0,0.0,0.0,475,469,1.0820800256552223,-0.6866944903126779,0.7312191756677965,-2.634663054624764,0.6977034195544889,-1.3601691003264866,1.30728957913101,-2.8318768925306665,455.55771558116106,489.18375176787197
2797,20.09.2015,Dortmund,Leverkusen,3.0,0.0,H,1.0,0.0,H,22.0,8.0,10.0,3.0,10.0,17.0,3.0,1.0,1.0,3.0,0.0,0.0,695,621,3.8442312510455463,-0.732384734423753,0.22128607115636761,-1.8696205760693045,4.022817836056873,-1.2719225072249924,0.5005346607349388,-1.3602391719199967,674.2376468858954,642.3533808335146
2798,20.09.2015,Stuttgart,Schalke 04,0.0,1.0,A,0.0,0.0,D,26.0,10.0,9.0,6.0,11.0,18.0,6.0,5.0,3.0,3.0,0.0,0.0,439,642,0.6070749772930213,-2.2302280829683445,1.0799458354149405,-0.760249285657477,1.2388827341709476,-3.043156723400866,1.3739589532575738,-1.3378138525105674,444.3528858632491,637.5901563541295
2799,22.09.2015,Bayern Munich,Wolfsburg,5.0,1.0,H,0.0,1.0,A,17.0,7.0,12.0,2.0,11.0,12.0,5.0,1.0,1.0,2.0,0.0,0.0,823,687,4.441853272569048,-0.4541119922034737,1.5758177839792782,-1.9817468502706603,3.11879835909985,-0.2890053580870659,1.81213085280754,-0.05916561494686651,804.5428372259099,706.4999023343537
2800,22.09.2015,Darmstadt,Werder Bremen,2.0,1.0,H,1.0,1.0,D,9.0,12.0,3.0,4.0,20.0,19.0,5.0,1.0,3.0,1.0,0.0,1.0,36,465,0.9984459653676702,-1.1298208343953582,1.1104833781203496,-1.747104008919617,0.27652466605725656,-1.2482608494068992,1.202737571871631,-1.3950556073449212,17.70824984875579,484.67011372279535
2801,22.09.2015,Hertha,FC Koln,2.0,0.0,H,1.0,0.0,H,17.0,13.0,8.0,7.0,12.0,14.0,6.0,1.0,1.0,1.0,0.0,0.0,408,417,1.169076095707553,-0.8224559303636427,0.7271275754061628,-1.9908381753269417,0.6343530130650084,-1.5815085499263462,1.327895306722589,-1.8191562996646173,387.6479950867676,438.62201716935976
2802,22.09.2015,Ingolstadt,Hamburg,0.0,1.0,A,0.0,0.0,D,12.0,8.0,1.0,3.0,15.0,16.0,8.0,5.0,2.0,1.0,0.0,0.0,7,467,0.24025687400291984,-0.3616081366347564,1.1718749703300766,-0.18533758693444619,0.4533293011838113,-0.008037334586624978,1.147321579855074,-0.34459151389569787,9.240466951873191,466.1568227247382
2803,23.09.2015,Hannover,Stuttgart,1.0,3.0,A,1.0,2.0,A,8.0,19.0,3.0,12.0,15.0,17.0,3.0,7.0,3.0,3.0,0.0,0.0,477,450,0.6782334744213298,-3.07078003697885,1.495574356185782,-1.809113367552549,0.7312191756677965,-2.634663054624764,0.6070749772930213,-2.2302280829683445,489.18375176787197,439.4042741108008
2804,23.09.2015,Hoffenheim,Dortmund,1.0,1.0,D,1.0,0.0,H,10.0,14.0,5.0,4.0,15.0,13.0,5.0,4.0,2.0,1.0,0.0,0.0,512,690,0.9155554312293781,-1.5762552720499237,2.7056126228972257,-0.8432960301111734,0.8113656368517556,-2.490854685488987,3.8442312510455463,-0.732384734423753,507.5347074983761,695.2565106834722
2805,23.09.2015,Leverkusen,Mainz,1.0,0.0,H,0.0,0.0,D,20.0,3.0,6.0,2.0,16.0,13.0,11.0,3.0,3.0,0.0,0.0,0.0,649,545,0.4919104581516253,-0.8897940875978996,1.2823696012773413,-1.1704778743365691,0.22128607115636761,-1.8696205760693045,2.229750179563326,-1.1711466905688357,642.3533808335146,552.7782093016776
2806,23.09.2015,M'gladbach,Augsburg,4.0,2.0,H,4.0,0.0,H,21.0,13.0,12.0,4.0,20.0,21.0,6.0,2.0,2.0,5.0,0.0,0.0,636,465,1.8839000373256312,-2.163648906399562,1.4058439027345688,-2.19369655177972,-0.04842104221645416,-2.078254255370344,1.0820800256552223,-0.6866944903126779,626.8076920420534,475.24753955718046
