,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend,HomeAttackOld,HomeDefendOld,AwayAttackOld,AwayDefendOld,HomeEloOld,AwayEloOld
1506,30.04.2011,Dortmund,Nurnberg,2.0,0.0,H,2.0,0.0,H,11.0,8.0,5.0,2.0,20.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,451,260,1.9001278044821783,-0.1547814334287873,0.535472846367737,-0.8947442447432016,1.482527757668597,-0.425192861660887,0.8877128408741365,-0.211616352485558,442.9572275855922,269.5770903228898
1507,30.04.2011,FC Koln,Leverkusen,2.0,0.0,H,0.0,0.0,D,4.0,16.0,4.0,4.0,18.0,19.0,1.0,6.0,2.0,2.0,0.0,0.0,269,370,1.4019054790752987,-2.0939105087570384,0.9030092002605622,-1.986597053409648,1.0148360427745773,-3.722976178444923,1.8635968221683072,-1.8589363812704964,242.3184543581976,398.16119084156134
1508,30.04.2011,Hamburg,Freiburg,0.0,2.0,A,0.0,1.0,A,16.0,9.0,5.0,5.0,26.0,14.0,4.0,1.0,3.0,1.0,0.0,0.0,346,191,-0.07700337288792675,-1.8315087058538326,1.5012928949740179,-1.8067701482101,0.45188091589103213,-1.5640880039919711,1.168370373129195,-2.8754315625585747,360.96097394144624,176.60667332955907
1509,30.04.2011,Hannover,M'gladbach,0.0,1.0,A,0.0,0.0,D,10.0,15.0,2.0,4.0,9.0,9.0,7.0,2.0,2.0,0.0,0.0,0.0,348,232,1.0832155220629742,-0.819765673282222,1.2878665886783323,-0.032571050445357796,1.7868961923257922,-0.7965330125599104,1.424539676541776,-0.2687567851251673,362.05600825856914,218.33653225616195
1510,30.04.2011,Hoffenheim,Stuttgart,1.0,2.0,A,1.0,0.0,H,14.0,14.0,5.0,4.0,19.0,14.0,3.0,4.0,2.0,2.0,0.0,0.0,290,367,0.8300898738109758,-1.4671619786295793,2.5412245664289976,-1.085805115407171,0.748805029980295,-1.2993375062097894,2.7593917020123118,-1.1033061594136688,298.4206773109615,359.28439706088005
1511,30.04.2011,Mainz,Ein Frankfurt,3.0,0.0,H,3.0,0.0,H,23.0,7.0,11.0,2.0,19.0,16.0,5.0,1.0,1.0,2.0,0.0,1.0,244,192,1.6836194891312648,-0.08965071050133594,0.41006111433279185,-1.7416014365827268,0.43844842188174676,-0.2782467218086843,0.6740279250327341,-0.7232861963586159,221.6053102570416,215.5758757248322
1512,07.05.2011,Ein Frankfurt,FC Koln,0.0,2.0,A,0.0,1.0,A,11.0,10.0,0.0,7.0,10.0,18.0,2.0,3.0,3.0,3.0,0.0,0.0,207,277,-0.0054506171366349165,-1.913262712979792,1.6370330852995878,-1.3093753951152283,0.41006111433279185,-1.7416014365827268,1.4019054790752987,-2.0939105087570384,215.5758757248322,269.5212166049305
1513,07.05.2011,Leverkusen,Hamburg,1.0,1.0,D,0.0,1.0,A,13.0,11.0,3.0,5.0,13.0,20.0,5.0,3.0,1.0,3.0,0.0,0.0,396,347,0.8354421619311223,-1.7512485799920208,0.2329668194460432,-1.540262670917255,0.9030092002605622,-1.986597053409648,-0.07700337288792675,-1.8315087058538326,398.16119084156134,346.10246846138926
1514,07.05.2011,M'gladbach,Freiburg,2.0,0.0,H,0.0,0.0,D,10.0,6.0,5.0,3.0,20.0,15.0,3.0,9.0,2.0,1.0,0.0,1.0,233,161,1.5790703493976952,0.1673047053434036,0.9592211475266866,-1.9318475489566005,1.2878665886783323,-0.032571050445357796,1.5012928949740179,-1.8067701482101,218.33653225616195,176.60667332955907
1515,07.05.2011,Nurnberg,Hoffenheim,1.0,2.0,A,1.0,1.0,D,11.0,15.0,5.0,4.0,15.0,20.0,9.0,4.0,0.0,2.0,0.0,0.0,260,299,0.6512752816511382,-1.455453918738129,1.3368744312895937,-1.3355668264370948,0.535472846367737,-0.8947442447432016,0.8300898738109758,-1.4671619786295793,269.5770903228898,290.15477352851445
1516,07.05.2011,Schalke 04,Mainz,1.0,3.0,A,0.0,0.0,D,15.0,9.0,4.0,4.0,14.0,14.0,7.0,5.0,2.0,1.0,0.0,0.0,329,257,0.8936812047939846,-2.5384575288420024,2.23495498960179,-0.44432154346408687,0.6478200697706425,-1.998255943973457,1.6836194891312648,-0.08965071050133594,341.76551049163226,244.63299389549067
1517,07.05.2011,St Pauli,Bayern Munich,1.0,8.0,A,0.0,2.0,A,12.0,17.0,5.0,10.0,15.0,15.0,3.0,8.0,3.0,2.0,0.0,0.0,66,518,0.7729504762227546,-5.153747244539298,5.5973189062958815,-1.0278401626362157,0.6365476330489066,-2.5632875310591303,3.58645969898127,-0.9991343554624962,68.37679112333865,517.0141994605725
1518,07.05.2011,Stuttgart,Hannover,2.0,1.0,H,0.0,0.0,D,13.0,11.0,4.0,3.0,20.0,24.0,2.0,0.0,2.0,1.0,0.0,0.0,368,338,2.4857946448578456,-1.0432262568716102,1.0466064191804076,-1.201629215194158,2.5412245664289976,-1.085805115407171,1.0832155220629742,-0.819765673282222,359.28439706088005,348.1402668087259
1519,07.05.2011,Werder Bremen,Dortmund,2.0,0.0,H,1.0,0.0,H,11.0,12.0,4.0,2.0,11.0,9.0,2.0,10.0,2.0,0.0,0.0,0.0,343,425,1.6578640186836116,-0.29187910448648324,1.151094989740551,-0.8895053935575408,1.083538716579536,-0.8470321280748088,1.9001278044821783,-0.1547814334287873,317.1903720150296,451.7085808652709
1520,07.05.2011,Wolfsburg,Kaiserslautern,1.0,2.0,A,1.0,2.0,A,21.0,3.0,3.0,2.0,18.0,22.0,10.0,3.0,0.0,1.0,0.0,0.0,319,172,1.5621713268225563,-1.292395276439278,1.6917456682412262,-0.5846156537017023,1.789037985173537,-0.7408868671976085,1.3652721244738175,-0.4478193112872349,334.42616361403867,157.67576668149758
1521,14.05.2011,Bayern Munich,Stuttgart,2.0,1.0,H,1.0,1.0,D,10.0,10.0,5.0,5.0,17.0,21.0,6.0,4.0,2.0,2.0,0.0,0.0,522,362,4.367921034325975,-0.8316757710404041,1.949662181656103,-1.1060262812540094,5.5973189062958815,-1.0278401626362157,2.4857946448578456,-1.0432262568716102,517.0141994605725,368.96375316364924
1522,14.05.2011,Dortmund,Ein Frankfurt,3.0,1.0,H,0.0,0.0,D,18.0,9.0,11.0,3.0,9.0,10.0,7.0,4.0,1.0,2.0,0.0,1.0,457,200,1.9802765294653704,-1.0566221981155424,0.36451558952516033,-2.448254629429199,1.151094989740551,-0.8895053935575408,-0.0054506171366349165,-1.913262712979792,451.7085808652709,207.11618938822463
1523,14.05.2011,FC Koln,Schalke 04,2.0,1.0,H,1.0,0.0,H,10.0,17.0,6.0,5.0,21.0,23.0,4.0,10.0,2.0,1.0,0.0,0.0,281,317,1.705838487206992,-1.2066494713477696,0.9077195690777692,-2.3733061446253774,1.6370330852995878,-1.3093753951152283,0.8936812047939846,-2.5384575288420024,269.5212166049305,329.0404412344805
1524,14.05.2011,Freiburg,Leverkusen,0.0,1.0,A,0.0,1.0,A,8.0,13.0,2.0,6.0,8.0,20.0,1.0,9.0,0.0,1.0,0.0,0.0,172,401,0.38060714470517654,-1.602974447856485,0.8217795452248908,-1.046954469406866,0.9592211475266866,-1.9318475489566005,0.8354421619311223,-1.7512485799920208,176.60667332955907,396.67393394631426
1525,14.05.2011,Hamburg,M'gladbach,1.0,1.0,D,0.0,1.0,A,16.0,9.0,4.0,3.0,8.0,10.0,7.0,5.0,1.0,2.0,0.0,0.0,342,236,0.6665173503217023,-1.2652803756485724,1.328758921417488,-0.31211989037015997,0.2329668194460432,-1.540262670917255,1.5790703493976952,0.1673047053434036,346.10246846138926,233.56375156660735
1526,14.05.2011,Hannover,Nurnberg,3.0,1.0,H,1.0,1.0,D,20.0,9.0,5.0,2.0,22.0,23.0,5.0,4.0,2.0,2.0,0.0,0.0,360,247,1.9721972721454886,-1.1696088492899566,0.7608459448707168,-2.1631340401931447,1.0466064191804076,-1.201629215194158,0.6512752816511382,-1.455453918738129,348.1402668087259,260.1686720850537
1527,14.05.2011,Hoffenheim,Wolfsburg,1.0,3.0,A,0.0,0.0,D,17.0,20.0,4.0,6.0,11.0,17.0,7.0,7.0,0.0,1.0,0.0,0.0,281,328,1.1739971100010864,-2.1394578506703645,2.208924847930302,-1.160997409024413,1.3368744312895937,-1.3355668264370948,1.5621713268225563,-1.292395276439278,290.15477352851445,319.7366241697645
1528,14.05.2011,Kaiserslautern,Werder Bremen,3.0,2.0,H,3.0,1.0,H,12.0,17.0,4.0,7.0,14.0,10.0,4.0,8.0,0.0,2.0,0.0,0.0,172,328,2.520856154589956,-1.1581517812281126,1.8913960390237432,-1.3673174209803074,1.6917456682412262,-0.5846156537017023,1.6578640186836116,-0.29187910448648324,157.67576668149758,343.1019528285512
1529,14.05.2011,Mainz,St Pauli,2.0,1.0,H,0.0,1.0,A,19.0,14.0,7.0,4.0,11.0,13.0,7.0,3.0,0.0,2.0,0.0,0.0,249,61,1.7526284629337066,-0.6810821551372099,0.8979587782470704,-4.002013469970348,2.23495498960179,-0.44432154346408687,0.7729504762227546,-5.153747244539298,244.63299389549067,66.97141106947363
1530,05.08.2011,Dortmund,Hamburg,3.0,1.0,H,2.0,0.0,H,16.0,8.0,5.0,3.0,12.0,18.0,7.0,7.0,1.0,3.0,0.0,0.0,469,331,2.579512783959785,-1.0770742050320012,0.7819390683220638,-1.9683611367853846,1.9802765294653704,-1.0566221981155424,0.6665173503217023,-1.2652803756485724,457.89266943967726,342.97206549511117
1531,06.08.2011,Augsburg,Freiburg,2.0,2.0,D,0.0,0.0,D,11.0,9.0,7.0,4.0,17.0,25.0,5.0,4.0,2.0,4.0,0.0,0.0,4,167,0.7996281940179394,-0.9524241069118529,1.1188264520767537,-1.9019055056580607,0.0,0.0,0.38060714470517654,-1.602974447856485,0.0,172.21059351606374
1532,06.08.2011,FC Koln,Wolfsburg,0.0,3.0,A,0.0,1.0,A,7.0,17.0,1.0,8.0,15.0,22.0,7.0,5.0,0.0,5.0,1.0,0.0,272,328,0.9210243783763183,-1.9780403136010682,2.633322990756305,-0.6104953333432184,1.705838487206992,-1.2066494713477696,2.208924847930302,-1.160997409024413,281.21775379947854,319.7366241697645
1533,06.08.2011,Hannover,Hoffenheim,2.0,1.0,H,2.0,1.0,H,7.0,12.0,4.0,5.0,14.0,20.0,4.0,5.0,2.0,2.0,0.0,0.0,368,273,1.9651910637571348,-1.084255892056087,1.098216207243668,-2.091512273699336,1.9721972721454886,-1.1696088492899566,1.1739971100010864,-2.1394578506703645,360.85893972825454,281.0041561188526
1534,06.08.2011,Hertha,Nurnberg,0.0,1.0,A,0.0,0.0,D,4.0,13.0,0.0,7.0,25.0,27.0,2.0,3.0,2.0,3.0,0.0,0.0,154,267,0.29055524174519476,-1.4157343868235435,0.798561917191255,-1.315639369902566,0.8975151948309406,-1.6173442078918128,0.7608459448707168,-2.1631340401931447,161.79843727049487,260.1686720850537
1535,06.08.2011,Stuttgart,Schalke 04,3.0,0.0,H,1.0,0.0,H,12.0,15.0,6.0,9.0,13.0,19.0,2.0,6.0,1.0,1.0,0.0,0.0,389,308,2.4218755954568922,-0.5778014796490347,0.4950995457174764,-2.6805818909587495,1.949662181656103,-1.1060262812540094,0.9077195690777692,-2.3733061446253774,368.96375316364924,329.0404412344805
1536,06.08.2011,Werder Bremen,Kaiserslautern,2.0,0.0,H,0.0,0.0,D,19.0,9.0,5.0,3.0,14.0,27.0,6.0,5.0,1.0,2.0,0.0,0.0,351,163,2.0373535517363255,-0.5394663687889476,1.5081018005201041,-1.4691756693005296,1.8913960390237432,-1.3673174209803074,2.520856154589956,-1.1581517812281126,343.1019528285512,172.55780567441286
1537,07.08.2011,Bayern Munich,M'gladbach,0.0,1.0,A,0.0,0.0,D,19.0,7.0,7.0,3.0,11.0,11.0,12.0,2.0,0.0,1.0,0.0,0.0,506,250,2.6909356601574643,-0.8537024917230666,1.2237615144205467,0.14129202603833307,4.367921034325975,-0.8316757710404041,1.328758921417488,-0.31211989037015997,522.9934341882447,233.56375156660735
1538,07.08.2011,Mainz,Leverkusen,2.0,0.0,H,1.0,0.0,H,22.0,9.0,8.0,2.0,20.0,19.0,7.0,3.0,3.0,1.0,0.0,0.0,276,370,1.9645234806577083,-0.3229539038076448,0.47324297778960117,-1.4087811082970778,1.7526284629337066,-0.6810821551372099,0.8217795452248908,-1.046954469406866,249.92302116304742,396.67393394631426
1539,13.08.2011,Freiburg,Mainz,1.0,2.0,A,0.0,0.0,D,18.0,9.0,7.0,4.0,11.0,18.0,4.0,6.0,0.0,2.0,0.0,0.0,165,283,1.1588972945720155,-1.9431255059540744,1.9849364871668085,-0.5569840280582761,1.1188264520767537,-1.9019055056580607,1.9645234806577083,-0.3229539038076448,172.21059351606374,276.57751023414266
1540,13.08.2011,Hamburg,Hertha,2.0,2.0,D,1.0,1.0,D,9.0,24.0,4.0,6.0,13.0,10.0,5.0,6.0,3.0,3.0,0.0,0.0,338,159,1.311745119348347,-2.193906305272716,0.9073587379316571,-1.7208658518461712,0.7819390683220638,-1.9683611367853846,0.29055524174519476,-1.4157343868235435,342.97206549511117,154.55645332948038
1541,13.08.2011,Hoffenheim,Dortmund,1.0,0.0,H,1.0,0.0,H,13.0,15.0,3.0,4.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,295,454,1.0517508538982925,-0.9847560730671119,1.4891009808414766,-1.0417025214077142,1.098216207243668,-2.091512273699336,2.579512783959785,-1.0770742050320012,281.0041561188526,469.25912018393694
1542,13.08.2011,M'gladbach,Stuttgart,1.0,1.0,D,0.0,0.0,D,10.0,15.0,3.0,7.0,9.0,9.0,2.0,5.0,2.0,2.0,1.0,0.0,237,385,1.1926257615567124,-0.10895803429393025,2.0000524928738166,-0.7120477045860576,1.2237615144205467,0.14129202603833307,2.4218755954568922,-0.5778014796490347,233.56375156660735,389.3722417819286
1543,13.08.2011,Nurnberg,Hannover,1.0,2.0,A,0.0,2.0,A,13.0,4.0,5.0,3.0,16.0,19.0,8.0,6.0,2.0,3.0,0.0,0.0,253,375,0.8635692117375235,-1.5766257232194618,2.0311661994457766,-1.0697137810678639,0.798561917191255,-1.315639369902566,1.9651910637571348,-1.084255892056087,260.1686720850537,368.6001693659715
1544,13.08.2011,Schalke 04,FC Koln,5.0,1.0,H,1.0,1.0,D,18.0,6.0,5.0,2.0,17.0,16.0,7.0,2.0,0.0,3.0,0.0,0.0,351,249,2.5621821768732893,-2.0602356345521784,0.8181107821661766,-3.4160024238915065,0.4950995457174764,-2.6805818909587495,0.9210243783763183,-1.9780403136010682,329.0404412344805,272.32189592328785
1545,13.08.2011,Wolfsburg,Bayern Munich,0.0,1.0,A,0.0,0.0,D,7.0,11.0,1.0,3.0,14.0,15.0,9.0,8.0,0.0,3.0,0.0,0.0,314,511,1.5391140577573075,-0.5451926258198284,2.1136857093709365,-0.3411748001072531,2.633322990756305,-0.6104953333432184,2.6909356601574643,-0.8537024917230666,319.7366241697645,506.1723546256687
1546,14.08.2011,Kaiserslautern,Augsburg,1.0,1.0,D,0.0,1.0,A,17.0,13.0,7.0,4.0,21.0,11.0,8.0,1.0,4.0,1.0,0.0,0.0,168,9,1.3235106119610835,-1.3182812690605885,0.8349824626286385,-0.9298262403247726,1.5081018005201041,-1.4691756693005296,0.7996281940179394,-0.9524241069118529,172.55780567441286,4.5869866180444365
1547,14.08.2011,Leverkusen,Werder Bremen,1.0,0.0,H,0.0,0.0,D,16.0,9.0,6.0,1.0,18.0,18.0,7.0,1.0,1.0,2.0,0.0,0.0,405,343,0.7283435650198822,-0.6258189987186329,1.1951185949953742,-0.746123534865607,0.47324297778960117,-1.4087811082970778,2.0373535517363255,-0.5394663687889476,396.67393394631426,351.9696600429547
1548,19.08.2011,M'gladbach,Wolfsburg,4.0,1.0,H,3.0,1.0,H,21.0,7.0,9.0,3.0,13.0,18.0,8.0,6.0,1.0,2.0,0.0,0.0,267,284,2.6772420227454665,-0.37570951421404297,1.4149825968215617,-2.0060901382942093,1.1926257615567124,-0.10895803429393025,1.5391140577573075,-0.5451926258198284,237.77001600761594,314.64076323190875
1549,20.08.2011,Augsburg,Hoffenheim,0.0,2.0,A,0.0,1.0,A,12.0,17.0,4.0,5.0,18.0,18.0,4.0,2.0,1.0,1.0,0.0,0.0,1,299,0.3987695300095101,-1.4496725434656963,1.4761352157532208,-0.5656263544157561,0.8349824626286385,-0.9298262403247726,1.0517508538982925,-0.9847560730671119,4.5869866180444365,295.94796140710423
1550,20.08.2011,Bayern Munich,Hamburg,5.0,0.0,H,3.0,0.0,H,24.0,4.0,13.0,1.0,12.0,16.0,5.0,3.0,2.0,4.0,0.0,0.0,521,322,3.546815280197746,-0.049266110148489806,0.8136824358241557,-3.4278395307707292,2.1136857093709365,-0.3411748001072531,1.311745119348347,-2.193906305272716,506.1723546256687,338.024767300115
1551,20.08.2011,Dortmund,Nurnberg,2.0,0.0,H,0.0,0.0,D,12.0,10.0,5.0,3.0,13.0,13.0,5.0,5.0,0.0,2.0,0.0,0.0,476,246,1.7336098976234902,-0.543117924412631,0.47184101678437335,-1.7686898398092274,1.4891009808414766,-1.0417025214077142,0.8635692117375235,-1.5766257232194618,469.25912018393694,253.19205312187006
1552,20.08.2011,FC Koln,Kaiserslautern,1.0,1.0,D,1.0,1.0,D,10.0,8.0,5.0,3.0,16.0,22.0,7.0,5.0,3.0,4.0,0.0,0.0,269,170,0.8465340802212868,-2.469562688437056,1.0184987964210452,-1.218109033135207,0.8181107821661766,-3.4160024238915065,1.3235106119610835,-1.3182812690605885,272.32189592328785,168.06771135654543
1553,20.08.2011,Stuttgart,Leverkusen,0.0,1.0,A,0.0,1.0,A,11.0,11.0,0.0,3.0,18.0,16.0,5.0,4.0,1.0,0.0,1.0,0.0,379,414,1.1718054332063064,-0.8539868697388007,0.8484663694200762,-0.24466119504835726,2.0000524928738166,-0.7120477045860576,0.7283435650198822,-0.6258189987186329,389.3722417819286,405.39429553234663
1554,20.08.2011,Werder Bremen,Freiburg,5.0,3.0,H,2.0,1.0,H,26.0,11.0,8.0,7.0,17.0,29.0,12.0,1.0,1.0,4.0,0.0,0.0,360,156,3.0040584336278497,-1.8214650474695024,1.996627678173822,-3.3389461370178153,1.1951185949953742,-0.746123534865607,1.1588972945720155,-1.9431255059540744,351.9696600429547,165.12730778724094
1555,21.08.2011,Hannover,Hertha,1.0,1.0,D,1.0,0.0,H,14.0,10.0,6.0,4.0,20.0,20.0,3.0,6.0,1.0,6.0,0.0,0.0,363,160,1.554370643172839,-1.0551512709259578,0.935205302341541,-1.3812448270072522,2.0311661994457766,-1.0697137810678639,0.9073587379316571,-1.7208658518461712,368.6001693659715,154.55645332948038
1556,21.08.2011,Mainz,Schalke 04,2.0,4.0,A,2.0,0.0,H,15.0,12.0,5.0,6.0,15.0,15.0,6.0,5.0,0.0,2.0,0.0,0.0,268,359,1.9830558501602331,-2.0278422454272613,3.347883579867398,-2.0397652903250822,1.9849364871668085,-0.5569840280582761,2.5621821768732893,-2.0602356345521784,276.57751023414266,351.58151293037355
1557,26.08.2011,Hertha,Stuttgart,1.0,0.0,H,0.0,0.0,D,16.0,22.0,5.0,5.0,10.0,13.0,4.0,3.0,0.0,1.0,0.0,0.0,170,364,0.977754955246113,-0.7168023377287444,0.6427781035378485,-0.9115224241809863,0.935205302341541,-1.3812448270072522,1.1718054332063064,-0.8539868697388007,154.55645332948038,379.83306693972287
1558,27.08.2011,Freiburg,Wolfsburg,3.0,0.0,H,2.0,0.0,H,15.0,14.0,4.0,4.0,12.0,21.0,4.0,6.0,0.0,2.0,0.0,0.0,200,278,2.4971310315718624,-1.9099685110334395,0.645618059134296,-2.441664957487398,1.996627678173822,-3.3389461370178153,1.4149825968215617,-2.0060901382942093,165.12730778724094,314.64076323190875
1559,27.08.2011,Hamburg,FC Koln,3.0,4.0,A,1.0,1.0,D,15.0,7.0,6.0,5.0,18.0,21.0,5.0,4.0,1.0,3.0,0.0,0.0,326,281,1.6998561863354653,-4.036582946704045,2.0245109318002985,-2.8309946569812268,0.8136824358241557,-3.4278395307707292,0.8465340802212868,-2.469562688437056,338.024767300115,269.4081505919537
1560,27.08.2011,Hoffenheim,Werder Bremen,1.0,2.0,A,1.0,1.0,D,15.0,9.0,4.0,4.0,16.0,12.0,3.0,6.0,0.0,1.0,0.0,0.0,287,368,1.1949013789120753,-0.9780091673063663,2.75528537510411,-1.4890529823044296,1.4761352157532208,-0.5656263544157561,3.0040584336278497,-1.8214650474695024,295.94796140710423,360.1835444565153
1561,27.08.2011,Kaiserslautern,Bayern Munich,0.0,3.0,A,0.0,1.0,A,4.0,17.0,1.0,12.0,14.0,17.0,1.0,2.0,3.0,1.0,1.0,0.0,165,524,0.630403483994592,-1.817966235684786,3.489513770662993,0.04800911665651787,1.0184987964210452,-1.218109033135207,3.546815280197746,-0.049266110148489806,168.06771135654543,521.8531049447244
1562,27.08.2011,Leverkusen,Dortmund,0.0,0.0,D,0.0,0.0,D,16.0,13.0,6.0,4.0,11.0,13.0,5.0,3.0,2.0,1.0,1.0,1.0,407,474,0.46240174033596876,0.06378799029771298,1.0914796848018953,-0.28164848521589825,0.8484663694200762,-0.24466119504835726,1.7336098976234902,-0.543117924412631,405.39429553234663,476.3904650805068
1563,27.08.2011,Nurnberg,Augsburg,1.0,0.0,H,0.0,0.0,D,15.0,12.0,6.0,2.0,12.0,17.0,4.0,3.0,4.0,2.0,0.0,0.0,256,-2,0.6136915675570213,-1.0555849586295785,0.11728283642724652,-1.3293338937214325,0.47184101678437335,-1.7686898398092274,0.3987695300095101,-1.4496725434656963,253.19205312187006,1.43767759657388
1564,28.08.2011,Hannover,Mainz,1.0,1.0,D,1.0,1.0,D,19.0,9.0,8.0,2.0,15.0,24.0,8.0,9.0,2.0,0.0,0.0,0.0,360,271,1.2180013713046167,-0.9115875630586945,1.6254614609678089,-1.6151512319789614,1.554370643172839,-1.0551512709259578,1.9830558501602331,-2.0278422454272613,363.116329889325,268.70337671042597
1565,28.08.2011,Schalke 04,M'gladbach,1.0,0.0,H,0.0,0.0,D,22.0,12.0,9.0,5.0,11.0,13.0,8.0,6.0,2.0,3.0,0.0,0.0,359,259,2.5454635481403685,-0.940198053609993,1.5557515075146675,-0.4166355028662308,3.347883579867398,-2.0397652903250822,2.6772420227454665,-0.37570951421404297,351.58151293037355,267.5363564077931
1566,09.09.2011,Augsburg,Leverkusen,1.0,4.0,A,1.0,2.0,A,17.0,17.0,4.0,9.0,14.0,9.0,4.0,2.0,1.0,3.0,0.0,0.0,0,409,0.5812752715542433,-2.7730334660338993,1.942371904455743,-0.387473097119649,0.11728283642724652,-1.3293338937214325,0.46240174033596876,0.06378799029771298,1.43767759657388,407.4097546795241
1567,10.09.2011,Bayern Munich,Freiburg,7.0,0.0,H,3.0,0.0,H,25.0,3.0,12.0,1.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,530,192,5.44220004278519,0.34214707685680645,1.6034752793395148,-4.013455314047751,3.489513770662993,0.04800911665651787,2.4971310315718624,-1.9099685110334395,521.8531049447244,200.83532741313053
1568,10.09.2011,Dortmund,Hertha,1.0,2.0,A,0.0,0.0,D,25.0,11.0,6.0,6.0,13.0,7.0,4.0,1.0,1.0,3.0,0.0,0.0,459,187,1.0925745107850915,-1.0538109338541723,1.479370480297049,-0.8114296472323288,1.0914796848018953,-0.28164848521589825,0.977754955246113,-0.7168023377287444,476.3904650805068,170.26236000732817
1569,10.09.2011,Mainz,Hoffenheim,0.0,4.0,A,0.0,2.0,A,13.0,9.0,2.0,5.0,18.0,24.0,7.0,4.0,0.0,0.0,0.0,0.0,259,297,0.8936622671915848,-2.8601068476228413,2.3893000058671916,-0.49954794616753084,1.6254614609678089,-1.6151512319789614,1.1949013789120753,-0.9780091673063663,268.70337671042597,287.77602817328204
1570,10.09.2011,M'gladbach,Kaiserslautern,1.0,0.0,H,0.0,0.0,D,19.0,5.0,4.0,2.0,21.0,19.0,4.0,3.0,2.0,4.0,0.0,0.0,274,158,1.245098912736069,-0.18159675379207024,0.37130258327261123,-1.4805915332109827,1.5557515075146675,-0.4166355028662308,0.630403483994592,-1.817966235684786,267.5363564077931,165.75934632838914
1571,10.09.2011,Stuttgart,Hannover,3.0,0.0,H,1.0,0.0,H,17.0,9.0,7.0,5.0,8.0,13.0,9.0,4.0,0.0,1.0,0.0,0.0,401,338,1.7877878693288185,-0.41745134370003933,0.7090694391028804,-1.8462687432455818,0.6427781035378485,-0.9115224241809863,1.2180013713046167,-0.9115875630586945,379.83306693972287,360.46387664276483
1572,10.09.2011,Werder Bremen,Hamburg,2.0,0.0,H,0.0,0.0,D,22.0,8.0,5.0,3.0,13.0,15.0,11.0,6.0,3.0,5.0,0.0,0.0,375,310,2.217480491102063,-0.7181760906483354,0.9726381051286238,-3.2456792803022703,2.75528537510411,-1.4890529823044296,1.6998561863354653,-4.036582946704045,360.1835444565153,326.075104907731
1573,11.09.2011,FC Koln,Nurnberg,1.0,2.0,A,1.0,2.0,A,10.0,13.0,2.0,5.0,24.0,18.0,2.0,5.0,3.0,1.0,1.0,1.0,259,267,1.6333712125464892,-2.692660214668639,1.0469747028895584,-0.9555691975751754,2.0245109318002985,-2.8309946569812268,0.6136915675570213,-1.0555849586295785,269.4081505919537,256.9945022594847
1574,11.09.2011,Wolfsburg,Schalke 04,2.0,1.0,H,1.0,1.0,D,12.0,6.0,6.0,2.0,17.0,19.0,9.0,3.0,1.0,3.0,0.0,0.0,325,347,1.285986530257686,-1.7078576549120776,1.8774325107237206,-1.426875467224035,0.645618059134296,-2.441664957487398,2.5454635481403685,-0.940198053609993,314.64076323190875,359.2086039242634
1575,16.09.2011,Freiburg,Stuttgart,1.0,2.0,A,0.0,1.0,A,18.0,12.0,3.0,5.0,20.0,21.0,6.0,5.0,3.0,4.0,0.0,0.0,196,406,1.4499906316246918,-3.284936087613742,1.7067504073787938,-0.5796582608594381,1.6034752793395148,-4.013455314047751,1.7877878693288185,-0.41745134370003933,200.83532741313053,401.81611932426335
1576,17.09.2011,Hamburg,M'gladbach,0.0,1.0,A,0.0,0.0,D,5.0,12.0,2.0,4.0,22.0,15.0,2.0,8.0,2.0,3.0,0.0,0.0,314,286,0.585199221481381,-2.3729121860969102,0.9815727971979293,-0.040348068434871265,0.9726381051286238,-3.2456792803022703,1.245098912736069,-0.18159675379207024,326.075104907731,274.68799140068404
1577,17.09.2011,Hertha,Augsburg,2.0,2.0,D,0.0,1.0,A,17.0,7.0,5.0,3.0,13.0,20.0,3.0,2.0,2.0,4.0,0.0,1.0,165,4,1.5779773669314183,-1.4344841205759251,1.1839865296494114,-2.5358987454047597,1.479370480297049,-0.8114296472323288,0.5812752715542433,-2.7730334660338993,170.26236000732817,-0.32447452180818503
1578,17.09.2011,Hoffenheim,Wolfsburg,3.0,1.0,H,2.0,0.0,H,14.0,10.0,8.0,6.0,15.0,15.0,4.0,6.0,3.0,1.0,0.0,1.0,307,305,2.779830296802985,-0.6514691500724961,1.2223079376519919,-2.2199322472196754,2.3893000058671916,-0.49954794616753084,1.285986530257686,-1.7078576549120776,287.77602817328204,325.9165388898865
1579,17.09.2011,Kaiserslautern,Mainz,3.0,1.0,H,1.0,1.0,D,15.0,11.0,7.0,1.0,13.0,20.0,6.0,3.0,0.0,2.0,0.0,0.0,189,235,1.3745507585925267,-1.313661924857916,0.894331176387501,-3.11574793494021,0.37130258327261123,-1.4805915332109827,0.8936622671915848,-2.8601068476228413,165.75934632838914,259.251780982768
