,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PointsLast3MatchesHT,PointsLast3MatchesAT,PointsLast5MatchesHT,PointsLast5MatchesAT,PointsLast10MatchesHT,PointsLast10MatchesAT,PointsLastAllMatchesHT,PointsLastAllMatchesAT,PDiff3Matches,PQuot3Matches,PDiff5Matches,PQuot5Matches,PDiff10Matches,PQuot10Matches,PDiffAllMatches,PQuotAllMatches,MarketValueHT,MarketValueAT,MarketValueDiff,MarketValueQuot,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend,HomeEloOld,AwayEloOld,HomeAttackOld,HomeDefendOld,AwayAttackOld,AwayDefendOld,DiffEloOld,DiffAttackOld,DiffDefendOld,DiffElo,DiffAttack,DiffDefend,QuotEloOld,QuotAttackOld,QuotDefendOld,QuotElo,QuotAttack,QuotDefend,DirectComparisonHG,DirectComparisonAG,DirectComparisonGoalDiff,DirectComparisonGoalQuot,ProbAwayWin,ProbDraw,ProbHomeWin,predictedResults
4387,20/11/2021,Leverkusen,Bochum,1,0,2,1,0,H,11,19,5,7,10,13,7,7,3,2,0,0,2.0,6.0,5.0,9.0,17.0,13.0,18,13,-4.0,0.3333333333333333,-4.0,0.5555555555555556,4.0,1.3076923076923077,5,1.3846153846153846,352.75,36.9,315.85,9.559620596205962,1842.547783942676,1217.4781303526522,1.0614406821079698,-1.0252013574804049,0.7886349485591577,-0.7408553960527927,1842.0116955166511,1218.014218778677,1.0178364453939643,-1.9336934098067944,1.4668561891907337,-0.5976567701060623,623.997476737974,-0.4490197437967691,-1.336036639700732,625.0696535900238,0.2728057335488121,-0.2843459614276121,1.51230721868228,0.6938897302233193,3.235458053062185,1.5134134552453664,1.34592143557324,1.383807640387828,1.4,1.4,0.0,1.0,0.18183558,0.24135853,0.57680595,2
4388,20/11/2021,M'gladbach,Greuther Furth,4,0,2,3,0,H,19,4,11,2,11,13,7,7,1,3,0,0,4.0,0.0,8.0,0.0,14.0,1.0,15,1,4.0,inf,8.0,inf,13.0,14.0,14,15.0,300.0,39.23,260.77,7.647208768799389,1862.833725336338,991.6626969213888,2.3999956788967944,-0.4154318108867981,0.4625319534470655,-3.469752472751773,1862.5788534237736,991.9175688339532,1.2063137046713102,-0.8293183949574099,0.8231374876926645,-2.8316030921821964,870.6612845898205,0.3831762169786457,2.0022846972247867,871.1710284149493,1.937463725449729,3.0543206618649754,1.87775568449032,1.4655069447179794,0.2928794636674483,1.8784953100681256,5.188821358201498,0.1197295236905846,1.2,0.7,0.5,1.7142857142857144,0.2109006,0.250689,0.5384104,2
4389,20/11/2021,Union Berlin,Hertha,2,0,2,2,0,H,16,6,5,3,17,13,7,6,1,1,0,0,2.0,4.0,8.0,7.0,16.0,13.0,17,13,-2.0,0.5,1.0,1.1428571428571428,3.0,1.2307692307692308,4,1.3076923076923077,77.8,137.05,-59.250000000000014,0.5676760306457497,1640.6295244649675,1699.071720560645,2.0225811069308315,-1.372800161582023,0.2230239251334235,-1.5700200850403887,1616.4144102411549,1723.2868347844578,1.8994394425794885,-2.3227599210372127,0.6313983125298822,-1.316548357450788,-106.87242454330315,1.268041130049606,-1.0062115635864246,-58.442196095677446,1.799557181797408,0.197219923458366,0.9379833801395748,3.008306175176218,1.764279988571583,0.9656034554701476,9.068897454480846,0.8743838213679332,0.75,2.0,-1.25,0.375,0.24374513,0.23871745,0.51753736,2
4390,21/11/2021,Freiburg,Ein Frankfurt,0,2,0,0,2,A,20,13,6,7,10,16,10,4,0,4,0,0,6.0,4.0,10.0,7.0,21.0,12.0,22,12,2.0,1.5,3.0,1.4285714285714286,9.0,1.75,10,1.8333333333333333,125.15,231.25,-106.1,0.5411891891891892,1805.7170219132215,1843.63003029526,0.9749907990522564,-1.389118263343879,1.510596387826396,-0.5765430328941226,1815.170530528737,1834.1765216797448,1.7834786809718195,-0.841544795988408,1.0947778731910094,-1.1174670124410473,-19.00599115100772,0.6887008077808101,0.2759222164526392,-37.913008382038015,-0.5356055887741396,-0.8125752304497564,0.989637861500047,1.6290781213666805,0.7530824504162303,0.9794356743169528,0.6454343509024109,2.4093921599759915,1.6,2.2,-0.6000000000000001,0.7272727272727273,0.1949501,0.23741525,0.56763464,2
4391,21/11/2021,Mainz,FC Koln,1,1,1,1,0,H,11,12,2,6,18,7,5,7,2,1,0,0,7.0,2.0,7.0,5.0,14.0,11.0,17,14,5.0,3.5,2.0,1.4,3.0,1.2727272727272727,3,1.2142857142857142,100.5,76.66,23.840000000000003,1.3109835637881555,1685.622266974564,1657.9837306162028,1.3144139690050811,-1.0960102092529564,1.11006463517348,-1.671050641106132,1686.4642375991475,1657.141759991619,1.7303751143222956,-1.1926774264303623,1.1953054581281592,-2.1365638195708274,29.322477607528757,0.5350696561941364,0.9438863931404652,27.63853635836108,0.2043493338316013,0.5750404318531754,1.017694610271409,1.4476426109791651,0.5582222330573472,1.0166699683766431,1.1840877795369689,0.6558809064741842,1.8,1.4,0.4000000000000001,1.2857142857142858,0.070045814,0.11806636,0.81188786,2
4392,26/11/2021,Stuttgart,Mainz,2,1,2,1,1,D,8,18,3,5,7,17,5,6,2,2,0,0,0.0,5.0,2.0,8.0,7.0,15.0,10,18,-5.0,0.0,-6.0,0.25,-8.0,0.4666666666666667,-8,0.5555555555555556,169.63,100.5,69.13,1.687860696517413,1695.183758146109,1675.60927164766,1.2432738663944058,-1.5364638308202645,1.1294507517756427,-1.529597147483797,1685.170762819205,1685.622266974564,0.6084402280816406,-1.92122492311344,1.3144139690050811,-1.0960102092529564,-0.4515041553588617,-0.7059737409234408,-0.8252147138604833,19.574486498449232,0.1138231146187631,-0.0068666833364674,0.9997321439303426,0.4628984798009921,1.752926119568678,1.011682011331437,1.1007774039193994,1.0044892103438892,2.0,1.6,0.3999999999999999,1.25,0.1958057,0.244625,0.55956924,2
4393,27/11/2021,Bochum,Freiburg,2,1,2,0,0,D,13,22,5,11,12,13,4,7,2,1,0,0,3.0,3.0,9.0,7.0,10.0,18.0,13,22,0.0,1.0,2.0,1.2857142857142858,-8.0,0.5555555555555556,-9,0.5909090909090909,36.9,125.15,-88.25,0.2948461845785057,1237.357655441362,1786.3735852505367,1.3192570599314886,-0.8411607726514634,1.0042241528262272,-1.7032917820984883,1218.014218778677,1805.7170219132215,0.7886349485591577,-0.7408553960527927,0.9749907990522564,-1.389118263343879,-587.7028031345446,-0.1863558504930986,0.6482628672910863,-549.0159298091746,0.3150329071052613,0.8621310094470249,0.6745321686607061,0.8088639906404793,0.5333278062800852,0.6926645499338954,1.3137077575944094,0.4938442030261762,0.8,1.6,-0.8,0.5,0.4337196,0.21903674,0.3472437,0
4394,27/11/2021,FC Koln,M'gladbach,4,1,2,0,0,D,15,15,9,5,15,11,4,4,1,3,0,0,2.0,7.0,3.0,8.0,12.0,17.0,15,18,-5.0,0.2857142857142857,-5.0,0.375,-5.0,0.7058823529411765,-3,0.8333333333333334,76.66,300.0,-223.34,0.2555333333333333,1697.2624282121556,1822.7130571158016,2.6418614206225755,-1.2444071908292331,1.8444464004568424,-1.9294122042264268,1657.141759991619,1862.833725336338,1.11006463517348,-1.671050641106132,2.3999956788967944,-0.4154318108867981,-205.6919653447192,-1.2899310437233145,-1.2556188302193338,-125.45062890364602,0.7974150201657331,0.6850050133971937,0.8895811458923522,0.4625277640848683,4.0224426664367305,0.93117368177405,1.4323329861839438,0.6449669946646587,1.2,1.6,-0.4000000000000001,0.7499999999999999,0.49534404,0.20553076,0.2991252,0
4395,27/11/2021,Greuther Furth,Hoffenheim,3,6,0,1,2,A,14,20,7,11,17,17,4,10,1,0,0,0,0.0,6.0,0.0,9.0,0.0,13.0,1,17,-6.0,0.0,-9.0,0.0,-13.0,0.0,-16,0.0588235294117647,39.23,207.65,-168.42000000000002,0.1889236696364074,991.771789965099,1845.7266591251253,1.709098836265159,-4.957500338404683,3.435787243025292,-1.6862808186631404,991.9175688339532,1845.5808802562708,0.4625319534470655,-3.469752472751773,1.688759656521403,-0.6398690771140565,-853.6633114223175,-1.2262277030743374,-2.829883395637717,-853.9548691600263,-1.7266884067601325,-3.271219519741543,0.5374554859368824,0.2738885617387459,5.42259752323254,0.537334054889362,0.4974402416024623,2.939901992323509,0.6,1.5,-0.9,0.3999999999999999,0.4294305,0.22025046,0.35031906,0
4396,27/11/2021,Hertha,Augsburg,1,1,1,1,0,H,10,20,4,7,11,14,5,6,2,3,0,0,1.0,6.0,7.0,7.0,13.0,11.0,13,12,-5.0,0.1666666666666666,0.0,1.0,2.0,1.181818181818182,1,1.0833333333333333,137.05,97.1,39.95000000000002,1.4114315139031928,1723.4016492587912,1727.161259019918,0.5098447639701458,-1.2627107547788716,1.4349201475094984,-1.0839953506949511,1723.2868347844578,1727.2760734942517,0.2230239251334235,-1.5700200850403887,1.7484143869709716,-1.036361513905951,-3.9892387097936535,-1.525390461837548,-0.5336585711344377,-3.759609761126967,-0.9250753835393526,-0.1787154040839205,0.99769044522123,0.1275578185557028,1.5149347635682917,0.997823243347144,0.3553122902727734,1.1648673160538427,2.2,1.6,0.6000000000000001,1.375,0.21154308,0.25413245,0.5343244,2
4397,27/11/2021,Wolfsburg,Dortmund,1,3,0,1,1,D,15,16,7,8,9,11,7,7,4,1,0,0,7.0,6.0,7.0,12.0,14.0,24.0,20,27,1.0,1.1666666666666667,-5.0,0.5833333333333334,-10.0,0.5833333333333334,-7,0.7407407407407407,287.75,565.9,-278.15,0.5084820639688992,1787.1054372272145,1982.152983522412,1.1709516409999066,-1.9625574605144656,2.5217011965888387,-1.0661851871034334,1792.237501903331,1977.0209188462952,1.3015399511129453,-1.145538618152152,2.027233406645035,-1.1400866275654746,-184.78341694296432,-0.7256934555320895,-0.0054519905866772,-195.0475462951972,-1.3507495555889322,-0.8963722734110322,0.9065344148959252,0.6420276751787185,1.004782084496789,0.9015981370173632,0.4643498772114154,1.8407285003145264,0.0,2.2,-2.2,0.0,0.77150184,0.10872837,0.119769834,0
4398,27/11/2021,Bayern Munich,Bielefeld,1,0,2,0,0,D,23,8,9,0,8,13,13,4,1,1,0,0,6.0,4.0,12.0,5.0,24.0,7.0,28,9,2.0,1.5,7.0,2.4,17.0,3.4285714285714284,19,3.111111111111111,852.9,53.45,799.4499999999999,15.956969130028062,2078.6445251043438,1252.949266163909,2.1226071917650997,-0.6300439732653625,0.7539626571099626,-1.2997393935255888,2078.4731642705915,1253.1206269976606,2.9369924004229517,-1.2745401664303826,1.3323490460290126,-1.704104467993962,825.3525372729309,1.604643354393939,0.4295643015635795,825.6952589404343,1.3686445346551368,0.6696954202602262,1.658637739648724,2.204371601553274,0.747923727898411,1.6590013508435368,2.8152683315926152,0.4847463856245413,2.6,1.0,1.6,2.6,0.08341749,0.14585605,0.77072644,2
4399,28/11/2021,Ein Frankfurt,Union Berlin,2,1,2,1,0,H,17,7,4,4,4,7,7,2,0,4,0,0,7.0,4.0,7.0,8.0,14.0,18.0,15,20,3.0,1.75,-1.0,0.875,-4.0,0.7777777777777778,-5,0.75,231.25,77.8,153.45,2.9723650385604112,1839.1184964801205,1635.6875496645916,1.7725227221937447,-0.6075167571924727,1.6881735971827103,-1.636434760714546,1834.1765216797448,1640.6295244649675,1.510596387826396,-0.5765430328941226,2.0225811069308315,-1.372800161582023,193.5469972147771,-0.5119847191044355,0.7962571286879001,203.43094681552884,0.0843491250110342,1.0289180035220733,1.1179711777269736,0.7468656671665704,0.4199759360675709,1.1243702972840035,1.049964722319908,0.3712441044256489,2.75,2.0,0.75,1.375,0.24224806,0.24659,0.511162,2
4400,28/11/2021,RB Leipzig,Leverkusen,1,3,0,0,2,A,14,11,3,4,10,9,7,2,1,3,0,0,4.0,4.0,8.0,5.0,15.0,17.0,18,21,0.0,1.0,3.0,1.6,-2.0,0.8823529411764706,-3,0.8571428571428571,505.55,352.75,152.8,1.4331679659815737,1887.763064544024,1854.1692382580964,1.2741243514193576,-2.159467356360051,1.8934670067724748,-0.9814853044978332,1899.3845188594444,1842.547783942676,1.4436392337670532,-1.2674359065976752,1.0614406821079698,-1.0252013574804049,56.83673491676837,0.3821985516590833,-0.2422345491172703,33.59382628592766,-0.6193426553531172,-1.1779820518622175,1.030846817332004,1.3600752807967145,1.2362799730509528,1.018117993542751,0.6729054939231167,2.200203453341484,1.6,1.0,0.6000000000000001,1.6,0.18110254,0.24086943,0.5780281,2
4401,03/12/2021,Union Berlin,RB Leipzig,2,1,2,1,1,D,14,11,5,2,12,8,5,7,1,1,0,0,4.0,3.0,5.0,7.0,15.0,15.0,20,18,1.0,1.3333333333333333,-2.0,0.7142857142857143,0.0,1.0,2,1.1111111111111112,77.8,505.55,-427.75,0.1538918010088023,1656.7444852791257,1871.6481037298656,1.7851750786941878,-1.3635061815191716,1.125889446947202,-2.1265202128882583,1640.6295244649675,1887.763064544024,1.6881735971827103,-1.636434760714546,1.2741243514193576,-2.159467356360051,-247.1335400790565,0.4140492457633529,0.5230325956455051,-214.90361845074017,0.6592856317469857,0.7630140313690867,0.8690865687963071,1.3249676888304565,0.7577955535632097,0.8851794746980082,1.5855687106177332,0.6411912631985969,0.75,2.25,-1.5,0.3333333333333333,0.45953086,0.21462625,0.32584292,0
4402,04/12/2021,Augsburg,Bochum,2,3,0,0,3,A,16,12,7,6,9,6,13,6,0,2,0,0,4.0,6.0,7.0,9.0,12.0,13.0,13,16,-2.0,0.6666666666666666,-2.0,0.7777777777777778,-1.0,0.9230769230769232,-3,0.8125,97.1,36.9,60.2,2.6314363143631434,1708.400922892556,1256.2328060430575,1.7916799956120035,-2.0125899616929086,2.072961917245567,-1.301765483455664,1727.2760734942517,1237.357655441362,1.4349201475094984,-1.0839953506949511,1.3192570599314886,-0.8411607726514634,489.91841805288936,0.1156630875780098,-0.2428345780434877,452.1681168494986,-0.2812819216335633,-0.7108244782372446,1.3959392144206977,1.0876728964285522,1.288689850904527,1.359939745781484,0.8643091707119662,1.5460464939892948,1.1,0.9,0.2,1.2222222222222223,0.36162296,0.23828089,0.40009615,1
4403,04/12/2021,Bielefeld,FC Koln,1,1,1,0,1,A,18,9,5,3,14,10,7,1,1,1,0,0,4.0,5.0,4.0,6.0,6.0,12.0,9,18,-1.0,0.8,-2.0,0.6666666666666666,-6.0,0.5,-9,0.5,53.45,76.66,-23.21,0.6972345421340986,1261.6810547122734,1688.7020004975427,0.8156757618400725,-0.982104443375671,2.0284003324671507,-1.1757950240382615,1253.1206269976606,1697.2624282121556,0.7539626571099626,-1.2997393935255888,2.6418614206225755,-1.2444071908292331,-444.141801214495,-1.887898763512613,-0.0553322026963556,-427.0209457852693,-1.2127245706270782,0.1936905806625904,0.7383187220597699,0.2853906912847402,1.0444647082595884,0.7471306686085194,0.4021276021227837,0.8352684126886664,1.25,1.0,0.25,1.25,0.37769514,0.2322219,0.390083,1
4404,04/12/2021,Hoffenheim,Ein Frankfurt,3,2,2,2,1,H,8,17,4,2,9,12,4,6,2,2,0,0,6.0,9.0,9.0,10.0,16.0,16.0,20,18,-3.0,0.6666666666666666,-1.0,0.9,0.0,1.0,2,1.1111111111111112,207.65,231.25,-23.599999999999994,0.897945945945946,1855.394899346786,1829.3044773896052,3.571427432241748,-1.8323601713902449,1.8787816799473096,-1.433269544215077,1845.5808802562708,1839.1184964801205,3.435787243025292,-1.6862808186631404,1.7725227221937447,-0.6075167571924727,6.462383776150318,1.6632645208315466,-1.0787640614706675,26.09042195718075,1.6926457522944385,-0.3990906271751677,1.0035138485032469,1.9383600559845149,2.775694330566252,1.01426248187749,1.9009273245318787,1.278447713332057,1.0,2.2,-1.2000000000000002,0.4545454545454545,0.086600475,0.17424425,0.73915523,2
4405,04/12/2021,Leverkusen,Greuther Furth,7,1,2,3,1,H,13,8,8,3,13,8,4,3,0,1,0,0,7.0,0.0,8.0,0.0,17.0,0.0,24,1,7.0,inf,8.0,inf,17.0,inf,23,24.0,352.75,39.23,313.52,8.991842977313281,1842.8961501237245,991.4234237840506,4.0637293369322105,-0.899790960778001,1.4557129025684743,-6.090471544386401,1842.547783942676,991.771789965099,1.8934670067724748,-0.9814853044978332,1.709098836265159,-4.957500338404683,850.7759939775771,0.1843681705073159,3.97601503390685,851.4727263396737,2.608016434363736,5.190680583608399,1.8578344358912613,1.1078744930341244,0.1979798764499275,1.8588386212318695,2.791573345102682,0.1477374870271481,1.9,0.9,1.0,2.111111111111111,0.050414264,0.09147374,0.85811204,2
4406,04/12/2021,Mainz,Wolfsburg,3,0,2,2,0,H,12,16,5,0,18,10,6,5,1,1,0,0,2.0,4.0,8.0,7.0,12.0,11.0,18,20,-2.0,0.5,1.0,1.1428571428571428,1.0,1.0909090909090908,-2,0.9,100.5,287.75,-187.25,0.3492615117289314,1717.4173772020022,1755.3103269997762,1.9605870372954688,-0.8096292620523848,0.6306411178683935,-2.4815250331596075,1685.622266974564,1787.1054372272145,1.1294507517756427,-1.529597147483797,1.1709516409999066,-1.9625574605144656,-101.48317025265057,-0.0415008892242638,0.4329603130306685,-37.89294979777401,1.329945919427075,1.6718957711072229,0.9432136637611562,0.964557981925859,0.7793897392858132,0.9784123928316756,3.1088791735026344,0.326262782455804,0.6,2.4,-1.7999999999999998,0.25,0.45621234,0.2150583,0.3287294,0
4407,04/12/2021,Dortmund,Bayern Munich,2,3,0,1,2,A,11,16,4,6,10,10,4,6,2,2,0,0,6.0,6.0,12.0,12.0,24.0,24.0,30,31,0.0,1.0,0.0,1.0,0.0,1.0,-1,0.967741935483871,565.9,852.9,-287.0,0.6635009965998359,1969.8652262492128,2085.800217701426,2.497307751209854,-1.9010398429690083,2.588999514482061,-1.0816140143896198,1977.0209188462952,2078.6445251043438,2.5217011965888387,-1.0661851871034334,2.1226071917650997,-0.6300439732653625,-101.62360625804808,0.3990940048237394,-0.4361412138380708,-115.93499145221335,-0.0916917632722067,-0.8194258285793885,0.9511106372298328,1.1880206598621124,1.6922393235152435,0.944417020159306,0.9645840940644016,1.757595424687438,0.8,3.4,-2.6,0.2352941176470588,0.4603695,0.21335863,0.32627195,0
4408,05/12/2021,Stuttgart,Hertha,2,2,1,2,1,H,10,15,3,8,9,16,7,5,0,1,0,0,3.0,2.0,4.0,5.0,10.0,14.0,13,14,1.0,1.5,-1.0,0.8,-4.0,0.7142857142857143,-1,0.9285714285714286,169.63,137.05,32.579999999999984,1.2377234585917547,1695.994153251898,1722.5912541530022,1.6192073221491448,-1.896559298766397,1.0815830651355416,-1.5867933064681516,1695.183758146109,1723.4016492587912,1.2432738663944058,-1.5364638308202645,0.5098447639701458,-1.2627107547788716,-28.21789111268208,0.7334291024242601,-0.2737530760413929,-26.597100901104117,0.5376242570136032,-0.3097659922982454,0.983626631014994,2.43853414657644,1.2167979285876385,0.9845598305245188,1.497071629857878,1.195215086322563,1.4,1.0,0.3999999999999999,1.4,0.20265532,0.25886723,0.5384775,2
4409,05/12/2021,M'gladbach,Freiburg,0,6,0,0,6,A,19,15,3,8,12,15,3,3,2,1,0,0,4.0,0.0,7.0,6.0,17.0,15.0,18,22,4.0,inf,1.0,1.1666666666666667,2.0,1.1333333333333333,-4,0.8181818181818182,300.0,125.15,174.85,2.3971234518577704,1851.2044257640352,1817.3463214855249,0.9398675275232156,-4.080354608538238,3.117595769449112,-0.9470739228711532,1862.833725336338,1805.7170219132215,1.8444464004568424,-1.9294122042264268,1.0042241528262272,-1.7032917820984883,57.116703423116405,0.8402222476306151,-0.2261204221279384,33.85810427851061,-2.1777282419258968,-3.133280685667085,1.0316310378259597,1.836687949862533,1.1327549539688109,1.018630518508346,0.3014719023978188,4.308380275288563,1.8,1.4,0.4000000000000001,1.2857142857142858,0.13073076,0.1895139,0.67975533,2
4410,10/12/2021,FC Koln,Augsburg,0,2,0,0,0,D,14,12,4,4,12,15,9,4,2,4,0,0,5.0,4.0,6.0,7.0,12.0,11.0,19,13,1.0,1.25,-1.0,0.8571428571428571,1.0,1.0909090909090908,6,1.4615384615384617,76.66,97.1,-20.44,0.7894953656024717,1687.582910071275,1718.0804410334367,1.0161764625803555,-1.510911890572413,1.9309360109359504,-1.1308466682355234,1697.2624282121556,1708.400922892556,2.0284003324671507,-1.1757950240382615,1.7916799956120035,-2.0125899616929086,-11.138494680400528,0.2367203368551471,0.8367949376546471,-30.497530962161814,-0.914759548355595,-0.3800652223368896,0.9934801635077898,1.1321219957999744,0.5842198591953777,0.9822490669040984,0.526261075885058,1.3360890852956315,1.2,1.2,0.0,1.0,0.21157628,0.2392791,0.5491446,2
4411,11/12/2021,Bayern Munich,Mainz,2,1,2,0,1,A,21,9,7,4,9,10,7,2,3,3,0,0,6.0,4.0,12.0,8.0,24.0,12.0,34,21,2.0,1.5,4.0,1.5,12.0,2.0,13,1.619047619047619,852.9,100.5,752.4,8.486567164179105,2080.8668479247417,1715.1950543816038,2.51692103879474,-0.9309353793315788,1.6089999758932203,-1.191403158933398,2078.6445251043438,1717.4173772020022,2.588999514482061,-1.0816140143896198,1.9605870372954688,-0.8096292620523848,361.22714790234113,0.6284124771865922,-0.2719847523372349,365.67179354313794,0.9079210629015192,0.2604677796018192,1.2103316017978394,1.3205226114589923,1.3359374038035163,1.2131954570467072,1.5642766168455011,0.7813772964686424,4.2,1.2,3.0,3.5000000000000004,0.029042609,0.0571752,0.9137822,2
4412,11/12/2021,Bochum,Dortmund,1,1,1,1,0,H,4,23,3,8,8,18,0,15,0,3,0,0,6.0,6.0,9.0,9.0,16.0,21.0,19,30,0.0,1.0,0.0,1.0,-5.0,0.7619047619047619,-11,0.6333333333333333,36.9,565.9,-529.0,0.0652058667609118,1247.06698364506,1960.1558980455147,1.5579712179073533,-1.0014399582585582,1.935637349723839,-1.493403499617211,1237.357655441362,1969.8652262492128,2.072961917245567,-1.301765483455664,2.497307751209854,-1.9010398429690083,-732.5075708078505,-0.4243458339642871,0.5992743595133443,-713.0889144004548,-0.3776661318164858,0.4919635413586527,0.6281433059242302,0.8300786782250977,0.6847649660107024,0.6362080612509032,0.804887970429808,0.6705756070045685,1.0,2.4,-1.4,0.4166666666666667,0.43527955,0.21781848,0.34690198,0
4413,11/12/2021,Freiburg,Hoffenheim,1,2,0,1,1,D,14,14,6,8,13,9,6,7,4,3,0,0,3.0,9.0,6.0,12.0,17.0,19.0,25,23,-6.0,0.3333333333333333,-6.0,0.5,-2.0,0.8947368421052632,2,1.0869565217391304,125.15,207.65,-82.5,0.6026968456537443,1797.1372010235798,1863.974720236428,2.2194523344819146,-1.145492772764252,3.088955548555561,-1.3677935653086637,1805.7170219132215,1855.394899346786,3.117595769449112,-0.9470739228711532,3.571427432241748,-1.8323601713902449,-49.67787743356439,-0.453831662792636,0.8852862485190914,-66.83751921284829,-0.8695032140736463,0.2223007925444116,0.9732251730070756,0.8729270938853234,0.5168601335361874,0.9641424754921728,0.7185122283549085,0.8374748952015679,2.0,1.2,0.8,1.6666666666666667,0.31204757,0.24518254,0.4427699,2
4414,11/12/2021,Hertha,Bielefeld,2,0,2,0,0,D,18,9,9,1,10,15,6,4,1,1,0,0,2.0,2.0,3.0,5.0,12.0,7.0,15,10,0.0,1.0,-2.0,0.6,5.0,1.7142857142857142,5,1.5,137.05,53.45,83.60000000000001,2.5640785781103834,1725.280848933882,1259.8018550371826,1.5532263602877547,-0.8897863463125857,0.3985740578609721,-1.419661982073825,1723.4016492587912,1261.6810547122734,1.0815830651355416,-1.5867933064681516,0.8156757618400725,-0.982104443375671,461.72059454651776,0.2659073032954691,-0.6046888630924806,465.4789938966994,1.1546523024267827,0.5298756357612393,1.3659566677505617,1.325996328118923,1.6157072877239569,1.369485877509651,3.89695799225734,0.6267592973172365,0.6,0.6,0.0,1.0,0.23050183,0.25415868,0.51533943,2
4415,11/12/2021,RB Leipzig,M'gladbach,4,1,2,2,0,H,19,12,10,4,20,15,6,0,3,2,0,0,0.0,3.0,4.0,7.0,15.0,14.0,18,18,-3.0,0.0,-3.0,0.5714285714285714,1.0,1.0714285714285714,0,1.0,505.55,300.0,205.55,1.6851666666666667,1908.4261258665613,1830.541364441498,2.1936365782747216,-1.7115916921147596,0.8734682431876647,-4.276017058052059,1887.763064544024,1851.2044257640352,1.125889446947202,-2.1265202128882583,0.9398675275232156,-4.080354608538238,36.55863877998877,0.1860219194239866,1.95383439564998,77.88476142506329,1.320168335087057,2.564425365937299,1.0197485692402124,1.1979235519650313,0.5211606384500173,1.0425473922294164,2.511409653852085,0.4002770963908352,2.0,1.4,0.6000000000000001,1.4285714285714286,0.13150808,0.19784328,0.67064863,2
4416,11/12/2021,Wolfsburg,Stuttgart,0,2,0,0,1,A,19,12,3,3,17,9,5,3,2,2,0,0,1.0,4.0,7.0,4.0,8.0,10.0,20,14,-3.0,0.25,3.0,1.75,-2.0,0.8,6,1.4285714285714286,287.75,169.63,118.12,1.6963390909626834,1774.5415484095386,1708.558042069574,0.1570807863219463,-2.348552230456112,1.7184355475362014,-1.1657144634387548,1787.1054372272145,1695.994153251898,0.6306411178683935,-2.4815250331596075,1.6192073221491448,-1.896559298766397,91.11128397531638,-0.9885662042807511,-0.5849657343932104,65.9835063399646,-1.561354761214255,-1.1828377670173569,1.0537214611268677,0.3894752137307253,1.3084352462766111,1.0386194116414325,0.0914091811864344,2.014689106222539,1.4,1.0,0.3999999999999999,1.4,0.1833873,0.24890156,0.5677112,2
4417,12/12/2021,Greuther Furth,Union Berlin,1,0,2,0,0,D,5,14,3,4,12,6,3,7,3,0,0,0,0.0,6.0,0.0,7.0,0.0,17.0,1,23,-6.0,0.0,-7.0,0.0,-17.0,0.0,-22,0.0434782608695652,39.23,77.8,-38.57,0.5042416452442159,1011.3459452219874,1637.1703300222373,1.2393822914154,-3.583397830404727,0.6678096953832764,-1.1972685770225573,991.771789965099,1656.7444852791257,1.4557129025684743,-6.090471544386401,1.7851750786941878,-1.3635061815191716,-664.9726953140267,-0.3294621761257135,-4.7269653628672295,-625.8243848002498,0.5715725960321236,-2.38612925338217,0.5986268846991254,0.8154454540298047,4.466772228051513,0.6177402110678677,1.855891431321734,2.992977431443282,1.0,1.7,-0.7,0.5882352941176471,0.40677473,0.22554065,0.36768463,1
4418,12/12/2021,Ein Frankfurt,Leverkusen,5,2,2,2,2,D,15,11,7,4,11,11,7,4,0,3,0,0,6.0,9.0,10.0,10.0,15.0,20.0,18,27,-3.0,0.6666666666666666,0.0,1.0,-5.0,0.75,-9,0.6666666666666666,231.25,352.75,-121.5,0.6555634301913537,1862.923991992516,1819.0906546113283,3.5617646798698184,-1.3878272980178967,3.3663524233303947,-2.6171487655025234,1839.1184964801205,1842.8961501237245,1.8787816799473096,-1.433269544215077,4.0637293369322105,-0.899790960778001,-3.777653643603799,-2.1849476569849005,-0.5334785834370759,43.83333738118768,0.1954122565394236,1.229321467484627,0.9979501538145,0.462329432935521,1.5928916900607732,1.0240962907868674,1.0580486627559031,0.5302821590852201,1.4,2.8,-1.4,0.5,0.29884553,0.24034713,0.4608074,2
