Rank,Club,Country,Level,Elo,From,To
None,Muenchen 60,FRG,1,1309.03955078,1955-11-07,1955-11-20
None,Muenchen 60,FRG,1,1303.03356934,1955-11-21,1955-11-23
None,Muenchen 60,FRG,1,1256.82287598,1955-11-24,1955-11-27
None,Muenchen 60,FRG,1,1253.95556641,1955-11-28,1955-12-04
None,Muenchen 60,FRG,1,1260.60217285,1955-12-05,1955-12-11
None,Muenchen 60,FRG,1,1254.48510742,1955-12-12,1955-12-18
None,Muenchen 60,FRG,1,1251.06970215,1955-12-19,1956-01-08
None,Muenchen 60,FRG,1,1240.20385742,1956-01-09,1956-01-15
None,Muenchen 60,FRG,1,1245.58007812,1956-01-16,1956-01-22
None,Muenchen 60,FRG,1,1239.27978516,1956-01-23,1956-01-29
None,Muenchen 60,FRG,1,1235.35107422,1956-01-30,1956-02-05
None,Muenchen 60,FRG,1,1249.40197754,1956-02-06,1956-02-12
None,Muenchen 60,FRG,1,1246.1784668,1956-02-13,1956-02-26
None,Muenchen 60,FRG,1,1243.11474609,1956-02-27,1956-03-04
None,Muenchen 60,FRG,1,1258.45617676,1956-03-05,1956-03-11
None,Muenchen 60,FRG,1,1252.31091309,1956-03-12,1956-03-18
None,Muenchen 60,FRG,1,1258.61804199,1956-03-19,1956-03-25
None,Muenchen 60,FRG,1,1256.98059082,1956-03-26,1956-04-08
None,Muenchen 60,FRG,1,1250.90393066,1956-04-09,1956-04-15
None,Muenchen 60,FRG,1,1245.4486084,1956-04-16,1956-04-22
None,Muenchen 60,FRG,1,1243.12756348,1956-04-23,1956-04-29
None,Muenchen 60,FRG,1,1249.61230469,1956-04-30,1956-07-01
None,Muenchen 60,FRG,1,1280.64611816,1957-07-03,1957-08-11
None,Muenchen 60,FRG,1,1290.13500977,1957-08-12,1957-08-18
None,Muenchen 60,FRG,1,1301.16625977,1957-08-19,1957-08-25
None,Muenchen 60,FRG,1,1309.18664551,1957-08-26,1957-09-01
None,Muenchen 60,FRG,1,1305.94750977,1957-09-02,1957-09-08
None,Muenchen 60,FRG,1,1314.67626953,1957-09-09,1957-09-15
None,Muenchen 60,FRG,1,1318.13989258,1957-09-16,1957-09-22
None,Muenchen 60,FRG,1,1325.70043945,1957-09-23,1957-09-29
None,Muenchen 60,FRG,1,1318.0579834,1957-09-30,1957-10-06
None,Muenchen 60,FRG,1,1315.6151123,1957-10-07,1957-10-13
None,Muenchen 60,FRG,1,1322.27355957,1957-10-14,1957-10-20
None,Muenchen 60,FRG,1,1333.88354492,1957-10-21,1957-10-27
None,Muenchen 60,FRG,1,1329.16564941,1957-10-28,1957-11-03
None,Muenchen 60,FRG,1,1316.90771484,1957-11-04,1957-11-10
None,Muenchen 60,FRG,1,1318.77941895,1957-11-11,1957-11-17
None,Muenchen 60,FRG,1,1328.6229248,1957-11-18,1957-11-27
None,Muenchen 60,FRG,1,1335.67028809,1957-11-28,1957-12-01
None,Muenchen 60,FRG,1,1332.50732422,1957-12-02,1957-12-08
None,Muenchen 60,FRG,1,1322.43078613,1957-12-09,1957-12-15
None,Muenchen 60,FRG,1,1341.41113281,1957-12-16,1957-12-29
None,Muenchen 60,FRG,1,1365.49658203,1957-12-30,1958-01-05
None,Muenchen 60,FRG,1,1375.30517578,1958-01-06,1958-01-12
None,Muenchen 60,FRG,1,1378.45019531,1958-01-13,1958-01-19
None,Muenchen 60,FRG,1,1382.84655762,1958-01-20,1958-01-26
None,Muenchen 60,FRG,1,1393.84997559,1958-01-27,1958-02-02
None,Muenchen 60,FRG,1,1396.71398926,1958-02-03,1958-02-09
